,M0G,M1G,M2G
2003-08-01,0.023898250209796856,-0.040195745180015674,0.00627429694834869
2003-09-01,0.014089861094231937,0.008535159361786393,0.02133354918281194
2003-10-01,0.03973473824826379,0.01610370147212703,0.014127941293088808
2003-11-01,-0.0030421121402617324,-0.013726276869856724,0.004224573322683112
2003-12-01,0.010349757022618977,-0.007110813331719923,0.008776871437486511
2004-01-01,0.0708444236196526,0.034053992401952726,0.022514587704013156
2004-02-01,0.12871178320562748,-0.04459609530112807,0.017534946669149898
2004-03-01,-0.1074143586766173,0.0007402557680266098,0.008657366909293085
2004-04-01,-0.029960127559637617,0.030014056223252705,0.02027687910436926
2004-05-01,0.030106081483389335,-0.029506895296057434,0.008518112741987327
2004-06-01,-0.04175235431423052,0.016215859722754522,0.005198609446664504
2004-07-01,-0.0016195560474011605,0.007534703550940547,0.015265940051711224
2004-08-01,0.020587267149658306,-0.028557629721308708,-0.0012604251296693958
2004-09-01,0.005607678872281641,0.02026906121873473,0.006728427275583204
2004-10-01,0.051554108681551414,0.0017477454701508854,0.016800999494471336
2004-11-01,-0.021726578955446052,-0.010942777694519012,-6.793654398595805e-05
2004-12-01,0.006524472999389852,0.013878403313652976,0.013929824987511275
2005-01-01,0.06230067914445114,0.021102036396736024,0.028208888416633604
2005-02-01,0.11864516519705792,-0.02721863459539131,0.014173045213236923
2005-03-01,-0.05610730776613848,-0.055482970247687,0.006398004691114734
2005-04-01,-0.06304137512093055,0.06469890247650845,0.020171594174198892
2005-05-01,0.02013329284168952,-0.022352734603633517,0.009084733473742279
2005-06-01,-0.03946034811248311,0.014351102707122254,0.008419070396916695
2005-07-01,0.0017860240375673353,0.0164455416384639,0.024309270867840294
2005-08-01,0.015465667982172748,-0.03862203597640801,0.004281406642328234
2005-09-01,0.008519120314389284,0.026844700750227934,0.015604571069084416
2005-10-01,0.04315188211072152,-0.0014793423386993965,0.021863873289823754
2005-11-01,-0.01705838300501228,-0.008157769598994502,0.0005334710649349539
2005-12-01,0.02358792635812934,0.015524711751623066,0.01654700566542955
2006-01-01,0.07239420617874925,0.006951601853197653,0.02190970225830724
2006-02-01,0.21965445640549763,-0.030542998362351748,0.01612002716600891
2006-03-01,-0.16473179970092489,-0.026717661564808703,0.0031116871420635572
2006-04-01,-0.041254357279342235,0.049786093112999974,0.01961924727371711
2006-05-01,0.02912828587898031,-0.0260663774921418,0.010343918568884503
2006-06-01,-0.028582038298987422,0.029861473552988183,0.009586986185694313
2006-07-01,0.00016066269740311334,0.0019938375168708777,0.019091767921295633
2006-08-01,0.012080149711876098,-0.025829769264759106,0.0038865540523060904
2006-09-01,0.018219907807948577,0.016698091966216744,0.011959201601823288
2006-10-01,0.06210451281270979,-0.0023237828737552313,0.012137431928635367
2006-11-01,-0.028154292107642087,-0.0039061933911319624,0.0026571619285604697
2006-12-01,0.022555927154798372,0.014520640626875192,0.014296079083224722
2007-01-01,0.06053763702018933,0.008278005330256688,0.02392189773305331
2007-02-01,0.03237625320342108,-0.016544836732875767,0.017133242606081067
2007-03-01,0.09584555941455064,-0.036812350691464046,0.02037128038883318
2007-04-01,-0.10578514447434084,0.03018139517353291,0.015152014063487762
2007-05-01,0.01555209499068022,-0.014443619371970251,0.00887903403756063
2007-06-01,-0.0390423633659297,0.021930954389907886,0.006511074644609094
2007-07-01,0.005729204275521038,0.022424025386266866,0.021946447584463957
2007-08-01,0.016560334212513572,-0.039896789563834245,0.016019626704609324
2007-09-01,0.018155795926702023,0.03203774650322888,0.008649129395249977
2007-10-01,0.043425097556320624,-0.023573046709412404,0.015221285150778474
2007-11-01,-0.0245534191876291,0.003095432499317985,0.00281165877565015
2007-12-01,0.023664990687829235,0.008800829990822212,0.014088486177099568
2008-01-01,0.04785821128249279,0.007510982524437715,0.009216327952084935
2008-02-01,0.20733736007924874,-0.015600860080248191,0.03563449644993755
2008-03-01,-0.11503456888759211,-0.045440254356031495,0.007704705967304104
2008-04-01,-0.06228417841979861,0.034889975651985594,0.004789807015920466
2008-05-01,0.011715544964737479,0.0008927274109880035,0.014795232189098506
2008-06-01,-0.020146731316181055,0.005391491810433413,0.016090517675512395
2008-07-01,0.00039841825962150246,-0.0012545830673942326,0.01586216730212353
2008-08-01,0.01676102967000781,-0.008508617892721615,0.007268905054196972
2008-09-01,0.0053582618675740434,0.011129563924914043,0.005566130301768224
2008-10-01,0.028305158691828813,-0.019514699962346116,0.009027626092722896
2008-11-01,-0.012830308577999383,0.016552550385568576,0.0005180407892537708
2008-12-01,0.009243932531745491,-0.005258163119287396,0.012162711848248131
2009-01-01,0.0826270100552593,0.049140807326775615,0.03602342249059265
2009-02-01,0.2005733429654204,-0.0591921131147487,0.044131964031141946
2009-03-01,-0.1446052607596321,0.01168626883622148,0.02130752669293967
2009-04-01,-0.039702792278569654,0.05688616030031968,0.04720396782447289
2009-05-01,0.015137740762259266,-0.05306985813504661,0.018571439546590796
2009-06-01,-0.02036797307423288,0.011916766097172182,0.01439882220276334
2009-07-01,0.002427573725190868,0.039659391321654525,0.0376692895868187
2009-08-01,0.017785386155984906,-0.046805242333274766,0.007358985163332443
2009-09-01,0.0048867058693344845,0.008756288022950587,0.006274797280090727
2009-10-01,0.06920952752237519,-0.016446928413336837,0.015096930117803886
2009-11-01,-0.028750236113732397,0.02238721070648153,0.0021146910031768495
2009-12-01,0.017174103853188072,-0.005102912909381585,0.013571164544714076
2010-01-01,0.052364831507618614,0.01829328383169848,0.02626918041594095
2010-02-01,0.0656674431981592,-0.0053584178896324275,0.025211691434873673
2010-03-01,0.05169961172374138,-0.059866352749460505,0.016724452365302955
2010-04-01,-0.08830361200705494,0.04588123580258907,0.02181387315909067
2010-05-01,0.014763203922508739,-0.003119555729985679,0.010175826606421357
2010-06-01,-0.025330996039050646,-0.008603498870263238,0.010341995573582397
2010-07-01,0.006516282955073116,0.006196057964233503,0.015934773296410132
2010-08-01,0.016406997510924448,-0.016911225031998045,0.00019253719741985087
2010-09-01,0.00959969888089618,0.01492732598796076,0.01996203527653151
2010-10-01,0.04838460139105494,-0.0173997995570655,0.013039253077142376
2010-11-01,-0.004974389052495809,0.041050064822506394,0.004745701616977183
2010-12-01,0.014550096077059038,-0.014817946878825206,0.015093790751626868
2011-01-01,0.05623469817961313,0.0036496275181092663,0.02183855154056258
2011-02-01,0.30106175915676636,-0.04597327500849735,0.011067181758039224
2011-03-01,-0.18589315145949425,0.008417537218903703,0.003060458931034571
2011-04-01,-0.05130099963198487,0.03701526776239983,0.02988601803248314
2011-05-01,0.014355714039971268,-0.025297507059866442,-0.0009844478304065207
2011-06-01,-0.019481083551622036,0.007535929682821907,0.007954574429255068
2011-07-01,-0.0028029369245343716,0.01049565057201396,0.02280775501101928
2011-08-01,0.01585569520115282,-0.03494156638747692,-0.010114062174101268
2011-09-01,0.013106351406411365,0.025516530514097968,0.010257993714539948
2011-10-01,0.029928733242666983,-0.033207455773766714,0.00839326240918492
2011-11-01,-0.012003192817252373,0.057709159570583424,0.0373670464164515
2011-12-01,0.01584108103825521,-0.01744211264899609,0.010607718600588623
2012-01-01,0.07251392883349594,0.012373313503982297,0.03161370091842142
2012-02-01,0.17876913506340886,-0.09840063552824685,0.005058756968868483
2012-03-01,-0.1399504743158525,0.06955786423927923,0.013170395023600845
2012-04-01,-0.03601724055639621,0.02731636785459801,0.03274332861288376
2012-05-01,0.012170058010207319,-0.03927663713228435,-0.006656643676685392
2012-06-01,-0.023100011973668066,0.024198119828234832,0.011740884342898772
2012-07-01,0.004994390730089782,0.018475557655429187,0.02771230383530998
2012-08-01,0.008546454014904059,-0.04725723398305637,-0.006398760878848608
2012-09-01,0.010646910241414398,0.024782354898947645,0.006334848688703598
2012-10-01,0.06366920840735912,-0.005684985721410074,0.02032033398651545
2012-11-01,-0.036789215338536074,0.01906908042774136,-0.0077191491090202735
2012-12-01,0.017960854758804823,-0.010557504052979061,0.009000463140984793
2013-01-01,0.043283113353766556,0.027500265185782746,0.03102820151803698
2013-02-01,0.14251458246927684,-0.03137491764775713,0.01845760113855288
2013-03-01,-0.03420324507927419,-0.056906618472197024,0.006522920274752542
2013-04-01,-0.08046486989263635,0.09856457245604677,0.03730974267265541
2013-05-01,0.0026438843342977414,-0.06041901049158971,-0.0031920068377687683
2013-06-01,-0.02114406465044738,0.018761540152994916,0.009314066413570021
2013-07-01,-0.0067512514378191835,0.0023147424736942313,0.011739485747208178
2013-08-01,0.0064529184071222545,-0.01988424362881358,-0.002078283697963812
2013-09-01,0.009420029632744464,0.020495795829646335,0.008595308813808211
2013-10-01,0.0285329087570676,-0.016824132077383647,0.015192115255311167
2013-11-01,-0.015874838673360814,0.02857486504587392,-0.006624402313480604
2013-12-01,0.015208944087030662,-0.006358218205211985,0.008423223526381252
2014-01-01,0.037794534199764085,0.021760390082885106,0.02526545816717851
2014-02-01,0.3058356166385461,-0.1047708923927585,0.015360005700006951
2014-03-01,-0.1852255903374207,0.07185984053137695,0.007333749400244782
2014-04-01,-0.06404989012523066,0.029450033125782538,0.025558886786462898
2014-05-01,0.00490731073405648,-0.044695796838011725,0.007000412117860844
2014-06-01,-0.00962935767545603,0.020115063591945814,0.011534175104381816
2014-07-01,-0.01894985298300067,0.031283956838821014,0.023084986410655484
2014-08-01,0.006943682337726909,-0.0713237886483511,-0.012680325982285523
2014-09-01,0.011353962316793531,0.03173340569193939,0.0027212410032599887
2014-10-01,0.014610581367059838,-0.0165048477658859,0.003801532774455163
2014-11-01,-0.0195997794123125,0.02179238470302447,-0.0023419148065523254
2014-12-01,0.012946243164520865,0.009348136111409389,0.007813005595202371
2015-01-01,0.031160948093663654,0.021945440271123218,0.0163567455546616
2015-02-01,0.046149989885417186,-0.03846797508453115,0.011670223846417027
2015-03-01,0.15633895277684995,-0.03942259464882458,0.01180505300085577
2015-04-01,-0.15016399313086215,0.047556455955769183,0.01427754072838594
2015-05-01,-0.01900490090284379,-0.010724877085634077,0.004270540274201817
2015-06-01,-0.02791544064531859,0.022348863590978763,0.02075181361870082
2015-07-01,-0.007984730508868498,0.01797224547415155,0.01990100826504526
2015-08-01,0.006935428758551909,-0.04619717334923512,0.01487619729647549
2015-09-01,0.0008656394745971685,0.03570318910098813,0.0027320626410551885
2015-10-01,0.03320552820341116,-0.02291456140383019,0.0021490646745605524
2015-11-01,-0.01839462418823601,0.02678008866768966,0.0008799998729247527
2015-12-01,0.007141255509968802,0.00017655262797156013,0.009504120659207693
2016-01-01,0.04787704729990461,0.002971980316786915,0.01333528793254457
2016-02-01,0.14727042011037028,-0.00514195424707653,0.017267700213477788
2016-03-01,-0.04281213310829368,-0.07816224649556558,0.005859643750592891
2016-04-01,-0.06871481768743348,0.09750374835055253,0.015147458287079862
2016-05-01,-0.0038365871265209073,-0.04392874438629102,-0.000683474862706035
2016-06-01,-0.025192238208150308,0.021313753813272163,0.01140700983031806
2016-07-01,0.0006081485857678537,0.019723914385483265,0.019700907393745082
2016-08-01,0.007276792060477488,-0.047309917640175225,0.0007157972814919589
2016-09-01,0.0028239770491216287,0.027808418648253008,0.013022745762231835
2016-10-01,0.025434207395196973,-0.02665705256741291,0.003559001206704604
2016-11-01,-0.013119841791634723,0.024892487572781286,0.002060789634127147
2016-12-01,0.010722895750256312,-0.0030487000680705645,0.007204188997143479
2017-01-01,0.05239113144899754,0.002060814962009827,0.012829454186943812
2017-02-01,0.2678434295048806,-0.052294099814278905,0.016695360615289312
2017-03-01,-0.1717223867681017,0.037304437496259224,0.0044211424837325985
2017-04-01,-0.04353465168054349,0.017223472447352117,0.010547957633580074
2017-05-01,-0.003096763284918702,-0.022805574313530252,-0.0020490637599773764
2017-06-01,-0.015489824275774944,0.00978203769112529,0.003150063655811275
2017-07-01,-0.005280091582033131,0.01521055518368919,0.01868543440921755
2017-08-01,0.00225985427360631,-0.027375516514774878,-0.0014012894504547013
2017-09-01,0.0062856267749413774,0.014442771177043845,0.009920198539686176
2017-10-01,0.03253172923543923,-0.01542955594493034,0.006385694221215488
2017-11-01,-0.02176177451169581,0.016152773040027824,-0.0013456308766507385
2017-12-01,0.0057520935447699095,0.002560128394283101,0.01002715464645676
2018-01-01,0.02947171158503359,-0.0028708692252175094,0.012108835189117428
2018-02-01,0.056488881758964604,-0.016356373084593923,0.01809165074745822
2018-03-01,0.09094708875408064,-0.04725042146678926,0.0047975282532233265
2018-04-01,-0.10723605569296579,0.0608285575359393,0.006239978291036508
2018-05-01,-0.0167303414630815,-0.008935714323062172,-0.0012505308776437074
2018-06-01,-0.023807114824475506,-0.0020662412083682913,0.0030961111663283525
2018-07-01,-0.002658188611568857,0.031994088588837455,0.015555702048568598
2018-08-01,-0.0008441466116989593,-0.047029705533782495,0.0033995059999525346
2018-09-01,0.0035207985536171993,0.01662662419461669,0.007023056161920893
2018-10-01,0.021194693951777532,-0.0027052447888711306,0.007265257915624046
2018-11-01,-0.0161062676432695,0.00242256221134185,-0.0033879683671506067
2018-12-01,0.0065140652072137595,0.0033538804395558675,0.009809451282115855
2019-01-01,0.03748549174996052,0.008824171759436172,0.007483640286318316
2019-02-01,0.19481671502177345,-0.026025737227732826,0.021454076367626307
2019-03-01,-0.0912980838594718,-0.022848134113396812,0.00079966329808423
2019-04-01,-0.05715740081867304,0.07247724902164276,0.01177271438309413
2019-05-01,-0.013021075883374866,-0.051379643977391476,-0.0025096747817021647
2019-06-01,-0.01578162652557058,0.01963226760822878,0.003440055216447302
2019-07-01,-0.0029877005639954435,0.03595739743484816,0.015972519843310495
2019-08-01,0.0014919890836384564,-0.06868884188595281,-0.0010145801969593249
2019-09-01,0.006374732164659891,0.03260113747496085,0.008378410638278044
2019-10-01,0.0133574195960664,-0.006179281584328011,0.008658291687204667
2019-11-01,-0.009906305531176551,0.0011952186208727955,-0.003406293427860807
2019-12-01,0.007880836918031209,0.005974821694965771,0.008135797461751082
