year,month,ret1,ret2
2008,3,0.017209619207999998,0.021082362980999997
2008,4,0.029439296200000003,0.034191854248999995
2008,5,0.009950531014000001,0.011846604230000002
2008,6,0.024380252857,0.02921296749800001
2008,7,0.012557064082000005,0.015124483100999996
2008,8,0.019020356672000003,0.022681964901
2008,9,0.024511494904999997,0.024813985105999997
2008,10,0.020013494642,0.023449549603
2008,11,0.022139799913000007,0.026457894625000002
2008,12,0.010758297264,0.013799658335000001
2009,1,0.005408542728,0.006602467478999999
2009,2,0.014720408524999997,0.017941439841000002
2009,3,0.009564058431999999,0.011232718437
2009,4,0.006860446307000002,0.008405172446
2009,5,0.0034420910860000005,0.0038185301730000003
2009,6,0.003342361219,0.0030518851550000005
2009,7,0.007584514167000001,0.007343425704
2009,8,0.020227462424,0.020757272574
2009,9,0.007432230241,0.008135453247999998
2009,10,0.005407586952,0.0054571924340000005
2009,11,0.007322992270999999,0.007706337895
2009,12,0.004415128923,0.004254644538
2010,1,0.004230899767999999,0.004411644634000001
2010,2,0.001975420879,0.0018877309640000003
2010,3,0.0026948720269999995,0.0028856990320000006
2010,4,0.0042202360810000015,0.004277229330999999
2010,5,0.009577629007,0.009464964011
2010,6,0.005324442774,0.005495781928999998
2010,7,0.003988517087,0.0042197842939999996
2010,8,0.00412689621,0.0042890685500000005
2010,9,0.002076009257,0.0022821681159999993
2010,10,0.0036047387929999996,0.0036399060540000003
2010,11,0.008748357283999999,0.008687508742
2010,12,0.003568050138,0.003491083105
2011,1,0.004503215720999999,0.0042205804920000005
2011,2,0.0025030564910000002,0.0024152485039999998
2011,3,0.0018327617989999999,0.0019033673929999997
2011,4,0.001697831635,0.001658325458
2011,5,0.0026929509119999998,0.0025918950010000003
2011,6,0.0026463872170000005,0.002548102602000001
2011,7,0.00246304681,0.0023609546690000005
2011,8,0.004398413866999998,0.004422714078000001
2011,9,0.003961961073000001,0.0038609885020000007
2011,10,0.003823933689,0.0037287803179999997
2011,11,0.0038568101370000003,0.003768691498
2011,12,0.0036112609800000002,0.0034047304080000004
2012,1,0.006307367602,0.0058858839199999995
2012,2,0.0022669455900000005,0.002201515917
2012,3,0.0037484609139999993,0.0035382511589999994
2012,4,0.0019154169019999997,0.001866537614
2012,5,0.00204019672,0.0019836243950000004
2012,6,0.0022982091500000005,0.002228803694
2012,7,0.002142660112,0.001996027184
2012,8,0.0018124451469999998,0.001743079878
2012,9,0.004264396484000001,0.004168108015
2012,10,0.0013868879000000001,0.0013206385609999998
2012,11,0.0021678804610000004,0.0020863157199999998
2012,12,0.0049351263570000005,0.004837244426
2013,1,0.0028328009949999994,0.0027710432180000004
2013,2,0.002241396662,0.002254507643
2013,3,0.004457959687,0.004297442776
2013,4,0.002099533919,0.002032624771
2013,5,0.0015805999119999996,0.0015495274700000003
2013,6,0.006127259873000001,0.006117185134
2013,7,0.004901395462,0.0047090203
2013,8,0.002097157777,0.00196290143
2013,9,0.0022740378599999996,0.002329602448
2013,10,0.0023462807609999996,0.0021645566240000003
2013,11,0.0021406713670000005,0.0020687310329999997
2013,12,0.002258406525,0.002073073521
2014,1,0.0019510345330000004,0.0018305264469999996
2014,2,0.0022735874189999997,0.00208413297
2014,3,0.0028350492750000003,0.0026844910289999997
2014,4,0.0018615317139999998,0.001788940474
2014,5,0.001288379959,0.0011994377329999997
2014,6,0.0012652823840000002,0.001182073236
2014,7,0.001559464551,0.001532699677
2014,8,0.0014433238359999997,0.00141471376
2014,9,0.0020404986190000005,0.0019807410750000004
2014,10,0.0016018608010000001,0.001587699413
2014,11,0.002022121683,0.002096873789
2014,12,0.010245951176,0.011138558432000002
2015,1,0.010706016717999998,0.011693379976999999
2015,2,0.0026845489089999995,0.0027821153669999993
2015,3,0.0038155654580000007,0.003933151191999999
2015,4,0.006472926540000001,0.006246623228
2015,5,0.014239213431000002,0.014024900886
2015,6,0.027445203316000002,0.027290211462
2015,7,0.04368148826799999,0.04032344609500001
2015,8,0.040276372779,0.038716167419
2015,9,0.015155499894,0.013354719309000004
2015,10,0.008511972496000003,0.0075573316699999995
2015,11,0.009482516902,0.008927162892000002
2015,12,0.003848271531,0.0038960624019999997
2016,1,0.031071790819,0.029070587032
2016,2,0.010884202383999998,0.010195395845999999
2016,3,0.007902785921000001,0.007111401143000001
2016,4,0.0028703174490000006,0.002553241943
2016,5,0.00495852703,0.0044997702490000005
2016,6,0.002919949754000001,0.002552440493
2016,7,0.001892669496,0.001707116842
2016,8,0.0015124680150000003,0.0014230660789999999
2016,9,0.0013965910800000003,0.0013033416499999997
2016,10,0.0007556824919999999,0.0007214467939999999
2016,11,0.0008046433990000002,0.0008028392650000001
2016,12,0.0019152982310000001,0.0016518940849999998
2017,1,0.0008584675480000001,0.0006885584310000002
2017,2,0.0006063335799999999,0.0005836885260000001
2017,3,0.0006969996630000001,0.000607552277
2017,4,0.001167214474,0.001021897897
2017,5,0.000982511958,0.0008258043659999998
2017,6,0.0009294760469999997,0.000797142984
2017,7,0.001171747978,0.0009421296720000001
2017,8,0.0011573949720000002,0.001118733224
2017,9,0.00028115682,0.00023751205800000004
2017,10,0.000391887333,0.000285903572
2017,11,0.001497045341,0.001359091365
2017,12,0.0009590370610000001,0.0009292521570000001
2018,1,0.0009187277289999998,0.0009316846229999999
2018,2,0.004986365572000001,0.0049322925290000005
2018,3,0.002701066921,0.002429583873
2018,4,0.002079315216,0.0020372030300000003
2018,5,0.002084889365,0.00201461203
2018,6,0.004314995384999999,0.00379809228
2018,7,0.0035623900370000006,0.0034688159519999993
2018,8,0.0045133207469999995,0.004303101856
2018,9,0.002298064149,0.002343746493
2018,10,0.010053532867,0.009712397313
2018,11,0.0035998611750000004,0.0034415306389999996
2018,12,0.002245522997,0.002185986641999999
2019,1,0.0015956438500000002,0.0015939508330000006
2019,2,0.005607650320999999,0.005431940537999999
2019,3,0.0066288841510000005,0.006205537306
2019,4,0.003528831997,0.0034513513680000003
2019,5,0.007623407017999999,0.007250559
2019,6,0.0024523447179999997,0.002304309347
2019,7,0.002066939357,0.001912318739
2019,8,0.002233257276,0.0021370542950000003
2019,9,0.001500331556,0.0013547888639999998
2019,10,0.0009060796569999999,0.0008148424729999998
2019,11,0.0010766857680000002,0.0010660838649999998
2019,12,0.0011834623409999999,0.0011051246230000004
2020,1,0.000267972507,0.000251300786
