,R_square,CW-test
Kintchen Sink,-0.07730742224164722,0.7968556730823142
ridge,0.008121391885624774,1.7825754862042242
lasso,0.022983584929410217,1.9769346532386227
elasticnet,0.02281921849801616,1.9700835278072786
lars,0.0030065432377860413,0.8816907680115965
OMP,0.009452601116268555,1.7469088460017672
FC,0.020988218479703558,1.8585350851295872
