,R_square,CW-test
Kintchen Sink,-0.08348525212814395,1.2699791884494644
ridge,0.009046903834465603,1.8777328524293035
lasso,0.031724849872776795,2.1821684383323943
elasticnet,0.031154787266854056,2.1732789346338643
lars,0.006405959889244417,1.0547311944418931
OMP,0.02195445799618223,2.0817799374586436
FC,0.028894922941178236,2.0737348709670322
