,R_square,CW-test
Kintchen Sink,-514.8980475551411,-0.014319702193159041
ridge,0.004577848617594804,1.8194317600700705
lasso,0.03017417711884629,2.209865061809326
elasticnet,0.027203399968434905,2.126973362745683
lars,-0.11367212515872427,1.626656476609718
OMP,0.010306404200807084,1.993710505229649
FC,0.027254147131795747,2.17961950077651
