,R_square,CW-test
Kintchen Sink,-0.09203857906739432,0.8120375856970231
ridge,0.011818154255296975,1.8655589171335756
lasso,0.023807802260534028,1.9934078468972924
elasticnet,0.023929977893278775,1.9965528552293514
lars,0.004614798334678039,0.9733303867171441
OMP,0.0017146389704272291,1.550037498934253
FC,0.021883223325922074,1.8747114566358813
