,utility gain,Sharpe ratio
KitchenSink,-0.8774225679292335,0.10493495311755632
ridge,2.060223261453716,0.1421748710431125
lasso,5.128947221456407,0.17244988205409165
elastic net,5.304366079060873,0.17449139206522915
lars,-0.575421867585002,0.09655331524165708
OMP,1.052556145806692,0.1269266801092073
FC,3.66644267584898,0.15730187717593122
