,utility gain,Sharpe ratio
KitchenSink,-1.1086563117480526,0.10227613256662745
ridge,1.8427455016562262,0.13972896542005278
lasso,4.9309111989219385,0.17016963747526107
elastic net,5.105874673996292,0.17221264029572203
lars,-0.7585343744421346,0.09421663847069883
OMP,0.8440528369522575,0.12452791216766779
FC,3.465427275339784,0.15500715144825258
