,KitchenSink,ridge,lasso,elastic net,lars,OMP,FC
2002-01-01,-0.007940028883734344,0.0008939326757308932,0.0022222429989841486,0.0029214567297549243,0.004139737624485069,-0.004600612302081342,0.001115351545374738
2002-02-01,0.046395667973156224,0.0006193234602627756,0.006627743369910271,0.007319823542866752,0.007339707744649747,0.020193482090975365,0.008420016041732982
2002-03-01,0.003061079608606191,0.0010010881334315868,0.004027011634315411,0.004147515038566281,0.006630534671594185,0.0034652925218588925,0.0038542883999532714
2002-04-01,-0.0009378469895617372,0.01232210128190912,0.011924909697353542,0.012325594634389663,0.004272688456499281,-0.007353761641185399,0.006698306485793242
2002-05-01,0.03743972201390622,0.005547683471491245,0.005659502276025695,0.005649297796917776,0.005514670528002821,0.017974511233864406,0.008069133061260388
2002-06-01,0.024998274855040296,0.004495279023430816,0.006566157574901565,0.005234136913319768,0.007204681705031665,0.009210099852553125,0.006542071013847388
2002-07-01,0.02066293567613186,-0.0006201416284044104,-0.0017201151746082778,-0.0017681094851444337,0.0024144848036471906,0.001663784568795579,-6.019383142871065e-06
2002-08-01,0.01834809563789689,-0.003164714383934293,-0.0032613167026401286,-0.0036366772641859783,0.004228441748028778,0.009227990070716272,0.0006787446935969301
2002-09-01,-0.026040596716541943,-0.020943100410297497,-0.022549086530529346,-0.022779077233804193,0.00826466402041953,-0.004485637748354322,-0.012498447580513166
2002-10-01,-0.01977501324264201,-0.022700296126222298,-0.019866758664190527,-0.020258514300634647,-0.0009712349391728867,-0.016992672973894972,-0.016157895400823068
2002-11-01,0.019594088631755716,-0.011083213184286157,-0.0030020737877555076,-0.003274650059384485,0.007761249692795118,0.004789701440494693,-0.0009617971796272683
2002-12-01,0.009972862058970623,-0.00695676441266604,-0.0036818579439959987,-0.003216613122861634,0.0011233844071699976,-0.0006481964895059386,-0.0026760095123719236
2003-01-01,-0.003269470073611022,-0.004220561635291328,-0.002615974026177534,-0.0023835491345003193,0.0002632010434399806,-0.009858562779866615,-0.003763089306479164
2003-02-01,-0.02245896748147936,-0.006702823026792127,-0.013655717456743367,-0.012716679839493837,-0.007989562562226212,-0.02114620289025733,-0.012442197155102575
2003-03-01,0.04481989621035593,0.016597838438554065,0.017553550843724022,0.014709749724889316,0.014494773520497337,0.02151915032520115,0.016975012570573177
2003-04-01,0.010603914766572431,0.007464981135173799,0.0077456259636600935,0.007585282566843996,0.0033780642483020144,0.004863534420826675,0.006207497666961315
2003-05-01,0.03047496733984402,0.021080711783800117,0.01563496039448764,0.015593188706552978,0.00446942770635339,0.010563281613580413,0.01346831404095491
2003-06-01,0.005122299900920757,0.008305990438251878,0.008014862551017424,0.007890049833971222,0.0037696784414124815,0.002488849658113316,0.006093886184553263
2003-07-01,-0.017698457489913895,-0.001852872705707167,0.0010275518870574074,0.0007131383502999122,0.002870464086516926,-0.006573975713659752,-0.0007631388190985351
2003-08-01,0.0030849531351275737,0.007509845319372108,0.006566128084780288,0.007429004395949856,0.010579656121755529,0.006935308207746321,0.00780398842592082
2003-09-01,0.02380296910200505,0.021410962003317414,0.01278053557387305,0.013088456361991152,0.004972025218944502,0.010737023757277185,0.012597800583080661
2003-10-01,0.023092768275280725,0.01952818125002029,0.010307733393373786,0.012196631474429492,0.003698738992803893,0.011015997296963485,0.01134945648151819
2003-11-01,0.03528241344556337,0.0173531296511425,0.0029802427715667455,0.0031379028022015137,0.00526207981362573,0.013189592416631835,0.008384589491033665
2003-12-01,0.021510083889036778,0.02072879616943669,0.008131365417201792,0.009797997697195348,0.004260284372040311,0.011581030087371524,0.010899894748649133
2004-01-01,0.002502128313260502,0.020722322631305735,0.016904852476221126,0.017459614384955913,0.0017845679507023763,0.0044034133612416955,0.01225495416088537
2004-02-01,0.009332478958399575,0.021962914549424725,0.011440670198554012,0.01454515322807564,0.00209530915723752,-0.001348548526592349,0.00973909972133991
2004-03-01,0.041375474357877785,0.045583042917004275,0.03348893108679923,0.03175168207569021,0.003821263123136775,0.01768652526753665,0.026466288894033428
2004-04-01,0.006581899846291416,0.027868221869772607,0.022127627152184214,0.02380551738002896,-0.0025008619096255837,0.008383497594740111,0.01593680041742006
2004-05-01,0.031841633684586264,0.02888887822422829,0.014239018145174937,0.014764770322705591,-0.007533032411265729,0.01273646014265212,0.012619218884699041
2004-06-01,-0.015055287371363458,0.010812454114773497,-0.0018677892906024266,-0.0006256960593840786,0.0025254040840080433,-0.002623449760552673,0.0016441846176484729
2004-07-01,0.004693016801929106,0.010893090248037236,0.0020282298433116604,0.002315130251980168,0.003317226529009201,0.004337936713533769,0.004578322717174407
2004-08-01,0.007181540232620024,0.012473518675059749,0.00620104501818224,0.005147086178510423,0.003227610754460173,0.01261683351383846,0.007933218828010208
2004-09-01,0.0003719822352235046,0.00465955427152189,-0.0019062707720557885,-0.0007404472347852888,0.0026775830938871687,0.0015649592187432712,0.0012510757154622508
2004-10-01,0.030032193637309135,0.02167368327721194,0.020858236794543003,0.01683833036030178,0.013620239703563006,0.020135336431995582,0.018625165313523064
2004-11-01,0.03405900836788448,0.01051170721219557,0.007710856795816633,0.0023047259473033587,0.009425101017380314,0.016837395050415278,0.00935795720462223
2004-12-01,0.01096982233453984,0.011497455102935221,0.004591309640796968,0.0034426311150215134,0.003970177652680569,0.005706111339539934,0.0058415369701948425
2005-01-01,0.007152663906336081,0.005806416164831933,0.0031961501180630455,0.0032389206251197834,-0.0005306244261021214,0.00165346609688677,0.0026728657157598823
2005-02-01,0.03405136515449255,0.0024970581846110187,-0.0015501591628352862,-0.0015214019999110302,0.0013201218837628375,0.009096150998439393,0.0019683539808133866
2005-03-01,0.01012480121290865,0.008709089399464569,-1.0985176744564111e-05,0.0008914875651126529,0.007875811406913574,0.012936566784848905,0.006080393995919028
2005-04-01,0.053388603276941476,0.008290989295270635,0.0007926481103160061,0.0008035297668561397,0.002032734870370136,0.00678617895623656,0.0037412161998098955
2005-05-01,0.02765075596300121,0.007563707031471686,0.0012759199419586373,0.00128313074034465,-0.0006882823769205643,0.00770302464894165,0.0034274999971592116
2005-06-01,0.010886573853741132,-0.005182801750058388,-0.003389810748173091,-0.0033834796737649392,-0.003469836830145011,-0.007888471677400796,-0.004662880135908445
2005-07-01,0.009031243692665558,-0.0003467922320411622,-0.0004548280185294935,-0.0004104530676210935,-0.0025288596161675164,-0.0064492916369684045,-0.0020380449142655345
2005-08-01,0.029865183550272605,-0.0033901780337267685,-0.0025152024299294603,-0.0025006509487104298,-0.0032385834340796964,-0.0021894688731120835,-0.0027668167439116867
2005-09-01,0.046377462279827385,0.014103360181415276,0.007898435770768916,0.008086535064213524,0.006841354311558221,-0.000850213894814432,0.007215894286628301
2005-10-01,0.023989136077684013,0.00801331159524172,0.004842904414248738,0.004798866926443414,0.0001332867260485861,-0.000912592568995551,0.003375155418597381
2005-11-01,0.03875276771348489,-0.003084901304595651,-0.0017859388808642064,-0.0017480047764553712,-0.00042745619615935384,0.0023597202341094567,-0.0009373161847930263
