,D/E,D/P,D/Y,E/P,B/M,SVAR,INF,NTIS,TO,M0G,M1G,M2G
2016/4/1,0.005789616,0.017027611,0.020031972,0.014132703,0.01699289,0.010293368,0.033423196,0.001417094,0.026223499,0.011515516,-0.011882597,0.010116443
2016/5/1,0.005231219,0.016800832,0.017513829,0.013918402,0.017892687,0.01137461,0.000978029,0.001298559,0.017059258,0.01056908,0.02068045,0.013578236
2016/6/1,0.005274715,0.016611934,0.017566494,0.013722913,0.017555689,0.010778308,0.004802944,0.001244457,0.009916923,0.010694768,0.005451876,0.010725754
2016/7/1,0.011462622,0.017925832,0.019545598,0.013614197,0.017006686,0.011320544,0.000557909,0.001336572,0.01310331,0.010503448,0.00591644,0.00895675
2016/8/1,0.006824945,0.016355855,0.017529158,0.013503573,0.017239662,0.011582307,0.005744463,0.001386766,0.017873887,0.010452821,0.021165371,0.013140398
2016/9/1,0.008368171,0.016279272,0.017818143,0.013408182,0.016501977,0.011838822,0.010819756,0.001548396,0.014902817,0.010616144,0.00412103,0.010554819
2016/10/1,0.008060322,0.01613924,0.016785442,0.013238945,0.016363917,0.011656435,0.008685814,0.001425633,0.006604432,0.010255051,0.01659261,0.012573893
2016/11/1,0.0080332,0.015642618,0.016918045,0.013102545,0.016087243,0.011924939,0.018136951,0.001545192,0.004974847,0.010711446,0.00464243,0.013035756
2016/12/1,0.008398923,0.015123079,0.01647548,0.012938613,0.015316242,0.012099678,0.006079344,0.00170907,0.01875684,0.010600045,0.011301251,0.011998676
2017/1/1,0.008312691,0.015247207,0.015313077,0.012772529,0.015538401,0.011436555,0.009857457,0.001460029,0.010909698,0.009928302,0.009875878,0.010393502
2017/2/1,0.00743545,0.014929235,0.015811292,0.012711173,0.016060014,0.011632991,0.011076113,0.001456015,0.002618449,0.007653877,0.022348746,0.009476729
2017/3/1,0.006608041,0.014557884,0.015569871,0.012736583,0.015569782,0.011832836,0.023287179,0.001597411,0.00572189,0.011437611,0.001719647,0.01238023
2017/4/1,0.005921395,0.014440865,0.014993081,0.012696311,0.015322911,0.011686184,0.00504161,0.001546339,0.010723342,0.010517054,0.006320225,0.010893772
2017/5/1,0.004823104,0.014533068,0.014729616,0.012708522,0.016283746,0.011333138,0.002569133,0.001411453,0.008952631,0.01022006,0.015558454,0.01351757
2017/6/1,0.004712954,0.014931929,0.01519224,0.012728426,0.016404844,0.011143467,0.008471256,0.00129074,0.005882573,0.01008672,0.007767567,0.012057437
2017/7/1,0.00314216,0.01441696,0.015476738,0.01282335,0.015983026,0.011331401,0.005803256,0.001461232,0.006184476,0.010200748,0.006651261,0.008940392
2017/8/1,0.008530717,0.015928392,0.016961008,0.01290925,0.016539967,0.011354472,0.005261584,0.001562042,0.011416406,0.010240401,0.016522089,0.01322841
2017/9/1,0.008246445,0.01572206,0.016950916,0.012917888,0.016036469,0.011446735,0.009373131,0.001664251,0.01508978,0.010296016,0.006931758,0.010916828
2017/10/1,0.008014831,0.015495799,0.016597375,0.012820316,0.015472482,0.011592793,0.014141259,0.001657554,0.01071081,0.010219738,0.013819167,0.011647683
2017/11/1,0.007440701,0.015302234,0.01620539,0.012812725,0.015333644,0.011578074,0.01598965,0.001703442,0.001663655,0.010338155,0.006521959,0.013314498
2017/12/1,0.006522602,0.015245525,0.015680695,0.012721387,0.01531354,0.011083642,0.009173671,0.001549251,0.00895268,0.010118415,0.009509616,0.010654793
2018/1/1,0.005768901,0.015042808,0.015829746,0.012661858,0.0150634,0.011110828,0.007594448,0.001522664,0.002403083,0.010046531,0.010728375,0.010190743
2018/2/1,0.005199794,0.014757102,0.015893979,0.012702669,0.015247062,0.011249394,0.012135609,0.001655116,0.010760911,0.010123265,0.013960775,0.009097361
2018/3/1,0.004035857,0.014985401,0.014991633,0.012622565,0.015535795,0.01013532,0.016438517,0.00139689,0.000528419,0.00967027,0.020716022,0.011544522
2018/4/1,0.002939545,0.014998579,0.015496267,0.012593891,0.015555287,0.010413304,0.025352217,0.001310143,0.007994548,0.010313386,-0.003859275,0.01108894
2018/5/1,0.002130355,0.01503012,0.015471761,0.012440137,0.016289106,0.010298839,-0.009209854,0.00115334,0.002307465,0.009636318,0.011658494,0.012306614
2018/6/1,0.005312354,0.015762975,0.016898127,0.012381792,0.015979269,0.010263357,0.004150136,0.001156782,0.004053382,0.009613617,0.010050505,0.011405286
2018/7/1,0.00608449,0.016352666,0.016599371,0.012015582,0.016030646,0.009506192,0.003746506,0.000808888,0.00234173,0.009224506,0.001911834,0.008761223
2018/8/1,0.006037641,0.016363626,0.017710093,0.012008969,0.016335203,0.009595353,0.00524774,0.000836707,0.006244576,0.009220465,0.019976197,0.010772562
2018/9/1,0.005706028,0.016352841,0.017187971,0.01157659,0.015742957,0.009180789,0.010951225,0.0005737,0.005667197,0.00895855,0.005357401,0.009802787
2018/10/1,0.00572111,0.01618512,0.017963368,0.011610744,0.015397661,0.009494846,0.016985382,0.000650845,0.000463129,0.00904903,0.009590533,0.009824863
2018/11/1,0.004871492,0.016249105,0.016751409,0.011013378,0.014952866,0.008326128,0.016411755,0.000309184,0.005126007,0.008629143,0.008131929,0.010851565
2018/12/1,0.004252763,0.015918127,0.017718985,0.01091671,0.014410536,0.008897973,0.009056342,0.000303463,0.017024101,0.008645731,0.007917713,0.009013423
2019/1/1,0.003548724,0.015778657,0.016935488,0.010500386,0.013636106,0.008794765,0.001582959,0.000136319,0.005202624,0.008510583,0.006557,0.009118475
2019/2/1,0.00322781,0.01552883,0.017429451,0.010625312,0.01397521,0.008949942,0.006068653,0.000237393,0.011094945,0.008927574,0.014102233,0.007345668
2019/3/1,0.003770536,0.015272243,0.018267096,0.011599088,0.014871086,0.009165446,0.013805073,0.000841963,0.015566959,0.006962371,0.014209309,0.010234636
2019/4/1,0.003769555,0.014913056,0.016766518,0.011793455,0.0145565,0.009226181,0.021237861,0.001089412,0.040680628,0.008146854,-0.007394446,0.009359823
2019/5/1,0.005301476,0.014955515,0.015850695,0.011558043,0.014793647,0.009574806,0.001017215,0.001029449,0.032069317,0.008780289,0.021069137,0.010913014
2019/6/1,0.006108051,0.015059885,0.015487945,0.011162674,0.014712131,0.008771863,0.007902792,0.000789441,0.01404368,0.008452654,0.004642763,0.009729553
2019/7/1,0.010463257,0.015564803,0.017141678,0.011127333,0.014580998,0.009491222,0.006538185,0.00090557,0.009449821,0.008776508,0.001236571,0.008693242
2019/8/1,0.00961127,0.015412118,0.016595108,0.011079004,0.01492728,0.009476431,0.005051802,0.000886952,0.008743859,0.008812503,0.023882533,0.010226104
2019/9/1,0.009243778,0.015310651,0.016515651,0.010974071,0.01460401,0.009358564,0.012235706,0.000834273,0.009122246,0.008830564,0.002040794,0.009245796
2019/10/1,0.008522451,0.015109754,0.016437606,0.010939937,0.014354863,0.009421499,0.016554942,0.000846592,0.011739109,0.008947195,0.010171631,0.00920555
2019/11/1,0.00808524,0.014919861,0.016247746,0.010908212,0.014257988,0.009485946,0.01940774,0.000873458,0.002550613,0.0085143,0.008625002,0.010234558
2019/12/1,0.007747009,0.014838576,0.015880556,0.010767277,0.013976529,0.009316034,0.019149497,0.000796252,0.005041992,0.008749043,0.007529226,0.009100918
