,KitchenSink,ridge,lasso,elastic net,lars,OMP,FC
2002-01-01,-0.033465196499733174,0.004842525556041755,0.0035005318196454915,0.003973653847477332,-0.006116060002721052,0.015840891353019304,0.004408308514692566
2002-02-01,0.03880343559971619,0.005590592159400734,0.005424032140379264,0.0054255844650155614,0.02274524866055944,0.03207279696683263,0.014251650878437525
2002-03-01,0.016156678593882506,0.005295268148803794,0.002811463758008477,0.002813531161706391,0.03040625021956925,0.03108720474062099,0.01448274360574178
2002-04-01,0.01260444117816606,0.012395168431104551,0.020202651142760653,0.019652880786002917,0.020521944278418525,0.012306628812365937,0.017015854690130516
2002-05-01,-0.015313747806152715,0.00617412482970861,0.005593933216625491,0.0043949610968669894,0.002186272944132289,0.025165521157628382,0.008702962648992351
2002-06-01,0.016176119579756367,0.003787548789474043,0.0075194541314134436,0.0067901001859069785,0.0157385,0.029991614101761817,0.012765443441711256
2002-07-01,-0.014773954723088845,0.0063299573005034535,0.004625521377053243,0.0038810233697338936,0.002522946649232139,-0.0007947924018441023,0.003312931258935725
2002-08-01,0.011390629806392829,-0.005663955028071543,7.087475456124537e-05,-0.003698301932102632,0.004475501570332968,0.0037062734100014594,-0.00022192144505570055
2002-09-01,-0.03461336251103325,-0.026628634067918436,-0.008005882699217927,-0.014067734311877744,-0.012959048683907737,-0.01375136010312783,-0.015082531973209934
2002-10-01,-0.011558445598735756,-0.024336762833306932,-0.018186921673911727,-0.017886645470704787,0.009569839147338749,-0.0019265127988126183,-0.010553400725879463
2002-11-01,0.036945615757393364,0.0003273409216194567,-0.005472111639864441,-0.006381564915442006,0.025226620946949496,0.027345655163239117,0.008209188095300324
2002-12-01,0.002169950016847721,-0.00951923921661238,-0.005128582125292325,-0.005819634514579286,0.013653255635146385,0.01635878545188013,0.001908917046108505
2003-01-01,-0.025561907347968704,-0.010083115895474807,-0.00760811682675533,-0.007047917380868406,0.061790366257451934,-0.013347134765663736,0.00474081627773793
2003-02-01,-0.019476849167493367,-0.015086356665242691,-0.021990331728400425,-0.018473858940105503,0.0024687212179391183,-0.03522381271034297,-0.017661127765230496
2003-03-01,0.07267902375520062,0.014641837364315182,0.025344552178925398,0.023243164309282586,0.04046505497401304,0.0612172797526272,0.03298237771583268
2003-04-01,0.003723529781795354,0.0038469688071594006,0.006965245683767885,0.007152084272602777,0.013599882033953986,0.03622056353429543,0.013556948866355894
2003-05-01,0.0315367492927755,0.012285633730542506,0.015534361721045975,0.015394823342738074,0.019064973011841152,0.013276304934991212,0.015111219348231788
2003-06-01,-0.004181956620775806,0.0031644608705689303,0.008311579837540953,0.007837245791014191,0.014911208582293915,0.0055802585991994716,0.007960950736123493
2003-07-01,-0.020218655834750687,-0.0027707553118880572,0.004479755926459959,0.004589599515169089,0.01291869662921348,-0.010058861501711314,0.0018316870514486316
2003-08-01,0.0016748132595404695,0.002654213984206621,0.0035332128107750907,0.0038047899894267405,0.08941962673706727,0.008344748298262095,0.021551318363947563
2003-09-01,0.004611700528670631,0.009711108314057415,-0.002017359490204252,-0.0014445860516509727,0.01211041758241758,0.03643862962868838,0.010959641996661629
2003-10-01,0.02989212453089465,0.011173582141554369,-0.0010149469536073208,-0.0006625352536666212,0.011495989130434784,0.04271387917319708,0.012741193647582458
2003-11-01,0.054250644166125406,0.014617499983814732,-0.000567500952452624,-0.0004929442622870222,0.01111089247311828,-0.003000663435029435,0.004333456761432786
2003-12-01,0.03919175866633895,0.014800816431611519,0.004444708931490756,0.005088902082841294,0.011250117021276594,-0.0031435117252258033,0.006488206548398873
2004-01-01,0.016341362162041073,0.011840336414034395,0.00992497028804478,0.010663105315138508,0.011716505263157892,0.03587218874776621,0.01600342120562836
2004-02-01,0.028224780583657683,0.010099734950269,0.010836067034550844,0.010836342011700069,0.012242479166666664,0.03345597526092259,0.015494119684821834
2004-03-01,0.06507916990098753,0.03382137598104143,0.024258456298305742,0.024255881024070017,0.012768731958762885,0.03150786241930836,0.025322461536297684
2004-04-01,0.008573768594681562,0.022366823100380292,0.01681513584196913,0.016814216392586092,0.013007346938775508,0.03079362132011465,0.019959428718765132
2004-05-01,0.06104429343842066,0.02697622421167384,0.010828748427395877,0.011004603239254736,0.01192169696969697,0.03945047976221466,0.02003635052204722
2004-06-01,0.02311497501225804,0.009449886226064158,-0.0003746541388528757,-0.0003048453822261342,0.011554909999999998,-0.002829891656365293,0.00349908100972397
2004-07-01,0.02030084167495844,0.01226701842825456,0.002827196810731157,0.003364230280842533,0.008530236802009414,-0.002963879115908884,0.004804960641185756
2004-08-01,0.02196121472749027,0.013210093502454829,0.0033131919857567072,0.003427202148215411,0.014918074967578243,-0.008051620821213933,0.005363388356558253
2004-09-01,0.006849393507704638,0.011185051686159492,0.00010864475690488054,0.0005029999271699247,0.009737951456310677,-0.023739130921727844,-0.0004408966190365737
2004-10-01,0.03742579876288202,0.02135417436450308,0.01240166301804387,0.012591655914040005,0.010095951923076921,0.011248742491661322,0.01353843754226504
2004-11-01,0.05699524214995276,0.016839880709672326,0.005598541609900498,0.0062656548725926655,0.024529023416197338,-0.0030028220274164776,0.010046055716189271
2004-12-01,0.011164315461734407,0.018664956943227742,0.007406744611705037,0.008168108808000882,0.009329403053792686,-0.011475043935133196,0.006418833896318631
2005-01-01,-0.005937210517569402,0.014027634880614741,0.003241697969989521,0.0037771243125863728,-0.012318262716958584,-0.01940754168905981,-0.0021358694485655518
2005-02-01,0.02127675805398288,0.011119348819244613,0.0021091714570148305,0.0025607305752486185,0.004367643306277757,-0.0027533840906969627,0.0034807020134177717
2005-03-01,0.04094369705321088,0.016373306004747498,0.0031219414688456078,0.003221855484838321,0.04575045964343247,-0.0030092068143057252,0.013091671157511637
2005-04-01,0.04370605314670517,0.018324493309965027,0.009485166136886292,0.009650221819987216,0.003150872298581046,-0.002665296221916073,0.007589091468700702
2005-05-01,0.011141458367103785,0.016128568034931068,0.0100155266511709,0.010212657108409505,-0.0006563840891092012,-0.0025454144937566148,0.0066309906423291315
2005-06-01,-0.006379153007943117,0.004578927897954849,0.0019244348441072327,0.0020148708147996967,-0.0025251841440385747,-0.0021236093974227807,0.0007738880030800847
2005-07-01,-0.009042389159535813,0.011805371230831096,0.013200677743825918,0.01348041098919649,-0.0008285484908184025,-0.0020984233537533203,0.007111897623856356
2005-08-01,0.0027900392383067296,0.006798631838962777,0.007974360617566442,0.008182238920695466,0.0011279567383265052,-0.0020188975077571093,0.0044128581215588155
2005-09-01,0.010929649800914487,0.024614207259906682,0.024971658982156482,0.026586847861427683,-0.0023838407174166898,-0.0021267741263315664,0.01433241985194852
2005-10-01,0.01878690993359033,0.018611175452252497,0.01796661910172375,0.0191950874936888,0.0022431605922548425,-0.0021275417205819432,0.01117770018386759
2005-11-01,0.02746808046889726,0.004484014645778505,0.004848858201548107,0.00537822352868895,0.006655615506420697,-0.001609931617182269,0.003951356053050798
2005-12-01,-0.002099020408138197,0.0056594032977834345,0.007949092276150281,0.00866222306682743,0.0015895974977246784,-0.0014603504830042573,0.004479993131096313
2006-01-01,-0.019784445670754214,0.006508297824987313,0.008589429050892364,0.00876195729024722,-0.0009227254164775133,-0.0015078201958378305,0.00428582771076231
2006-02-01,0.017269896911360442,0.012573814637008572,0.015424851574744191,0.015667647923495537,0.007632024155886728,-0.0015582564809044285,0.009948016362046121
2006-03-01,0.048443224441029775,0.01553334220474245,0.017046628646570895,0.017259129250976953,0.01000968358183632,0.030612407130636805,0.018092238162952683
2006-04-01,0.012157351832318808,0.0173165661641076,0.02113260277752121,0.02137776333708793,0.0006320763854586325,-0.015130913544520381,0.009065619023930998
2006-05-01,0.02310965875627563,0.03195155966358112,0.03705463815648442,0.03884812900594955,5.564117189898586e-05,-0.01284075109639256,0.019013843380304304
2006-06-01,0.044483845504997455,0.05205401201217706,0.06076121053280713,0.06115291831961413,0.018324179890753762,-0.0008823848175569961,0.03828198718755902
2006-07-01,0.0350712555989528,0.03926283176669397,0.044602824871980376,0.04598892846193809,0.016344328156210484,-0.0008999021262040951,0.02905980222612376
2006-08-01,0.048845983103422974,0.023108296542537453,0.015876134636437892,0.015971976544053412,0.015803988986397843,0.008384330531452005,0.015828945448175726
2006-09-01,0.004425721717085329,0.012463851378483446,0.007373960409979706,0.007128013122866589,0.007748936824480752,-0.008904009967273445,0.0051621503537074105
2006-10-01,0.0006664604028350231,0.013662349430284595,0.007994980527676191,0.008093149681296688,0.00873589752686954,-0.0023542288860161718,0.007226429656022168
2006-11-01,-0.019108407507197056,0.008062605028860085,0.00290567006722442,0.002979098276712885,0.00883079752324439,-0.0034395363936003545,0.003867726900488285
2006-12-01,-0.01225802323870695,0.014751259633168971,0.008731491541578575,0.008900057766841551,0.008653353710889586,-0.0029062709583268552,0.007625978338830366
2007-01-01,0.003041164006358524,0.0210077549156972,0.038542846075934965,0.03854048905841567,0.016621473356293215,-0.001592896637930251,0.02262393335368216
2007-02-01,0.056163443497599885,0.03201155825838474,0.0503136991528058,0.05031019661908803,0.05002301596497635,-0.0012983886518611182,0.03627201626867877
2007-03-01,0.029678221739581963,0.013822550646061985,0.02629331558144066,0.02629223772711812,0.02729888878541238,-0.0009343476831610094,0.018554529011374426
2007-04-01,0.034461897115834306,0.030784277317640232,0.04476399874003992,0.04476126724716395,0.03163185312121318,0.03420453481341774,0.037229186247894994
2007-05-01,0.037490241647799134,0.03520781262043619,0.045960472832713886,0.045957702219634584,0.033033558604518835,0.038133157423503115,0.039658540740161334
2007-06-01,0.034786114953496296,0.03196594196241985,0.03938191305291279,0.03937991873821788,0.023388079997971063,0.023288875143983347,0.03148094577910099
2007-07-01,0.03032475976399502,0.028780270431782676,0.03801782585581515,0.03801583469585824,0.02160490441702964,0.023083142607451663,0.02990039560158748
2007-08-01,0.03434445033221613,0.009289843783179009,0.01573177001900425,0.015731928229019698,0.024942976551860646,0.029148592920713975,0.01896902230075552
2007-09-01,0.0441070638683909,0.016284154626084454,0.02279186646764086,0.02279145902539907,0.01854415107913669,0.021780902812098685,0.020438506802071956
