,ECON,TECH,ALL
2009-08-01,0.03834961319878075,0.023060225364241006,0.04945941117142441
2009-09-01,0.02521037125394088,0.019881955418157352,0.037579525801920484
2009-10-01,0.019198656430054306,0.020196902991021826,0.028951346354058674
2009-11-01,0.0041918860446042054,0.02102210056660207,0.010987557765782719
2009-12-01,0.026681168555450538,0.021738464107620394,0.037329951963247544
2010-01-01,0.013166425949638138,0.021740259711491287,0.022159921260495034
2010-02-01,0.009703928288981267,0.014183712387937834,0.019568231801397835
2010-03-01,-0.00841407225164674,0.02053153988845362,-0.001069484523268039
2010-04-01,0.004823238530062472,0.020520804493998384,0.014222245320016886
2010-05-01,0.008331900088634589,0.003122206001066375,0.020327883585683472
2010-06-01,-0.002509649653151121,-0.029611100486228698,0.009524386484259273
2010-07-01,-0.009532778735284415,-0.013772012848099155,0.0037661631936465566
2010-08-01,0.0025729420295499596,-0.008316646328983678,0.012518541457038445
2010-09-01,0.00947841335528934,0.0018748133948472212,0.021647772532482304
2010-10-01,0.0025207184416873394,-0.001483447062499997,0.01395569801555181
2010-11-01,0.010638024273343072,0.03678474300191152,0.022534396690118016
2010-12-01,0.01826433838839665,0.03518657039129808,0.03319325409479063
2011-01-01,-0.0020546104585445427,0.03431876637244635,0.010496408547497737
2011-02-01,-0.010185322656800005,0.025723098454161628,0.0025285234304710073
2011-03-01,-0.009957354618735453,0.01836221386946766,0.002455491050887949
2011-04-01,0.004144368692684367,0.018959296914997193,0.020187123734622933
2011-05-01,-0.0046667222111658035,0.016338381226793302,0.011076980674218955
2011-06-01,-0.012255827901129081,-0.01632008908921593,0.004464109284696325
2011-07-01,-0.012156994777596719,-0.012251340224876655,0.001916780867509146
2011-08-01,-0.004981556018328658,-0.006187387700675099,0.008207958520261502
2011-09-01,-0.008262728656629505,0.008183966546818074,0.006041402918086729
2011-10-01,-0.019181162947602103,0.006113292245592728,-0.003048553410895794
2011-11-01,-0.018191813532529633,0.0067720415725611716,-0.0037788073958395733
2011-12-01,-0.011607316151078746,0.0055563482249921395,0.006189244334835886
2012-01-01,-0.02163469143505701,0.0038862969759563435,-0.0021823695157702997
2012-02-01,-0.022308328210078363,0.004327495554017404,-0.0050950801679472656
2012-03-01,-0.005710395920536553,0.013106753363846438,0.01127445617976501
2012-04-01,-0.004633111958802057,0.005150923508645936,0.015400522791179757
2012-05-01,-0.01151193106032971,0.0028330456708670886,0.005029805616731102
2012-06-01,-0.006050127533181701,0.018796010287690332,0.011047893028118113
2012-07-01,-0.020095010407219616,0.0004224324693730807,0.0004907647482844061
2012-08-01,-0.010602934482544658,-0.001964282164428746,0.0031444859235058307
2012-09-01,-0.00851698799252184,-0.004458778948145058,0.004690085571748402
2012-10-01,-0.007512701367889946,-0.0007396703692592113,0.00467284577198065
2012-11-01,-0.01118242634754289,-0.00024003904674646265,0.0007800751110943124
2012-12-01,-0.012188974692179238,-0.004674833765083943,0.0016663699680738312
2013-01-01,0.00557310709402772,0.01445407798781237,0.016652070456525274
2013-02-01,0.011215849698572918,0.03074944177224577,0.023166155386698792
2013-03-01,-0.002667783430989692,0.030280909375907793,0.0072514861454943385
2013-04-01,0.006000639158719848,0.0287783542471055,0.01879999239602404
2013-05-01,-0.006635746504505295,0.02779203021012723,0.004671447923314679
2013-06-01,0.008313125899162834,0.015384363154087583,0.019824558874770137
2013-07-01,-0.005267164818607839,0.000925769736619203,0.009404844453416782
2013-08-01,0.012273052560871972,-0.007611430040641919,0.02300406060998897
2013-09-01,0.015279047993445956,0.0028729327693548107,0.026037930937906323
2013-10-01,0.017007381492497232,0.01454612618810098,0.028080265636177916
2013-11-01,0.010116298588230876,0.014166139621876257,0.021400603912766283
2013-12-01,0.00589707331958794,0.027206310129739567,0.015808974629254867
2014-01-01,0.003650683205357849,0.0152872305171502,0.014959195675397843
2014-02-01,-0.0026641066402400045,0.014516502307633917,0.00852695913048179
2014-03-01,0.004435919180117619,0.015639013522816554,0.017072481086667875
2014-04-01,0.006976000307785134,0.01169335299469599,0.021240735408650305
2014-05-01,0.0011167652672085006,0.002796716526840143,0.014110092182604327
2014-06-01,-0.006860761296524664,0.0015364816118532314,0.004503958084126429
2014-07-01,0.0027443346982949602,0.010356026287580684,0.007375124117272688
2014-08-01,0.01895275801128414,0.015540085166066968,0.029851299342016795
2014-09-01,0.022418450270413608,0.01486166801592132,0.03476602973247203
2014-10-01,0.031046363990762556,0.01608754575955764,0.0422228766146589
2014-11-01,0.02009404304637384,0.016119588089405598,0.03181125511856462
2014-12-01,0.03419566177615631,0.016764808772998997,0.047312660476028376
2015-01-01,0.07391664491772394,0.017894985004783134,0.0924497922223413
2015-02-01,0.031938491243531125,0.017844945360422672,0.044986099267454574
2015-03-01,0.004146760995646001,0.0180546047521047,0.012685159466973212
2015-04-01,0.04399780383776183,0.01921746481239109,0.05809027714910474
2015-05-01,0.05496461597834816,0.020535548827572976,0.06898049214168468
2015-06-01,0.04096215352686885,0.021135578304217563,0.052537808998000854
2015-07-01,0.04977097950665045,0.020282969720727635,0.06966269256279245
2015-08-01,0.061131160014490815,0.018856083667386614,0.07993661847022547
2015-09-01,0.03942565913143827,0.011434363764819053,0.0553178060108292
2015-10-01,0.019154396938326705,-0.01349583396321707,0.03082952902810461
2015-11-01,0.019976565675106507,0.007594774675517288,0.02983115274907082
2015-12-01,0.026673297027790026,0.013198449709934591,0.039920168768648484
2016-01-01,0.013069486608881825,0.01625501102948996,0.02401025909095488
2016-02-01,0.008210635765773123,0.007391277931405181,0.02153586845837617
2016-03-01,0.0037414716704254787,0.007228555137957439,0.012432017351476277
2016-04-01,0.016842469563980986,0.007877416462006409,0.026149128723872594
2016-05-01,0.007557804934243914,0.00770616716344964,0.01703431045216741
2016-06-01,0.0019718154430241833,0.007609252481820599,0.009934437274043537
2016-07-01,0.010187165254574193,0.008375103525863545,0.013125912622513171
2016-08-01,0.00970944978231306,0.010949716867200759,0.01791902561636015
2016-09-01,0.00868684915222618,0.015367303797851457,0.015067681704752377
2016-10-01,0.0012213657271534844,0.015104900723537408,0.006814791076341755
2016-11-01,0.00016387910278870335,0.015220173744919381,0.005189799684361713
2016-12-01,0.01139042714434347,0.016069049617957572,0.01889830268386309
2017-01-01,0.004392848489953359,0.015543265539257046,0.011093632925986996
2017-02-01,-0.0023755369975004374,0.015452679253375495,0.002850971621101945
2017-03-01,-0.0006671794918712637,0.015594302087405934,0.005930648311180008
2017-04-01,0.002581682716345235,0.014477672895902021,0.010868553299672594
2017-05-01,0.00021983821964620398,0.006914205382321616,0.008892789355616462
2017-06-01,-0.0020420410946551957,0.002277288225777675,0.005738893452635159
2017-07-01,-0.0025493571767540484,0.004969066780475721,0.006104573149577745
2017-08-01,0.0062453829927971325,0.00913087082705484,0.01143553699051803
2017-09-01,0.009023603390094566,0.014482690708861854,0.015242659553579218
2017-10-01,0.005264755274773669,0.014421655490615165,0.010887399489690216
2017-11-01,-0.002546434007574481,0.014968074371557968,0.0019049363501332447
2017-12-01,0.002317811243834669,0.014622037204593819,0.009149780836291789
2018-01-01,-0.0032089310146391327,0.011969926583484102,0.0025479008437969686
2018-02-01,0.0031884823322136267,0.009465713580431717,0.010762742798593709
2018-03-01,-0.006374174756710455,0.004969458706502194,0.0004735584106709736
2018-04-01,-0.0008992969777647554,0.002579876565647364,0.007842090327127063
2018-05-01,-0.005982745104026018,0.0020930852540423633,0.0021903071279802304
2018-06-01,-0.001315981508244103,0.0015611156757186773,0.003920450184342281
2018-07-01,-0.0025959432891393694,0.0004247148490188323,0.002223064145664971
2018-08-01,0.0014232076443817746,0.0005125305214606236,0.00610752913723878
2018-09-01,0.00023544511856627738,-0.00030934874323637444,0.005535755309993699
2018-10-01,-0.003093005198905479,-1.605254128277285e-05,0.00036170344682083695
2018-11-01,-0.0012382540502165768,-0.0011376351821931543,0.004999325642870504
2018-12-01,0.00908535828041264,-0.0010761255750144777,0.016834987820044597
2019-01-01,-0.0017428564255635992,-0.0015966843865010197,0.005082683997353524
2019-02-01,0.0036155219749153577,-0.0012209189727377025,0.010942679674946578
2019-03-01,0.008592046536351778,0.0072969644048742,0.015577846225358856
2019-04-01,0.02763043651694524,0.014115434113687205,0.040708030228927106
2019-05-01,0.021196731038454007,0.01394458686522621,0.0321392041130284
2019-06-01,0.007080859157951059,0.014026452441515666,0.014227970977258676
2019-07-01,0.007924050753432218,0.01414421581502357,0.009667977365997778
2019-08-01,0.006327656967643083,0.014016457644085538,0.008964494656346592
2019-09-01,0.006361198324685485,0.013837944855145452,0.00934078017343087
2019-10-01,0.00799575904976772,0.013776991393311035,0.011940216832526803
2019-11-01,0.000248107676223614,0.013743498507242153,0.002806042281264876
2019-12-01,0.0017660127420716294,0.012491048164209002,0.0052472466469638225
