,expanding,Avew
2012-05-01,0.002286919514712648,-0.013273340466507489
2012-06-01,0.007040505012454748,-0.005035120044693979
2012-07-01,-0.004782386621137374,-0.018104156933943735
2012-08-01,-0.00018386779124258176,-0.007188809418474785
2012-09-01,0.0007730681345123148,-0.011017154157745148
2012-10-01,0.001046144360141656,-0.012490278778589976
2012-11-01,-0.0029564251421880807,-0.017045484061438167
2012-12-01,-0.002497894667307976,-0.01760347453071711
2013-01-01,0.009828485741483912,-0.00032217039290239404
2013-02-01,0.01773438124572525,0.007278108208219764
2013-03-01,0.0029062899268951807,-0.0065514492696764305
2013-04-01,0.011903789842345141,0.001999520305581894
2013-05-01,-0.0029567490598581317,-0.009823463055892592
2013-06-01,0.003760891419118573,0.002367959595042151
2013-07-01,-0.007458837000233856,-0.007554624087197479
2013-08-01,0.008707022932508005,0.008477246766208774
2013-09-01,0.008596969951663154,0.007279135252128767
2013-10-01,0.014752824126919395,0.012479761183720564
2013-11-01,0.011079461086774626,0.006090046897880302
2013-12-01,-0.0027331423283666312,0.0049538287136127665
2014-01-01,0.0010756373171770758,0.0014171940641803063
2014-02-01,0.0006933289922901167,-0.002595193848945783
2014-03-01,0.00928652527444174,-0.0010969265976796452
2014-04-01,0.008199823128439273,0.01451256749901445
2014-05-01,0.003050273151193786,0.0024240534106640677
2014-06-01,-0.0050040530541506974,-0.005548347315312495
2014-07-01,0.0008678640495916379,0.0047862020577121595
2014-08-01,0.021831148864462257,0.017954912258038865
2014-09-01,0.017181688368713734,0.01784580958899
2014-10-01,0.032015056478469646,0.02868117595910894
2014-11-01,0.022398265776426878,0.01683472307764647
2014-12-01,0.03574123795909195,0.026872387504734203
2015-01-01,0.0787216998124953,0.08070833179837095
2015-02-01,0.034964518482191,0.026445068835115337
2015-03-01,0.0030286628913597695,-0.0005127915846639032
2015-04-01,0.04804359073320552,0.03967642015384769
2015-05-01,0.0576836755092204,0.06080483723157239
2015-06-01,0.04107175085981244,0.0474754077443452
2015-07-01,0.0582233878214782,0.056258519612580035
2015-08-01,0.06757542072896709,0.0441198499887586
2015-09-01,0.03185612576620536,0.006375996571495464
2015-10-01,0.018351826422193185,0.011913842225410755
2015-11-01,0.01880320307484394,0.02356062394336958
2015-12-01,0.023865311466711062,0.019569531454051936
2016-01-01,0.012728696581849431,0.017151749146589394
2016-02-01,9.153533427821991e-06,-0.00435038663415295
2016-03-01,0.003908379663971969,0.004172662817533652
2016-04-01,0.02215869809963613,0.015916725616135753
2016-05-01,0.005836190135851358,0.007143485910927838
2016-06-01,-0.002919935355781252,0.002173447610741285
2016-07-01,0.0020664252248790817,0.008539806063863398
2016-08-01,0.007272493473829267,0.00704099335659245
2016-09-01,0.003910984267031796,0.008513638761029022
2016-10-01,-0.0017891192686348765,0.003557967316575297
2016-11-01,-0.0022951066653666384,0.003676401316151612
2016-12-01,0.0069817676254190966,0.007103611754259961
2017-01-01,0.0006352481416402617,0.0010972813635094212
2017-02-01,-0.0038964512106566345,-0.0004178855899651107
2017-03-01,0.0024094465932477374,0.0020773288630345967
2017-04-01,0.000545504586255367,0.00038020077716196914
2017-05-01,-0.00017749575814954998,-0.0009973928895911169
2017-06-01,-0.002842316768703893,0.00039301864568754805
2017-07-01,-0.002276861730360698,0.0010397189181565666
2017-08-01,0.006078625296151158,0.009196364320348515
2017-09-01,0.0066077220021581754,0.008545351901486926
2017-10-01,0.00552275308471053,0.006548864564941653
2017-11-01,-0.0028752514609960873,0.003315308296128716
2017-12-01,0.0003425680297566361,0.002875235848996933
2018-01-01,-0.00356971356455025,0.002427371580008066
2018-02-01,0.004654189885090082,0.004607570893707497
2018-03-01,-0.004511079418421603,0.0037054262917379788
2018-04-01,0.002957925518364263,0.0031746534967754944
2018-05-01,-0.008783756678332685,-0.00013501865266526397
2018-06-01,-0.0045987631980225424,0.004320087723660681
2018-07-01,-0.00558832620968453,0.0029767938711365355
2018-08-01,0.0010658475047127963,0.009010271319562396
2018-09-01,-0.000769861123052178,0.00451761124158774
2018-10-01,-0.0024439989990020505,0.007656793073180077
2018-11-01,-0.0015402092878284753,0.0034234730396683266
2018-12-01,0.008963221448269727,0.009564307148801434
2019-01-01,-0.0012771289879545994,0.004094542226089614
2019-02-01,0.00594053298225275,0.00930592848022101
2019-03-01,0.011686628221518582,0.013358662837162602
2019-04-01,0.02981914652900332,0.023520287618372
2019-05-01,0.021178205693655066,0.012780701598686921
2019-06-01,0.0033436619551005047,0.004826814536145732
2019-07-01,0.003086876464865136,0.007248092508563513
2019-08-01,0.004693919473200921,0.00895008898545802
2019-09-01,0.004726014336765121,0.007804057494842901
2019-10-01,0.009392622087790197,0.008783574549507156
2019-11-01,0.0020342039905855065,0.005303506559410723
2019-12-01,0.0024827979638923255,0.005813226125550348
