,ridge,lasso,elastic net,lars,OMP
2006-04-01,0.0173165661641076,0.021132602777521207,0.021377763337087935,0.0006320763854586325,-0.01513091354452038
2006-05-01,0.03195155966358112,0.03705463815648442,0.03884812900594955,5.564117189898587e-05,-0.01284075109639256
2006-06-01,0.05205401201217706,0.060761210532807114,0.06115291831961413,0.018324179890753765,-0.000882384817556996
2006-07-01,0.03926283176669397,0.044602824871980376,0.045988928461938104,0.016344328156210484,-0.0008999021262040951
2006-08-01,0.023108296542537453,0.01587613463643789,0.015971976544053412,0.015803988986397843,0.008384330531452005
2006-09-01,0.012463851378483446,0.007373960409979707,0.007128013122866589,0.007748936824480751,-0.008904009967273445
2006-10-01,0.013662349430284597,0.00799498052767619,0.008093149681296687,0.00873589752686954,-0.0023542288860161718
2006-11-01,0.008062605028860085,0.0029056700672244196,0.0029790982767128847,0.00883079752324439,-0.0034395363936003545
2006-12-01,0.014751259633168971,0.008731491541578575,0.008900057766841551,0.008653353710889586,-0.0029062709583268552
2007-01-01,0.021007754915697202,0.03854284607593496,0.038540489058415665,0.016621473356293215,-0.001592896637930251
2007-02-01,0.03201155825838474,0.0503136991528058,0.05031019661908803,0.05002301596497635,-0.0012983886518611182
2007-03-01,0.013822550646061985,0.02629331558144066,0.02629223772711812,0.02729888878541238,-0.0009343476831610094
2007-04-01,0.030784277317640232,0.044763998740039924,0.04476126724716395,0.03163185312121318,0.03420453481341774
2007-05-01,0.03520781262043619,0.045960472832713886,0.04595770221963459,0.03303355860451884,0.03813315742350312
2007-06-01,0.03196594196241985,0.03938191305291279,0.03937991873821788,0.023388079997971063,0.023288875143983347
2007-07-01,0.028780270431782672,0.03801782585581515,0.038015834695858244,0.02160490441702964,0.023083142607451666
2007-08-01,0.009289843783179007,0.01573177001900425,0.015731928229019698,0.024942976551860646,0.029148592920713978
2007-09-01,0.016284154626084454,0.022791866467640864,0.02279145902539907,0.018544151079136692,0.021780902812098685
2007-10-01,0.00927672154493209,0.0141031073839946,0.014103562353141627,0.01883536428571429,0.04513364463578674
2007-11-01,0.0018182233197523677,0.00487031683519573,0.0048716750945547085,0.019030347517730497,-0.0007854338128967693
2007-12-01,-0.004644633394565348,-0.0009813905009915871,-0.0009796542995598682,0.01778226056338028,-0.00162654562184638
2008-01-01,-0.001145027379650384,0.0011283808670636067,0.0011299313079451423,0.01830572027972028,0.012479879921920976
2008-02-01,0.0041348429429224655,0.008297428803880198,0.008298252484088137,0.017075034722222222,0.012465656221548639
2008-03-01,-0.0033196743624283875,-0.003014931868452281,-0.00301305617754586,0.016953668965517237,0.026561687005232554
2008-04-01,-0.0021164049934432726,0.0035201518222944678,0.0035213298941285318,0.015420999999999999,0.028494440695359613
2008-05-01,0.00024018429176803253,0.0037323895777846214,0.0037335612098986504,0.01564491836734694,-0.012921453231637523
2008-06-01,0.0007919506551116156,0.006033292261766823,0.006034129572583386,0.015066702702702701,0.005679884585348051
2008-07-01,-0.0068226006050304475,0.0021643117170145887,0.002165391105812091,0.01351704637192111,0.0017190214376050436
2008-08-01,0.0036049163016318156,0.011566818294583964,0.01156700875082678,0.01356025811739773,0.011488078365586067
2008-09-01,-0.011442465452713884,0.0018590551844436184,0.0018600620455275357,0.012458894039735099,0.0014443652459364374
2008-10-01,-0.010776293558299701,0.005270356589505507,0.005271004426626473,0.012049335526315787,0.005005147429552659
2008-11-01,-0.018118939318334595,0.011779002365948477,0.011778868930738186,0.010310333333333331,0.011832446684106199
2008-12-01,0.010440553118480057,0.03464469010758603,0.034643052788093015,0.016154239084203034,0.03529387588627123
2009-01-01,0.021457552698864027,0.04897640548414365,0.048973616150570234,0.02004902616181166,0.05009965720922114
2009-02-01,-0.00422385404543834,0.016397804823193828,0.016396781740226227,0.007838704015931657,0.016823159225142263
2009-03-01,0.046857488226030135,0.06279256277485269,0.06277717684704634,0.041642640535321365,0.06946127339362808
2009-04-01,0.0313039590680117,0.04399586947842368,0.04398524394026217,0.012332759493670884,0.04844837084861346
2009-05-01,0.038362659982746315,0.0489099093999502,0.04889930258353321,0.030625465567654837,0.0532773530167838
2009-06-01,0.0211426325045289,0.030450214999731565,0.03044506723109524,0.01285175,0.032563882337919646
2009-07-01,0.027693831531760516,0.03348669663120549,0.033479887138387454,0.014519310527465999,0.03629112433759653
2009-08-01,0.041819128131587294,0.04500562872661836,0.04499495373876606,0.02105317783928838,0.049307182925212974
2009-09-01,0.02983552381646108,0.03505786055633686,0.03511459128631586,0.02278691150755719,0.037393980606002755
2009-10-01,0.021789997522328755,0.02678610331237937,0.02683581831100055,0.021497402862879843,0.0287115853328678
2009-11-01,0.006315270427213297,0.0096078054101537,0.009642420835926674,0.009911673397078664,0.010664043609557507
2009-12-01,0.029724867197906325,0.0346805229973899,0.03467465294742337,0.022950045367597517,0.03716392599700167
2010-01-01,0.015655976827877865,0.020083629830564304,0.020132554918670185,0.016841111018570734,0.021931782265209768
2010-02-01,0.01275117241863227,0.019014141764284044,0.01901324901764996,0.020846685111815054,0.019377143541501052
2010-03-01,-0.006268257827670404,-0.0005614581003569978,-0.0005593445777699428,0.003808962712261322,-0.00141680046630039
2010-04-01,0.007832734335613902,0.013938374877799028,0.013938319240881878,0.019396848584801566,0.013960954415096354
2010-05-01,0.011987013577072082,0.0196565019942574,0.019655191756010777,0.007655339451987599,0.020199047261181657
2010-06-01,0.0013316572951564375,0.009750127196376683,0.009750427415765268,0.00767920404999977,0.009629163780296705
2010-07-01,-0.005816694293193203,0.004250955222578866,0.0042517048372081,0.0014246573258286013,0.00395135341348057
2010-08-01,0.005306031604152824,0.012681091550893465,0.012681073974500658,0.003719141471928502,0.012688172893921056
2010-09-01,0.012963703076656095,0.021361254924176443,0.02136039976475806,0.015957010070531866,0.021705784028830107
2010-10-01,0.0057386644537345405,0.013872814631271449,0.013872683440269803,0.012761099671887684,0.013925737166189
2010-11-01,0.013862982920297834,0.02196753326781453,0.02196673192829474,0.017837810790211697,0.022289505271557212
2010-12-01,0.022814877702976716,0.032258509909696746,0.032256631543304104,0.024509627683894253,0.03301931745769428
2011-01-01,0.0015296317445961712,0.010287330366287411,0.010287561077641987,0.01447718084234471,0.010193159116873757
2011-02-01,-0.006924546655573131,0.0027021283584205864,0.002703065101571041,0.004665942739210503,0.0023201159836216748
2011-03-01,-0.005350850299523105,0.0025656878958092502,0.0025665889270926924,0.008579596921271342,0.002197474632569016
2011-04-01,0.009685649501426094,0.019726484698579218,0.019725848434977294,0.01995352547875092,0.019986309876852737
2011-05-01,0.0011082041662787822,0.01083662873731936,0.010836769980128176,0.006685853672304233,0.010778802251413248
2011-06-01,-0.006046914437462808,0.004700947798483301,0.004701644701337118,0.004438953167144769,0.004415211455018827
2011-07-01,-0.0069524322199016695,0.0022646126271908193,0.0022654841298825647,0.0027671702651210755,0.0019077164114569105
2011-08-01,0.00011652145576722048,0.008473806466951034,0.008474114733231432,0.006933538804754551,0.0083477453654375
2011-09-01,-0.0030874242360437055,0.006410846997079056,0.006411311400732755,0.006412501513383625,0.006221294868251969
2011-10-01,-0.013295099408246577,-0.0024344839688883735,-0.0024332749522381694,0.0003700920839276381,-0.0029254609421354716
2011-11-01,-0.01329713360726134,-0.0031391366576024073,-0.0031378581332691773,0.0011316077237137415,-0.00366120916753555
2011-12-01,-0.0050731456233024975,0.006525681193264597,0.006526069886916095,0.0047654497862092676,0.006368102507466722
2012-01-01,-0.015243816772841945,-0.0017257902187616282,-0.0017249658150454497,0.004587942614849001,-0.0020558592031720037
2012-02-01,-0.016214402963321942,-0.004478007407078884,-0.004476756542773359,0.0013302896813647373,-0.0049837321168378045
2012-03-01,0.0002937484084258868,0.01136947493703997,0.011369426157504484,0.01310424081345045,0.011389415269735158
2012-04-01,0.002602511656464527,0.015263186815751173,0.015262751631013878,0.008970880927136379,0.01544160501437871
2012-05-01,-0.005194989958450292,0.005125316093896635,0.005125802798823208,0.005128122306295248,0.004926168661240394
2012-06-01,0.00014919650136340293,0.010862997726893388,0.010862969060075615,0.006269497304486477,0.010874724015787717
2012-07-01,-0.011869170012663533,0.0007500928303712066,0.0007509959789527842,0.0005526505455696121,0.0003796058219571463
2012-08-01,-0.006016595937334546,0.0032636083837229886,0.0032642413279224264,0.001314575174238419,0.003005409481079361
2012-09-01,-0.004976712666031238,0.004933129595117391,0.004933585762245573,0.0037773381333055366,0.004747391482736164
2012-10-01,-0.004266898628368231,0.004827090512385175,0.004827561642280133,0.005414021735773331,0.004635124120606637
2012-11-01,-0.008097619817079283,0.0010332627285236512,0.0010341482698333383,0.007053868607948262,0.0006716899238503188
2012-12-01,-0.00838072675706555,0.0018507239260415684,0.0018515468129536063,0.007971703044220742,0.0015155187503911767
2013-01-01,0.007960406930503483,0.016239181933552675,0.016238581233460687,0.0005542359518704628,-0.002678394192470422
2013-02-01,0.014928989281111561,0.022431206096818077,0.02243003024540261,0.013521493526795944,0.03162644475119822
2013-03-01,0.0005406335601071746,0.0069890155026452495,0.006989313162205361,0.009103021428109136,0.026743705174974444
2013-04-01,0.009336673007029062,0.018176917615356544,0.018176169282938283,0.002401544860602565,-0.004435754901865881
2013-05-01,-0.0028961196374334836,0.0044672095663790025,0.004467700338888755,-0.0026010183232931163,-0.0010065937162054145
2013-06-01,0.01132284221187117,0.019146280450491854,0.019145405164401545,0.007532618524098634,0.006709827118834763
2013-07-01,0.00011630388629648575,0.009141845094357691,0.00914185374927775,-0.006006373072921838,-0.008933850687628933
2013-08-01,0.015035309595372859,0.02233055075803355,0.022329241972320814,0.01635483606638405,0.018942823595690224
2013-09-01,0.01769350021949546,0.025001736388205333,0.024999671004747016,0.011339722983770194,0.01036080832420578
2013-10-01,0.019856047409978785,0.026608023066640812,0.026605230278488073,0.024344191114884183,0.02908553918995776
2013-11-01,0.012882708943768743,0.020266985079764432,0.020265100521865836,0.012305647987438212,0.012452651679793321
2013-12-01,0.008111932728330641,0.014959530751518693,0.014958381208674446,0.00781867017491392,0.008273647053297133
2014-01-01,0.006455666286783301,0.014160087186534207,0.014159060546498986,-3.0042912268430158e-05,-0.0028335880929122384
2014-02-01,0.001230697263895561,0.00827296001906095,0.008273178245749621,0.022359146120700973,0.03463799171658613
2014-03-01,0.006966348738397854,0.01603162281127475,0.016030054066574595,0.0019597304401794535,-0.0036070146624239217
2014-04-01,0.010705610040549419,0.019887947225371388,0.01988528210661772,0.008708930052829324,0.006446204745208916
2014-05-01,0.005014384475762704,0.013706622533270343,0.0137054662337305,0.008546715959600232,0.009444741011845288
2014-06-01,-0.004221442273764687,0.005030438825789171,0.005031415889415934,-0.010519425757899747,-0.017344092696986033
2014-07-01,0.0016142985849895534,0.007295867964443623,0.007296301781105272,-0.0032308145544729695,-0.008130225803329262
2014-08-01,0.02186313099677331,0.027713385653745586,0.02770919979062072,0.02893878419329063,0.038729894421280456
2014-09-01,0.025381832291433065,0.032667912986370846,0.03266361572519477,0.016095643292828345,0.015632776284945825
2014-10-01,0.033291324569265195,0.03925649325080485,0.03925014972086706,0.03238244296910142,0.038558400957143885
2014-11-01,0.022824157660089897,0.029823493715914334,0.029819504942695745,0.01936242092380778,0.021054480307633974
2014-12-01,0.03704879862694211,0.04441137491837615,0.044404935480146325,0.03450166265106139,0.0346102679969684
2015-01-01,0.0782610865172764,0.08450560977101383,0.08448667305368443,0.06386461715672329,0.09270251893304038
2015-02-01,0.03542555991344158,0.04280727483535453,0.0428024959415126,0.046805520764645836,0.05036978313931452
2015-03-01,0.00585241344520754,0.012271415801109527,0.012271192978142512,0.014615828331874026,0.016953054826392054
2015-04-01,0.0458355788597152,0.05504470751394968,0.0550377419661345,0.045189950078851945,0.04737802443302793
2015-05-01,0.057607885125208966,0.06478406363232539,0.06477393086271536,0.05150298280155517,0.0690871342102546
2015-06-01,0.0426420277972511,0.04951773498402959,0.049510538387493155,0.032496369803598144,0.052543411739476235
2015-07-01,0.055973051692983875,0.06575178902581966,0.0657424522632158,0.04693669827899516,0.06982082757121301
2015-08-01,0.06666837550050361,0.07561031227047192,0.07560096033300809,0.06034695467203471,0.04852836629471002
2015-09-01,0.042836039451071665,0.05211220449411367,0.052106291129104094,0.010781608510638299,0.0006520661603017681
2015-10-01,0.022358164072653508,0.027663905869411393,0.027745831272865718,0.010482805084745764,0.023486778638506324
2015-11-01,0.02273898994476333,0.02776794815697839,0.027764437205220684,0.011024966244725739,0.015665648283760193
2015-12-01,0.030077423512154547,0.03645995596388346,0.036541338115179775,0.011141735294117647,0.029644424921640114
2016-01-01,0.015912861237428993,0.02109522087780974,0.0207431327304404,0.01125649790794979,0.021691349950891683
2016-02-01,0.011983596420579948,0.01776972876892354,0.017862003278512083,0.010157870833333334,-0.019838421044041196
2016-03-01,0.007121862786143107,0.008912358238684501,0.009000846076154884,0.010028651452282157,0.02405384730959005
2016-04-01,0.01913305263262939,0.021971657395184252,0.02206616820969641,0.010556805785123967,0.011000322723690711
2016-05-01,0.010958843644936583,0.013458770169024296,0.01354681526099261,0.010420395061728396,0.023524279486479217
2016-06-01,0.004468980136933344,0.006577093350786337,0.006662076314190028,0.010344307377049179,-0.007495343624310188
2016-07-01,0.01044346007634329,0.009661521719886462,0.009747272132283366,0.010399057142857143,-0.002949812393676716
2016-08-01,0.012564608905258193,0.014635510340410166,0.014718617478147008,0.010415369918699187,0.03125020226585293
2016-09-01,0.010164568845634898,0.011840453779788596,0.011920846350748592,0.010533534412955466,0.00843112687138621
2016-10-01,0.002878268329083578,0.0038149378046107053,0.003892716265070477,0.010398237903225806,0.012880779355065347
2016-11-01,0.0013847586644222271,0.0022807581768510693,0.0023568356764218784,0.010477839357429719,0.0036500046700969485
2016-12-01,0.013218911401870754,0.01556066535166361,0.016040361357527348,0.01059796,0.020362567789228955
2017-01-01,0.005896048885449461,0.008711041363310381,0.008777678723592336,0.010351860557768926,0.009588094376861207
2017-02-01,-0.0004878078244902606,0.000732285140091396,0.0007958845532675153,0.010325988095238095,0.018443280829547867
2017-03-01,0.000958638923825755,0.005170012473801819,0.005196065887138151,0.010418691699604743,0.005521971834704147
2017-04-01,0.004779242451666558,0.009990498428267509,0.010017270339058183,0.010348090551181102,0.002016768746493071
2017-05-01,0.003267083923121212,0.008231293717089222,0.008259517119518486,0.010197513725490197,0.009566890289497029
2017-06-01,0.0005635953591072926,0.004268618430300238,0.004324701035659819,0.01005448828125,0.0006812858450825736
2017-07-01,0.0004605164448481594,0.005058877866043435,0.005101891439554647,0.010171801556420234,-0.0030487586776155803
2017-08-01,0.008028353564863984,0.010120205885863067,0.010163692738987925,0.010223635658914728,0.016720535670820144
2017-09-01,0.010632099026636118,0.013685522533766925,0.013728982678995163,0.010286625482625482,0.012122641355913344
2017-10-01,0.006888660397887585,0.00945257188047828,0.009495403646799811,0.010263246153846155,0.021516686112564076
2017-11-01,-0.0014217507793066637,0.00029121549513920833,0.00034302801325755347,0.01027372030651341,-0.005390372558779909
2017-12-01,0.004185022759112483,0.007308676140105021,0.007362772385398678,0.010113332061068703,-1.8885321221538687e-06
2018-01-01,-0.001421630460304784,0.0010003476063751154,0.0010524629101594345,0.010064247148288973,-0.006657058927724471
2018-02-01,0.005776250782498283,0.009065223859439954,0.009119144946781895,0.010152609848484848,0.01036566286498149
2018-03-01,-0.0035796704687635628,-0.0008528972171824231,-0.0008002264478165419,0.009895932075471698,0.01298635907496221
2018-04-01,0.0016786107562008733,0.00633747507891649,0.0063923796342655395,0.009786439849624061,0.00048502319278799846
2018-05-01,-0.0026822930988500346,0.0008377806968488874,0.0008916167463505903,0.009617385767790261,-0.015995299040168637
2018-06-01,0.000754932678899721,0.0025275268826485224,0.0025815646829218837,0.009594074626865672,-0.003405748998139148
2018-07-01,-0.0011121699450730195,0.0008472443957629576,0.0009018598472074132,0.009246910780669144,-0.020095349067242713
2018-08-01,0.003818224081770077,0.004609732468688767,0.0046653166824520455,0.009239940740740742,0.01277824045202846
2018-09-01,0.002155086505806151,0.0036022801750257225,0.0036674618013889,0.00897461254612546,-0.0038756177172024203
2018-10-01,-0.0014157787531711343,-0.0009683247771378883,-0.0009142686234282563,0.009025691176470589,0.004094704872942792
2018-11-01,0.0010385411687261134,0.0031009892772574446,0.0031657616997261273,0.008668750915750915,-0.0037099418148723654
2018-12-01,0.011905969921511937,0.014507156144102605,0.014577408680315401,0.008652007299270072,0.015365214293778212
2019-01-01,0.0006175344418856664,0.003090416345583522,0.0031570942260466424,0.008464469090909092,-0.006475861985175919
2019-02-01,0.006856857676457075,0.008756292513704602,0.00882510002485628,0.008540594202898552,0.016852551295382275
2019-03-01,0.011410552432606302,0.013236513671926211,0.013302252520669772,0.00907924548736462,0.015566959385214383
2019-04-01,0.03117201373279187,0.03745020273335392,0.03752382286307965,0.009279992805755395,0.040680628046498364
2019-05-01,0.025092869456561036,0.029058697598530588,0.02913156116519179,0.009197974910394266,0.032069317183100715
2019-06-01,0.009180387174274711,0.011906262694381615,0.011969102615604719,0.008946742857142857,0.0007894410440312588
2019-07-01,0.00809201838486957,0.0075322533468332245,0.007592309600681819,0.009023722419928826,0.0009055699212046641
2019-08-01,0.007818290620881569,0.006847931387448058,0.006907821018398149,0.00897762765957447,0.0008869522751544351
2019-09-01,0.007136567655990142,0.007197914314753612,0.00725824834974698,0.00890539222614841,-0.0037542030208978436
2019-10-01,0.009424072326099465,0.009712503905234857,0.009773687350621875,0.008891890845070423,0.013894439724630128
2019-11-01,0.0012528443753190184,0.0008946560701231406,0.0009521873310600441,0.008892,0.005015226796502407
2019-12-01,0.002990481158569945,0.0032900280893440083,0.003348414354593224,0.008795405594405595,0.0007962519843890943
