,Kintchen Sink,ridge,lasso,elasticnet,lars,OMP,FC
2002-01-01,-0.0203532441923192,-0.004790666134143353,1.3026334632980536e-05,0.0001689606489588081,0.0024379735998289733,-0.015855332446692905,-0.003605207599483099
2002-02-01,0.06337838392541822,-0.006070434016781588,-0.0001776151635180608,-2.715366674489652e-05,0.007443432736261128,0.005286329302493789,0.0012909118383420744
2002-03-01,-0.00024625738294812574,-0.004960559650670035,-0.0033336768244063087,-0.003249388777089253,0.010092212103465725,0.010156810717618193,0.0017410795137836645
2002-04-01,-0.016743167074189522,0.0076946611345204575,0.006605088882180446,0.0067323560827669045,0.004242318871944813,0.0030166476191025972,0.005658214518103044
2002-05-01,0.05771318157279761,0.0006725709818397974,0.0027260203504210524,0.002662981635630098,0.008274297422736098,0.0281923246103436,0.008505639000194128
2002-06-01,0.046596726513013345,0.0001046133957222608,0.0018445949847305022,0.0018195660258471173,0.00488115624486378,0.01728599017943177,0.005187184166119086
2002-07-01,0.04113768726734477,-0.003054933825797404,-0.0022111044916567394,-0.0022975664409363426,0.006038615787749851,-0.004893532387161956,-0.001283704271560518
2002-08-01,0.025393307948977057,-0.0076605136453199284,-0.0058191960349991915,-0.0060139529233757105,0.003335143199814701,0.011354645202640522,-0.0009607748402479215
2002-09-01,-0.039635189208628394,-0.027831627671450726,-0.021443627317978588,-0.021600231506981322,0.001502897714708565,-0.0119564217246258,-0.016265802101265575
2002-10-01,-0.03498630790410876,-0.03469931182528404,-0.026640976934661987,-0.026381535362908347,-0.0006155212667196431,-0.025635683151506217,-0.022794605708216044
2002-11-01,0.01853548312448144,-0.01976724970541323,-0.01243630997953043,-0.012981845178354823,0.008107955476744913,-0.00100052611171189,-0.0076155950996530915
2002-12-01,0.010006573815545563,-0.014882277408376457,-0.010430916766389619,-0.010516397486039532,0.0026807017852034753,-0.011964026317418459,-0.009022583238604118
2003-01-01,-0.007882491364926848,-0.01117740236402821,-0.007407933888901937,-0.006990273559257644,0.0035594006205736523,-0.026933964402270676,-0.009790034718776963
2003-02-01,-0.007575561400924823,-0.007537523009066863,-0.005816451583077189,-0.0042862795982047865,-0.00015562733580921172,-0.01707878008655611,-0.0069749323225428315
2003-03-01,0.05508395339647323,0.012357119842343396,0.008152491355213006,0.007812704044285263,0.01134212415057313,0.01063078361784459,0.010059044602051878
2003-04-01,0.014200198803179437,0.004963919028589864,0.0064189539947977605,0.006221564682370202,0.0023857115331921523,-0.0023496188828356175,0.003528106071222872
2003-05-01,0.03256911674100822,0.022208644049764862,0.019603982280582213,0.020021662449183592,0.0033194262634052216,0.00041860136548160716,0.013114463281683498
2003-06-01,0.006049607966692327,0.005097596422417816,0.004196641399235963,0.004130903355265181,0.001824478837954413,0.0035288027527484375,0.0037556845535243618
2003-07-01,-0.025543633693519075,-0.009650873938938435,-0.005817525141510605,-0.005866376721093455,-0.00011210662630256676,-0.01238385365417806,-0.006766147216404625
2003-08-01,0.008671791422816844,0.004857529976099109,0.002884242807769759,0.0030079563525589248,0.01042299625022897,0.007570389317900371,0.005748622940911427
2003-09-01,0.03895205674217852,0.022351244527531802,0.014370982300788534,0.015526886730938726,0.0013579070007945944,0.010318783866000828,0.012785160885210898
2003-10-01,0.038099049430479856,0.019164239530573193,0.00877671752020742,0.008692730374918835,0.008147094344121477,0.01501584140092067,0.01195932463414832
2003-11-01,0.0505763051477397,0.017423012313751745,0.0006852699812736037,0.0009424865329571505,0.01009554358140329,0.02642664156440496,0.01111459079475815
2003-12-01,0.03399002030720301,0.02364437906696098,0.008615317843224316,0.008661836114935706,0.004834726380165116,0.01616751726300457,0.012384755333658137
2004-01-01,0.004286122153261848,0.022904748466071913,0.019989339684929767,0.020638877388751305,0.0017774208790966735,-0.004093444905507532,0.012243388302668426
2004-02-01,0.012903900783645034,0.021970103241363052,0.01654280806530536,0.016615640175218584,0.0004946128059646669,-0.00540794085501087,0.01004304468656816
2004-03-01,0.050776126029477606,0.05215348680185304,0.037165790909330615,0.0372503790745536,0.01068324464681076,0.020742440671485275,0.03159906842080666
2004-04-01,0.004070633991431212,0.0312639141249425,0.02529159548975795,0.025423884452575048,-0.0016346433198654458,-0.00783624453642615,0.014501701242196782
2004-05-01,0.04455002723103383,0.03744104367070242,0.017423126109306453,0.02129294158439432,0.0017060374058128747,0.02221084983002576,0.020014799720048364
