,Kintchen Sink,ridge,lasso,elasticnet,lars,OMP,FC
2002-01-01,-0.0247240730330081,0.004391488169956305,0.0033150425283049617,0.003268875311731829,0.0052366816683410925,-0.0014651015650410874,0.00294939722265862
2002-02-01,0.042532181530464716,0.003658066714802175,0.0028859876023634434,0.0028872723830210448,0.013635276122457208,0.017873126959296576,0.00818794595638809
2002-03-01,0.012900895349965604,0.0037120815689063113,0.0011792124300428614,0.0011354450572413246,0.011842281612761438,0.023639717852787658,0.008301747704347918
2002-04-01,0.005438206405535403,0.010741726326850786,0.010180557587046958,0.010125536745059397,0.01018062505974501,0.006302592356801579,0.009506207615100746
2002-05-01,0.024518389544665224,0.004177721651481941,0.0047566379430679425,0.004597107456533299,0.007792563312914507,0.029893379701958857,0.01024348201319131
2002-06-01,0.03265522805034597,0.0017051242742080735,0.0025223413824284197,0.0024500417130030295,0.008217836688863733,0.019517339038535194,0.006882536619407689
2002-07-01,0.02225664901431052,0.0030906483257546837,0.0064615653543360855,0.006111656596336599,0.006939762234172706,-0.007068337199718705,0.0031070590621762742
2002-08-01,0.02471855900919799,-0.0014532421784188398,0.0031044977406821093,0.002668030580171267,0.009538311390899137,0.013342267980154343,0.005439973102697603
2002-09-01,-0.013358374092611664,-0.011015381419968842,-0.001618291391319355,-0.002207065229902687,0.00565035482068302,0.0017166346839838352,-0.0014947497073048057
2002-10-01,-0.006546119078396609,-0.012247218572076966,-0.0036950161650034325,-0.0036379128890277035,0.011531056632982324,-0.018084524429541636,-0.005226723084533483
2002-11-01,0.03830695852297402,-0.00853908198876532,-0.004581298295725537,-0.0048431972246638175,0.011817412242802484,0.017950110713291077,0.0023607890893877774
2002-12-01,0.013246668233223064,-0.00805215221001387,-0.0028838382173032237,-0.002792592066934925,0.005342271187046288,0.0044783843542054586,-0.0007815853906000543
2003-01-01,-0.016627088861485107,-0.00877064921952514,-0.0029590714329082875,-0.0027919098338760736,0.009897471634656308,-0.011315380781327074,-0.0031879079265960536
2003-02-01,-0.011208960051551474,-0.005977770450053874,0.0033830936173019923,0.003725590870372028,0.005436470415577016,-0.005369440990485167,0.00023958869254239924
2003-03-01,0.050809539835888005,0.01046285603718337,0.0024974100758343412,0.004977277995767205,0.009185891236024046,0.02567729796277684,0.010560146661517162
2003-04-01,0.013575448574398782,0.0038668510679235476,0.0021164235993111373,0.0022743881669288037,0.006298080736526518,0.008036254327943594,0.00451839957972672
2003-05-01,0.025780901627917196,0.021083027720146905,0.01766068895780633,0.01778414592446332,0.005586101235633992,0.017804067378481,0.01598360624330631
2003-06-01,0.004515789533416392,0.005017698483706809,0.005744010213350937,0.005636878540010638,0.005854985423719658,0.004010545237682647,0.005252823579694138
2003-07-01,-0.026900356868885655,-0.003932551456392034,0.0021320627351154335,0.00208237365378225,0.004761249454419346,-0.011023818247633438,-0.0011961367721416882
2003-08-01,0.0025247685684274095,0.004080346919294565,0.0004725314877524117,0.0008462089162410098,0.011865931662874177,0.013360580998300753,0.006125119996892583
2003-09-01,0.02758412736071102,0.01004533510178316,-3.4475862708206045e-05,-3.506911565695683e-05,0.0031401532312951273,0.006487978536782036,0.003920784378299032
2003-10-01,0.038373252884276156,0.007489651338295195,0.00020478563470870055,0.00017052610411842276,0.00302279138701247,0.00535203963219795,0.003247958819266548
2003-11-01,0.0536809432613129,0.010147061438875699,-0.0018805953397832051,-0.0018166998045959864,0.003951727790792001,0.014689922370547235,0.005018283291167149
2003-12-01,0.034883566436541044,0.01340656172257999,0.0056765095914950055,0.0057555597393976745,0.002817501799973035,0.008323096919948246,0.007195845954678791
2004-01-01,0.00791402933180798,0.018033576863431315,0.01412127138690564,0.01419652088433285,0.0036749289330978096,0.00019525158524145853,0.010044309930601816
2004-02-01,0.02586757785392682,0.017420730065896766,0.010116097973952982,0.010096007057735012,0.004753223425339862,0.005542722841141286,0.009585756272813183
2004-03-01,0.04352274024220819,0.04358030066664152,0.02816325071735008,0.02818953211229988,0.00790204182504899,0.02670579890660079,0.02690818484558825
2004-04-01,0.013154707534565366,0.028922802713888196,0.019925627060761873,0.019974064755907798,0.0050837516391087495,0.005997644993030817,0.015980778232539485
2004-05-01,0.04484572521558795,0.028456692887373063,0.019242227955503507,0.01923773142709618,0.00524043282475138,0.027130647156144078,0.019861546450173642
2004-06-01,0.025213391855991703,0.012280800529965072,0.0011538992111470657,0.0011638143604445626,0.004936454308275601,0.011530994690122255,0.00621319261999091
2004-07-01,0.019635214938006688,0.008625900034017106,0.0034399033211264017,0.0034869989390475973,0.001625683532876273,-0.005688333298654288,0.002298030505682618
2004-08-01,0.03206521546866433,0.011325049918066548,0.0018969118721750798,0.001956610371807852,0.0032561155068435792,0.001869349178907654,0.0040608073695601425
2004-09-01,0.015327209081057636,0.008430543114504137,-0.0014223012113590795,-0.0013867528501337514,0.001244836369021567,-0.004208584152010859,0.0005315482540044029
2004-10-01,0.03507672072823755,0.02287647279241275,0.014061248292777542,0.01413075101422553,0.00238161760409005,0.006161979849522147,0.011922413910605603
2004-11-01,0.043755819442548215,0.018150600026959583,0.004495060970751575,0.00457311219737137,0.004231307825772602,0.010680193943836156,0.008426054992938256
2004-12-01,0.008885751964438627,0.017227256884908164,0.006121210006735105,0.006195499413158232,0.0022558900141979835,0.00024539929470719716,0.006409051122741337
2005-01-01,0.00408178269371042,0.009986557576732247,0.003227415688670012,0.003481263187760987,0.0008839086028676138,-0.0038852097108487103,0.0027387870690364297
2005-02-01,0.040304557780107844,0.0021624131029269016,-0.0004106371560088881,-0.0006374271687579859,0.003700795443558947,0.005267147934530019,0.002016458431249799
2005-03-01,0.034213105748702954,0.01535424515318951,0.001791350464908309,0.001864333321482875,0.009823900005702317,0.009532039346689763,0.007673173658394555
2005-04-01,0.0387333486810572,0.012168829321065895,0.005097206239024097,0.005065880755435493,0.0011788192656806671,0.0014655934656463252,0.004995265809370496
2005-05-01,0.028517009694109523,0.010469590590769467,0.0024584482407747294,0.002477296458245204,0.0010246746077704875,0.004478523024954215,0.004181706584502821
2005-06-01,0.017881654599090017,-0.009484065031798978,-0.003969771258849156,-0.003947277047949776,-0.003380885117204634,0.00535750955185397,-0.0030848977807897146
2005-07-01,0.011289532799227505,-0.003371461389694455,0.0011580965175612954,0.0011978945173368686,-0.0030050611127160802,-0.0039734339293598115,-0.0015987930793744365
2005-08-01,0.021216556008853055,-0.005634447692046905,-0.0012486696055813006,-0.0012280568642848524,-0.0028330285584354255,0.004462130558298245,-0.0012964144324100477
2005-09-01,0.010347057361742861,0.01778714455842508,0.007375550113190671,0.007535756818084152,-0.002018541672312408,-0.0044813314191873175,0.005239715679640035
2005-10-01,0.010821159801417818,0.01227776380739572,0.0012000946552169864,0.001322870348356529,-0.00164152096127059,-0.007362143535597568,0.001159412862820216
2005-11-01,0.04391292960194974,-0.0021119701482206093,-0.002220551995242101,-0.0021676276225546477,0.0002554290645720279,0.007470986864466199,0.00024525323260417373
2005-12-01,0.017217887465345087,-0.004101988680367201,-0.0023337254025064687,-0.002269938115972077,-0.0015292966878633339,-0.004205597458849209,-0.0028881092691116577
2006-01-01,-0.0029862034628578282,-0.0023380011592517187,-0.001222618565261836,-0.001221375121430778,0.000488859069675139,-0.007717468457813531,-0.002402120846816545
2006-02-01,0.025915680847402985,0.0072582178128896375,0.003106676677364613,0.0031487195229696605,0.005341444267858179,0.005826042913254114,0.004936220238867241
2006-03-01,0.021095827246721415,0.0058020203140606175,0.005067639078641319,0.005161054112798486,0.0051616284896900105,0.02020484121247972,0.00827943664153403
2006-04-01,0.012707304967614219,0.007711929654816291,0.006786495813344018,0.006712929970195481,0.0002407911084873233,-0.001466681436544267,0.003997093022059769
2006-05-01,0.006166416523842455,0.03361290794291768,0.03624216528644689,0.03635510784606334,0.0006738403120659117,0.005323956300949234,0.02244159553768861
2006-06-01,0.04788979454005734,0.0765174141725434,0.0798631329727373,0.07769306502073939,0.02703976103083246,0.0337106401430108,0.058964802667972674
2006-07-01,0.017679519412876245,0.050488799218378996,0.052509935812080834,0.05419134501457308,0.01412021903343183,0.007844024144207356,0.03583086464453442
2006-08-01,0.01479410685302664,0.02113646164381918,0.024289590793835667,0.024197739097785158,0.002396596827797725,0.001063957901667483,0.014616869252981043
2006-09-01,-0.026758500765586373,0.001558666150205038,0.006597943254991962,0.005879257420661281,-0.007831089528397199,-0.01158680438843584,-0.0010764054181949517
2006-10-01,-0.023313084248156674,0.007710487611843097,0.014008080036738552,0.013794576078658869,-0.0007739828172719867,-0.011871362864636279,0.00457355960906645
2006-11-01,-0.05370313649074845,-0.005773819638350795,0.004269591931345428,0.004266372439695537,-0.002535067376939401,-0.012679361101998726,-0.0024904567492495915
2006-12-01,-0.02658080716709959,0.015588667596682235,0.024981630459335415,0.02499728887410928,0.002007450883286252,0.004399877841161848,0.014394983130915006
2007-01-01,0.014999516608235031,0.03805802380846447,0.03947908771973969,0.03947737099357078,0.010259151721401478,0.021363979514566332,0.029727522751548552
2007-02-01,0.05628936167164196,0.05738357342528479,0.05508228755801016,0.055076983825114986,0.013679726282273047,0.05013509937113608,0.04627153409236381
2007-03-01,0.01410032955522319,0.02499933602562926,0.0249234995820967,0.024958607134110206,0.012127468536922226,0.02142870277705541,0.021687522811162763
2007-04-01,0.047067815226572426,0.05224930397189378,0.049342056976146936,0.0493312558344876,0.019677571649802043,0.04467553817765807,0.04305514532199769
2007-05-01,0.10570234409474319,0.06549737123289433,0.05737180007617304,0.057382192126223586,0.024616070416914,0.05243238526064055,0.0514599638225691
