Markettype,Trddt,Cdretwdos,Cdretwdtl
15,2008/5/22,-0.017187,-0.016638
21,2008/5/22,-0.017253,-0.016666
31,2008/5/22,-0.017187,-0.016638
37,2008/5/22,-0.017253,-0.016666
47,2008/5/22,-0.017187,-0.016638
53,2008/5/22,-0.017253,-0.016666
63,2008/5/22,-0.017187,-0.016638
10,2008/5/23,-0.007261,-0.007118
5,2008/5/23,-0.008239,-0.005066
15,2008/5/23,-0.008218,-0.005085
21,2008/5/23,-0.008239,-0.005066
31,2008/5/23,-0.008218,-0.005085
37,2008/5/23,-0.008239,-0.005066
47,2008/5/23,-0.008218,-0.005085
53,2008/5/23,-0.008239,-0.005066
63,2008/5/23,-0.008218,-0.005085
10,2008/5/26,-0.026602,-0.029861
5,2008/5/26,-0.032915,-0.033484
15,2008/5/26,-0.032773,-0.033449
21,2008/5/26,-0.032915,-0.033484
31,2008/5/26,-0.032773,-0.033449
37,2008/5/26,-0.032915,-0.033484
47,2008/5/26,-0.032773,-0.033449
53,2008/5/26,-0.032915,-0.033484
63,2008/5/26,-0.032773,-0.033449
10,2008/5/27,0.022366,0.020926
5,2008/5/27,0.005072,0.004482
15,2008/5/27,0.00546,0.004637
21,2008/5/27,0.005072,0.004482
31,2008/5/27,0.00546,0.004637
37,2008/5/27,0.005072,0.004482
47,2008/5/27,0.00546,0.004637
53,2008/5/27,0.005072,0.004482
63,2008/5/27,0.00546,0.004637
10,2008/5/28,0.023862,0.024455
5,2008/5/28,0.030178,0.027262
15,2008/5/28,0.03003,0.027234
21,2008/5/28,0.030178,0.027262
31,2008/5/28,0.03003,0.027234
37,2008/5/28,0.030178,0.027262
47,2008/5/28,0.03003,0.027234
53,2008/5/28,0.030178,0.027262
63,2008/5/28,0.03003,0.027234
10,2008/5/29,-0.014134,-0.014072
5,2008/5/29,-0.026005,-0.017301
15,2008/5/29,-0.025741,-0.01727
21,2008/5/29,-0.026005,-0.017301
31,2008/5/29,-0.025741,-0.01727
37,2008/5/29,-0.026005,-0.017301
47,2008/5/29,-0.025741,-0.01727
53,2008/5/29,-0.026005,-0.017301
63,2008/5/29,-0.025741,-0.01727
10,2008/5/30,-0.001626,-0.006467
5,2008/5/30,0.008787,0.008782
15,2008/5/30,0.00854,0.008633
21,2008/5/30,0.008787,0.008782
31,2008/5/30,0.00854,0.008633
37,2008/5/30,0.008787,0.008782
47,2008/5/30,0.00854,0.008633
53,2008/5/30,0.008787,0.008782
63,2008/5/30,0.00854,0.008633
10,2008/6/2,0.004253,0.007715
5,2008/6/2,0.007414,0.0069
15,2008/6/2,0.007342,0.006908
21,2008/6/2,0.007414,0.0069
31,2008/6/2,0.007342,0.006908
37,2008/6/2,0.007414,0.0069
47,2008/6/2,0.007342,0.006908
53,2008/6/2,0.007414,0.0069
63,2008/6/2,0.007342,0.006908
10,2008/6/3,-0.003534,-0.004852
5,2008/6/3,-0.004779,-0.006406
15,2008/6/3,-0.004751,-0.006391
21,2008/6/3,-0.004779,-0.006406
31,2008/6/3,-0.004751,-0.006391
37,2008/6/3,-0.004779,-0.006406
47,2008/6/3,-0.004751,-0.006391
53,2008/6/3,-0.004779,-0.006406
63,2008/6/3,-0.004751,-0.006391
10,2008/6/4,-0.001562,-0.001931
5,2008/6/4,-0.018395,-0.018468
15,2008/6/4,-0.018021,-0.018313
21,2008/6/4,-0.018395,-0.018468
31,2008/6/4,-0.018021,-0.018313
37,2008/6/4,-0.018395,-0.018468
47,2008/6/4,-0.018021,-0.018313
53,2008/6/4,-0.018395,-0.018468
63,2008/6/4,-0.018021,-0.018313
10,2008/6/5,0.022371,0.02011
5,2008/6/5,-0.009013,-0.007045
15,2008/6/5,-0.008333,-0.006783
21,2008/6/5,-0.009013,-0.007045
31,2008/6/5,-0.008333,-0.006783
37,2008/6/5,-0.009013,-0.007045
47,2008/6/5,-0.008333,-0.006783
53,2008/6/5,-0.009013,-0.007045
63,2008/6/5,-0.008333,-0.006783
10,2008/6/6,-0.006836,-0.008012
5,2008/6/6,-0.006283,-0.006025
15,2008/6/6,-0.006296,-0.006045
21,2008/6/6,-0.006283,-0.006025
31,2008/6/6,-0.006296,-0.006045
37,2008/6/6,-0.006283,-0.006025
47,2008/6/6,-0.006296,-0.006045
53,2008/6/6,-0.006283,-0.006025
63,2008/6/6,-0.006296,-0.006045
10,2008/6/10,-0.076045,-0.076371
5,2008/6/10,-0.086539,-0.080189
15,2008/6/10,-0.086293,-0.080152
21,2008/6/10,-0.086539,-0.080189
31,2008/6/10,-0.086293,-0.080152
37,2008/6/10,-0.086539,-0.080189
47,2008/6/10,-0.086293,-0.080152
53,2008/6/10,-0.086539,-0.080189
63,2008/6/10,-0.086293,-0.080152
10,2008/6/11,0.008443,0.008908
5,2008/6/11,-0.022834,-0.018572
15,2008/6/11,-0.022098,-0.018303
21,2008/6/11,-0.022834,-0.018572
31,2008/6/11,-0.022098,-0.018303
37,2008/6/11,-0.022834,-0.018572
47,2008/6/11,-0.022098,-0.018303
53,2008/6/11,-0.022834,-0.018572
63,2008/6/11,-0.022098,-0.018303
10,2008/6/12,-0.003671,-0.003719
5,2008/6/12,-0.016803,-0.020931
15,2008/6/12,-0.016484,-0.020757
21,2008/6/12,-0.016803,-0.020931
31,2008/6/12,-0.016484,-0.020757
37,2008/6/12,-0.016803,-0.020931
47,2008/6/12,-0.016484,-0.020757
53,2008/6/12,-0.016803,-0.020931
63,2008/6/12,-0.016484,-0.020757
10,2008/6/13,-0.018976,-0.019153
5,2008/6/13,-0.036851,-0.032682
15,2008/6/13,-0.036421,-0.032546
21,2008/6/13,-0.036851,-0.032682
31,2008/6/13,-0.036421,-0.032546
37,2008/6/13,-0.036851,-0.032682
47,2008/6/13,-0.036421,-0.032546
53,2008/6/13,-0.036851,-0.032682
63,2008/6/13,-0.036421,-0.032546
10,2008/6/16,-0.007595,-0.005586
5,2008/6/16,-0.0106,-0.001526
15,2008/6/16,-0.010524,-0.001569
21,2008/6/16,-0.0106,-0.001526
31,2008/6/16,-0.010524,-0.001569
37,2008/6/16,-0.0106,-0.001526
47,2008/6/16,-0.010524,-0.001569
53,2008/6/16,-0.0106,-0.001526
63,2008/6/16,-0.010524,-0.001569
10,2008/6/17,-0.050399,-0.05032
5,2008/6/17,-0.042708,-0.03169
15,2008/6/17,-0.042903,-0.031884
21,2008/6/17,-0.042708,-0.03169
31,2008/6/17,-0.042903,-0.031884
37,2008/6/17,-0.042708,-0.03169
47,2008/6/17,-0.042903,-0.031884
53,2008/6/17,-0.042708,-0.03169
63,2008/6/17,-0.042903,-0.031884
10,2008/6/18,0.038852,0.040679
5,2008/6/18,0.054539,0.055698
15,2008/6/18,0.054152,0.055548
21,2008/6/18,0.054539,0.055698
31,2008/6/18,0.054152,0.055548
37,2008/6/18,0.054539,0.055698
47,2008/6/18,0.054152,0.055548
53,2008/6/18,0.054539,0.055698
63,2008/6/18,0.054152,0.055548
10,2008/6/19,-0.064365,-0.065169
5,2008/6/19,-0.077738,-0.069116
15,2008/6/19,-0.077415,-0.069077
21,2008/6/19,-0.077738,-0.069116
31,2008/6/19,-0.077415,-0.069077
37,2008/6/19,-0.077738,-0.069116
47,2008/6/19,-0.077415,-0.069077
53,2008/6/19,-0.077738,-0.069116
63,2008/6/19,-0.077415,-0.069077
10,2008/6/20,0.021241,0.020449
5,2008/6/20,0.029002,0.029946
15,2008/6/20,0.028808,0.029849
21,2008/6/20,0.029002,0.029946
31,2008/6/20,0.028808,0.029849
37,2008/6/20,0.029002,0.029946
47,2008/6/20,0.028808,0.029849
53,2008/6/20,0.029002,0.029946
63,2008/6/20,0.028808,0.029849
10,2008/6/23,-0.008374,-0.009738
5,2008/6/23,-0.022465,-0.024821
15,2008/6/23,-0.022111,-0.024668
21,2008/6/23,-0.022465,-0.024821
31,2008/6/23,-0.022111,-0.024668
37,2008/6/23,-0.022465,-0.024821
47,2008/6/23,-0.022111,-0.024668
53,2008/6/23,-0.022465,-0.024821
63,2008/6/23,-0.022111,-0.024668
10,2008/6/24,0.019647,0.021227
5,2008/6/24,0.025108,0.018298
15,2008/6/24,0.024972,0.018327
21,2008/6/24,0.025108,0.018298
31,2008/6/24,0.024972,0.018327
37,2008/6/24,0.025108,0.018298
47,2008/6/24,0.024972,0.018327
53,2008/6/24,0.025108,0.018298
63,2008/6/24,0.024972,0.018327
10,2008/6/25,0.034309,0.036553
5,2008/6/25,0.045444,0.039986
15,2008/6/25,0.045169,0.039951
21,2008/6/25,0.045444,0.039986
31,2008/6/25,0.045169,0.039951
37,2008/6/25,0.045444,0.039986
47,2008/6/25,0.045169,0.039951
53,2008/6/25,0.045444,0.039986
63,2008/6/25,0.045169,0.039951
10,2008/6/26,0.002029,0.001753
5,2008/6/26,0.006351,0.000732
15,2008/6/26,0.006246,0.000742
21,2008/6/26,0.006351,0.000732
31,2008/6/26,0.006246,0.000742
37,2008/6/26,0.006351,0.000732
47,2008/6/26,0.006246,0.000742
53,2008/6/26,0.006351,0.000732
63,2008/6/26,0.006246,0.000742
10,2008/6/27,-0.044359,-0.042911
5,2008/6/27,-0.062996,-0.056836
15,2008/6/27,-0.062528,-0.056692
21,2008/6/27,-0.062996,-0.056836
31,2008/6/27,-0.062528,-0.056692
37,2008/6/27,-0.062996,-0.056836
47,2008/6/27,-0.062528,-0.056692
53,2008/6/27,-0.062996,-0.056836
63,2008/6/27,-0.062528,-0.056692
10,2008/6/30,0.005531,0.005083
5,2008/6/30,-0.004596,-0.004462
15,2008/6/30,-0.004355,-0.004367
21,2008/6/30,-0.004596,-0.004462
31,2008/6/30,-0.004355,-0.004367
37,2008/6/30,-0.004596,-0.004462
47,2008/6/30,-0.004355,-0.004367
53,2008/6/30,-0.004596,-0.004462
63,2008/6/30,-0.004355,-0.004367
10,2008/7/1,-0.015792,-0.014113
5,2008/7/1,-0.02949,-0.029687
15,2008/7/1,-0.029147,-0.029525
21,2008/7/1,-0.02949,-0.029687
31,2008/7/1,-0.029147,-0.029525
37,2008/7/1,-0.02949,-0.029687
47,2008/7/1,-0.029147,-0.029525
53,2008/7/1,-0.02949,-0.029687
63,2008/7/1,-0.029147,-0.029525
10,2008/7/2,-0.000833,-0.000359
5,2008/7/2,0.005312,0.002184
15,2008/7/2,0.005156,0.002157
21,2008/7/2,0.005312,0.002184
31,2008/7/2,0.005156,0.002157
37,2008/7/2,0.005312,0.002184
47,2008/7/2,0.005156,0.002157
53,2008/7/2,0.005312,0.002184
63,2008/7/2,0.005156,0.002157
10,2008/7/3,0.014706,0.01604
5,2008/7/3,0.029108,0.023169
15,2008/7/3,0.028746,0.023093
21,2008/7/3,0.029108,0.023169
31,2008/7/3,0.028746,0.023093
37,2008/7/3,0.029108,0.023169
47,2008/7/3,0.028746,0.023093
53,2008/7/3,0.029108,0.023169
63,2008/7/3,0.028746,0.023093
10,2008/7/4,-0.006233,-0.009069
5,2008/7/4,-0.004593,-0.011449
15,2008/7/4,-0.004634,-0.011424
21,2008/7/4,-0.004593,-0.011449
31,2008/7/4,-0.004634,-0.011424
37,2008/7/4,-0.004593,-0.011449
47,2008/7/4,-0.004634,-0.011424
53,2008/7/4,-0.004593,-0.011449
63,2008/7/4,-0.004634,-0.011424
10,2008/7/7,0.029103,0.028983
5,2008/7/7,0.053855,0.04855
15,2008/7/7,0.053238,0.048343
21,2008/7/7,0.053855,0.04855
31,2008/7/7,0.053238,0.048343
37,2008/7/7,0.053855,0.04855
47,2008/7/7,0.053238,0.048343
53,2008/7/7,0.053855,0.04855
63,2008/7/7,0.053238,0.048343
10,2008/7/8,-0.002207,-0.000083
5,2008/7/8,0.008938,0.009345
15,2008/7/8,0.008676,0.00925
21,2008/7/8,0.008938,0.009345
31,2008/7/8,0.008676,0.00925
37,2008/7/8,0.008938,0.009345
47,2008/7/8,0.008676,0.00925
53,2008/7/8,0.008938,0.009345
63,2008/7/8,0.008676,0.00925
10,2008/7/9,0.017627,0.015997
5,2008/7/9,0.036152,0.037676
15,2008/7/9,0.035709,0.037455
21,2008/7/9,0.036152,0.037676
31,2008/7/9,0.035709,0.037455
37,2008/7/9,0.036152,0.037676
47,2008/7/9,0.035709,0.037455
53,2008/7/9,0.036152,0.037676
63,2008/7/9,0.035709,0.037455
10,2008/7/10,-0.006193,-0.005514
5,2008/7/10,-0.01555,-0.016206
15,2008/7/10,-0.01533,-0.016099
21,2008/7/10,-0.01555,-0.016206
31,2008/7/10,-0.01533,-0.016099
37,2008/7/10,-0.01555,-0.016206
47,2008/7/10,-0.01533,-0.016099
53,2008/7/10,-0.01555,-0.016206
63,2008/7/10,-0.01533,-0.016099
10,2008/7/11,-0.00305,-0.001819
5,2008/7/11,-0.006791,-0.007696
15,2008/7/11,-0.006703,-0.007637
21,2008/7/11,-0.006791,-0.007696
31,2008/7/11,-0.006703,-0.007637
37,2008/7/11,-0.006791,-0.007696
47,2008/7/11,-0.006703,-0.007637
53,2008/7/11,-0.006791,-0.007696
63,2008/7/11,-0.006703,-0.007637
10,2008/7/14,-0.005113,-0.004361
5,2008/7/14,0.011716,0.008955
15,2008/7/14,0.011316,0.008819
21,2008/7/14,0.011716,0.008955
31,2008/7/14,0.011316,0.008819
37,2008/7/14,0.011716,0.008955
47,2008/7/14,0.011316,0.008819
53,2008/7/14,0.011716,0.008955
63,2008/7/14,0.011316,0.008819
10,2008/7/15,-0.022173,-0.021809
5,2008/7/15,-0.038391,-0.035104
15,2008/7/15,-0.03801,-0.03497
21,2008/7/15,-0.038391,-0.035104
31,2008/7/15,-0.03801,-0.03497
37,2008/7/15,-0.038391,-0.035104
47,2008/7/15,-0.03801,-0.03497
53,2008/7/15,-0.038391,-0.035104
63,2008/7/15,-0.03801,-0.03497
10,2008/7/16,-0.028354,-0.025752
5,2008/7/16,-0.041229,-0.030477
15,2008/7/16,-0.040925,-0.030429
21,2008/7/16,-0.041229,-0.030477
31,2008/7/16,-0.040925,-0.030429
37,2008/7/16,-0.041229,-0.030477
47,2008/7/16,-0.040925,-0.030429
53,2008/7/16,-0.041229,-0.030477
63,2008/7/16,-0.040925,-0.030429
10,2008/7/17,-0.004964,-0.006644
5,2008/7/17,-0.009546,-0.00846
15,2008/7/17,-0.009433,-0.008441
21,2008/7/17,-0.009546,-0.00846
31,2008/7/17,-0.009433,-0.008441
37,2008/7/17,-0.009546,-0.00846
47,2008/7/17,-0.009433,-0.008441
53,2008/7/17,-0.009546,-0.00846
63,2008/7/17,-0.009433,-0.008441
10,2008/7/18,0.02354,0.022859
5,2008/7/18,0.037141,0.035272
15,2008/7/18,0.036814,0.035146
21,2008/7/18,0.037141,0.035272
31,2008/7/18,0.036814,0.035146
37,2008/7/18,0.037141,0.035272
47,2008/7/18,0.036814,0.035146
53,2008/7/18,0.037141,0.035272
63,2008/7/18,0.036814,0.035146
10,2008/7/21,0.016184,0.015758
5,2008/7/21,0.036337,0.031943
15,2008/7/21,0.035854,0.031779
21,2008/7/21,0.036337,0.031943
31,2008/7/21,0.035854,0.031779
37,2008/7/21,0.036337,0.031943
47,2008/7/21,0.035854,0.031779
53,2008/7/21,0.036337,0.031943
63,2008/7/21,0.035854,0.031779
10,2008/7/22,-0.008476,-0.008542
5,2008/7/22,-0.00069,-0.003713
15,2008/7/22,-0.000872,-0.003761
21,2008/7/22,-0.00069,-0.003713
31,2008/7/22,-0.000872,-0.003761
37,2008/7/22,-0.00069,-0.003713
47,2008/7/22,-0.000872,-0.003761
53,2008/7/22,-0.00069,-0.003713
63,2008/7/22,-0.000872,-0.003761
10,2008/7/23,-0.001541,-0.003226
5,2008/7/23,-0.006826,-0.004474
15,2008/7/23,-0.006703,-0.004462
21,2008/7/23,-0.006826,-0.004474
31,2008/7/23,-0.006703,-0.004462
37,2008/7/23,-0.006826,-0.004474
47,2008/7/23,-0.006703,-0.004462
53,2008/7/23,-0.006826,-0.004474
63,2008/7/23,-0.006703,-0.004462
10,2008/7/24,0.016082,0.015403
5,2008/7/24,0.030979,0.026265
15,2008/7/24,0.030632,0.026157
21,2008/7/24,0.030979,0.026265
31,2008/7/24,0.030632,0.026157
37,2008/7/24,0.030979,0.026265
47,2008/7/24,0.030632,0.026157
53,2008/7/24,0.030979,0.026265
63,2008/7/24,0.030632,0.026157
10,2008/7/25,-0.010266,-0.009365
5,2008/7/25,-0.011339,-0.014473
15,2008/7/25,-0.011314,-0.014422
21,2008/7/25,-0.011339,-0.014473
31,2008/7/25,-0.011314,-0.014422
37,2008/7/25,-0.011339,-0.014473
47,2008/7/25,-0.011314,-0.014422
53,2008/7/25,-0.011339,-0.014473
63,2008/7/25,-0.011314,-0.014422
10,2008/7/28,0.005706,0.004923
5,2008/7/28,0.010586,0.013302
15,2008/7/28,0.010474,0.013219
21,2008/7/28,0.010586,0.013302
31,2008/7/28,0.010474,0.013219
37,2008/7/28,0.010586,0.013302
47,2008/7/28,0.010474,0.013219
53,2008/7/28,0.010586,0.013302
63,2008/7/28,0.010474,0.013219
10,2008/7/29,-0.008711,-0.007961
5,2008/7/29,-0.02037,-0.018294
15,2008/7/29,-0.020104,-0.018193
21,2008/7/29,-0.02037,-0.018294
31,2008/7/29,-0.020104,-0.018193
37,2008/7/29,-0.02037,-0.018294
47,2008/7/29,-0.020104,-0.018193
53,2008/7/29,-0.02037,-0.018294
63,2008/7/29,-0.020104,-0.018193
10,2008/7/30,-0.006741,-0.007355
5,2008/7/30,-0.006084,-0.00473
15,2008/7/30,-0.006099,-0.004756
21,2008/7/30,-0.006084,-0.00473
31,2008/7/30,-0.006099,-0.004756
37,2008/7/30,-0.006084,-0.00473
47,2008/7/30,-0.006099,-0.004756
53,2008/7/30,-0.006084,-0.00473
63,2008/7/30,-0.006099,-0.004756
10,2008/7/31,-0.01109,-0.012195
5,2008/7/31,-0.031334,-0.0278
15,2008/7/31,-0.030859,-0.027622
21,2008/7/31,-0.031334,-0.0278
31,2008/7/31,-0.030859,-0.027622
37,2008/7/31,-0.031334,-0.0278
47,2008/7/31,-0.030859,-0.027622
53,2008/7/31,-0.031334,-0.0278
63,2008/7/31,-0.030859,-0.027622
10,2008/8/1,0.008017,0.00815
5,2008/8/1,0.014416,0.009822
15,2008/8/1,0.014266,0.009806
21,2008/8/1,0.014416,0.009822
31,2008/8/1,0.014266,0.009806
37,2008/8/1,0.014416,0.009822
47,2008/8/1,0.014266,0.009806
53,2008/8/1,0.014416,0.009822
63,2008/8/1,0.014266,0.009806
10,2008/8/4,-0.017589,-0.016021
5,2008/8/4,-0.024187,-0.022585
15,2008/8/4,-0.024033,-0.022519
21,2008/8/4,-0.024187,-0.022585
31,2008/8/4,-0.024033,-0.022519
37,2008/8/4,-0.024187,-0.022585
47,2008/8/4,-0.024033,-0.022519
53,2008/8/4,-0.024187,-0.022585
63,2008/8/4,-0.024033,-0.022519
10,2008/8/5,-0.038629,-0.040201
5,2008/8/5,-0.025629,-0.021412
15,2008/8/5,-0.025934,-0.0216
21,2008/8/5,-0.025629,-0.021412
31,2008/8/5,-0.025934,-0.0216
37,2008/8/5,-0.025629,-0.021412
47,2008/8/5,-0.025934,-0.0216
53,2008/8/5,-0.025629,-0.021412
63,2008/8/5,-0.025934,-0.0216
10,2008/8/6,-0.001875,-0.000941
5,2008/8/6,0.005675,0.00898
15,2008/8/6,0.005503,0.008884
21,2008/8/6,0.005675,0.00898
31,2008/8/6,0.005503,0.008884
37,2008/8/6,0.005675,0.00898
47,2008/8/6,0.005503,0.008884
53,2008/8/6,0.005675,0.00898
63,2008/8/6,0.005503,0.008884
10,2008/8/7,-0.006257,-0.005476
5,2008/8/7,0.001468,0.00292
15,2008/8/7,0.00129,0.002838
21,2008/8/7,0.001468,0.00292
31,2008/8/7,0.00129,0.002838
37,2008/8/7,0.001468,0.00292
47,2008/8/7,0.00129,0.002838
53,2008/8/7,0.001468,0.00292
63,2008/8/7,0.00129,0.002838
10,2008/8/8,-0.069725,-0.072678
5,2008/8/8,-0.055264,-0.048141
15,2008/8/8,-0.055592,-0.048377
21,2008/8/8,-0.055264,-0.048141
31,2008/8/8,-0.055592,-0.048377
37,2008/8/8,-0.055264,-0.048141
47,2008/8/8,-0.055592,-0.048377
53,2008/8/8,-0.055264,-0.048141
63,2008/8/8,-0.055592,-0.048377
10,2008/8/11,-0.070679,-0.074545
5,2008/8/11,-0.060543,-0.0562
15,2008/8/11,-0.06077,-0.056372
21,2008/8/11,-0.060543,-0.0562
31,2008/8/11,-0.06077,-0.056372
37,2008/8/11,-0.060543,-0.0562
47,2008/8/11,-0.06077,-0.056372
53,2008/8/11,-0.060543,-0.0562
63,2008/8/11,-0.06077,-0.056372
10,2008/8/12,0.002644,0.001978
5,2008/8/12,-0.009113,-0.005569
15,2008/8/12,-0.008853,-0.0055
21,2008/8/12,-0.009113,-0.005569
31,2008/8/12,-0.008853,-0.0055
37,2008/8/12,-0.009113,-0.005569
47,2008/8/12,-0.008853,-0.0055
53,2008/8/12,-0.009113,-0.005569
63,2008/8/12,-0.008853,-0.0055
10,2008/8/13,-0.006837,-0.007491
5,2008/8/13,-0.001217,-0.002937
15,2008/8/13,-0.001342,-0.002979
21,2008/8/13,-0.001217,-0.002937
31,2008/8/13,-0.001342,-0.002979
37,2008/8/13,-0.001217,-0.002937
47,2008/8/13,-0.001342,-0.002979
53,2008/8/13,-0.001217,-0.002937
63,2008/8/13,-0.001342,-0.002979
10,2008/8/14,0.00318,0.004763
5,2008/8/14,0.001057,-0.002755
15,2008/8/14,0.001104,-0.002686
21,2008/8/14,0.001057,-0.002755
31,2008/8/14,0.001104,-0.002686
37,2008/8/14,0.001057,-0.002755
47,2008/8/14,0.001104,-0.002686
53,2008/8/14,0.001057,-0.002755
63,2008/8/14,0.001104,-0.002686
10,2008/8/15,0.003782,0.004963
5,2008/8/15,0.001015,0.004323
15,2008/8/15,0.001071,0.004328
21,2008/8/15,0.001015,0.004323
31,2008/8/15,0.001071,0.004328
37,2008/8/15,0.001015,0.004323
47,2008/8/15,0.001071,0.004328
53,2008/8/15,0.001015,0.004323
63,2008/8/15,0.001071,0.004328
10,2008/8/18,-0.058293,-0.059851
5,2008/8/18,-0.061606,-0.056237
15,2008/8/18,-0.061533,-0.056271
21,2008/8/18,-0.061606,-0.056237
31,2008/8/18,-0.061533,-0.056271
37,2008/8/18,-0.061606,-0.056237
47,2008/8/18,-0.061533,-0.056271
53,2008/8/18,-0.061606,-0.056237
63,2008/8/18,-0.061533,-0.056271
10,2008/8/19,0.005343,0.005555
5,2008/8/19,0.0154,0.011801
15,2008/8/19,0.01518,0.011744
21,2008/8/19,0.0154,0.011801
31,2008/8/19,0.01518,0.011744
37,2008/8/19,0.0154,0.011801
47,2008/8/19,0.01518,0.011744
53,2008/8/19,0.0154,0.011801
63,2008/8/19,0.01518,0.011744
10,2008/8/20,0.060826,0.062458
5,2008/8/20,0.081367,0.078114
15,2008/8/20,0.080938,0.077973
21,2008/8/20,0.081367,0.078114
31,2008/8/20,0.080938,0.077973
37,2008/8/20,0.081367,0.078114
47,2008/8/20,0.080938,0.077973
53,2008/8/20,0.081367,0.078114
63,2008/8/20,0.080938,0.077973
10,2008/8/21,-0.033073,-0.034239
5,2008/8/21,-0.037034,-0.037077
15,2008/8/21,-0.036952,-0.037052
21,2008/8/21,-0.037034,-0.037077
31,2008/8/21,-0.036952,-0.037052
37,2008/8/21,-0.037034,-0.037077
47,2008/8/21,-0.036952,-0.037052
53,2008/8/21,-0.037034,-0.037077
63,2008/8/21,-0.036952,-0.037052
10,2008/8/22,-0.011378,-0.011037
5,2008/8/22,-0.018121,-0.012757
15,2008/8/22,-0.01798,-0.012742
21,2008/8/22,-0.018121,-0.012757
31,2008/8/22,-0.01798,-0.012742
37,2008/8/22,-0.018121,-0.012757
47,2008/8/22,-0.01798,-0.012742
53,2008/8/22,-0.018121,-0.012757
63,2008/8/22,-0.01798,-0.012742
10,2008/8/25,-0.001235,-0.000987
5,2008/8/25,-0.000891,0.001991
15,2008/8/25,-0.000898,0.001964
21,2008/8/25,-0.000891,0.001991
31,2008/8/25,-0.000898,0.001964
37,2008/8/25,-0.000891,0.001991
47,2008/8/25,-0.000898,0.001964
53,2008/8/25,-0.000891,0.001991
63,2008/8/25,-0.000898,0.001964
10,2008/8/26,-0.03886,-0.039926
5,2008/8/26,-0.036353,-0.02963
15,2008/8/26,-0.036406,-0.029721
21,2008/8/26,-0.036353,-0.02963
31,2008/8/26,-0.036406,-0.029721
37,2008/8/26,-0.036353,-0.02963
47,2008/8/26,-0.036406,-0.029721
53,2008/8/26,-0.036353,-0.02963
63,2008/8/26,-0.036406,-0.029721
10,2008/8/27,-0.003403,-0.008329
5,2008/8/27,-0.002973,-0.003956
15,2008/8/27,-0.002982,-0.003995
21,2008/8/27,-0.002973,-0.003956
31,2008/8/27,-0.002982,-0.003995
37,2008/8/27,-0.002973,-0.003956
47,2008/8/27,-0.002982,-0.003995
53,2008/8/27,-0.002973,-0.003956
63,2008/8/27,-0.002982,-0.003995
10,2008/8/28,0.014223,0.013489
5,2008/8/28,0.002898,0.002373
15,2008/8/28,0.003137,0.002471
21,2008/8/28,0.002898,0.002373
31,2008/8/28,0.003137,0.002471
37,2008/8/28,0.002898,0.002373
47,2008/8/28,0.003137,0.002471
53,2008/8/28,0.002898,0.002373
63,2008/8/28,0.003137,0.002471
10,2008/8/29,0.031615,0.033093
5,2008/8/29,0.026442,0.021908
15,2008/8/29,0.026552,0.022008
21,2008/8/29,0.026442,0.021908
31,2008/8/29,0.026552,0.022008
37,2008/8/29,0.026442,0.021908
47,2008/8/29,0.026552,0.022008
53,2008/8/29,0.026442,0.021908
63,2008/8/29,0.026552,0.022008
10,2008/9/1,-0.017587,-0.018452
5,2008/9/1,-0.033232,-0.031706
15,2008/9/1,-0.032897,-0.031586
21,2008/9/1,-0.033232,-0.031706
31,2008/9/1,-0.032897,-0.031586
37,2008/9/1,-0.033232,-0.031706
47,2008/9/1,-0.032897,-0.031586
53,2008/9/1,-0.033232,-0.031706
63,2008/9/1,-0.032897,-0.031586
10,2008/9/2,0.000183,0.000617
5,2008/9/2,-0.005609,-0.008051
15,2008/9/2,-0.005484,-0.007972
21,2008/9/2,-0.005609,-0.008051
31,2008/9/2,-0.005484,-0.007972
37,2008/9/2,-0.005609,-0.008051
47,2008/9/2,-0.005484,-0.007972
53,2008/9/2,-0.005609,-0.008051
63,2008/9/2,-0.005484,-0.007972
10,2008/9/3,-0.003645,-0.003755
5,2008/9/3,-0.013536,-0.012794
15,2008/9/3,-0.013321,-0.012711
21,2008/9/3,-0.013536,-0.012794
31,2008/9/3,-0.013321,-0.012711
37,2008/9/3,-0.013536,-0.012794
47,2008/9/3,-0.013321,-0.012711
53,2008/9/3,-0.013536,-0.012794
63,2008/9/3,-0.013321,-0.012711
10,2008/9/4,0.00582,0.006589
5,2008/9/4,0.002725,0.001419
15,2008/9/4,0.002793,0.001467
21,2008/9/4,0.002725,0.001419
31,2008/9/4,0.002793,0.001467
37,2008/9/4,0.002725,0.001419
47,2008/9/4,0.002793,0.001467
53,2008/9/4,0.002725,0.001419
63,2008/9/4,0.002793,0.001467
10,2008/9/5,-0.028389,-0.029582
5,2008/9/5,-0.035795,-0.034966
15,2008/9/5,-0.035632,-0.034915
21,2008/9/5,-0.035795,-0.034966
31,2008/9/5,-0.035632,-0.034915
37,2008/9/5,-0.035795,-0.034966
47,2008/9/5,-0.035632,-0.034915
53,2008/9/5,-0.035795,-0.034966
63,2008/9/5,-0.035632,-0.034915
10,2008/9/8,-0.035127,-0.03488
5,2008/9/8,-0.033673,-0.030393
15,2008/9/8,-0.033706,-0.030436
21,2008/9/8,-0.033673,-0.030393
31,2008/9/8,-0.033706,-0.030436
37,2008/9/8,-0.033673,-0.030393
47,2008/9/8,-0.033706,-0.030436
53,2008/9/8,-0.033673,-0.030393
