Markettype,Trddt,Cdretwdos,Cdretwdtl
10,2001/10/26,0.01001,0.011066
15,2001/10/26,-0.000259,0.000066
21,2001/10/26,-0.001042,-0.000288
31,2001/10/26,-0.000259,0.000066
37,2001/10/26,-0.001042,-0.000288
47,2001/10/26,-0.000259,0.000066
53,2001/10/26,-0.001042,-0.000288
63,2001/10/26,-0.000259,0.000066
5,2001/10/29,0.014448,0.013818
10,2001/10/29,0.00626,0.006131
15,2001/10/29,0.013863,0.013576
21,2001/10/29,0.014448,0.013818
31,2001/10/29,0.013863,0.013576
37,2001/10/29,0.014448,0.013818
47,2001/10/29,0.013863,0.013576
53,2001/10/29,0.014448,0.013818
63,2001/10/29,0.013863,0.013576
5,2001/10/30,-0.010206,-0.010335
10,2001/10/30,-0.015458,-0.016483
15,2001/10/30,-0.01058,-0.010529
21,2001/10/30,-0.010206,-0.010335
31,2001/10/30,-0.01058,-0.010529
37,2001/10/30,-0.010206,-0.010335
47,2001/10/30,-0.01058,-0.010529
53,2001/10/30,-0.010206,-0.010335
63,2001/10/30,-0.01058,-0.010529
5,2001/10/31,0.003124,0.003184
10,2001/10/31,0.009395,0.008919
15,2001/10/31,0.00356,0.003359
21,2001/10/31,0.003124,0.003184
31,2001/10/31,0.00356,0.003359
37,2001/10/31,0.003124,0.003184
47,2001/10/31,0.00356,0.003359
53,2001/10/31,0.003124,0.003184
63,2001/10/31,0.00356,0.003359
5,2001/11/1,0.010417,0.010939
10,2001/11/1,0.009292,0.009103
15,2001/11/1,0.010337,0.010881
21,2001/11/1,0.010417,0.010939
31,2001/11/1,0.010337,0.010881
37,2001/11/1,0.010417,0.010939
47,2001/11/1,0.010337,0.010881
53,2001/11/1,0.010417,0.010939
63,2001/11/1,0.010337,0.010881
5,2001/11/2,-0.008675,-0.008467
10,2001/11/2,-0.008697,-0.008961
15,2001/11/2,-0.008677,-0.008483
21,2001/11/2,-0.008675,-0.008467
31,2001/11/2,-0.008677,-0.008483
37,2001/11/2,-0.008675,-0.008467
47,2001/11/2,-0.008677,-0.008483
53,2001/11/2,-0.008675,-0.008467
63,2001/11/2,-0.008677,-0.008483
5,2001/11/5,-0.009258,-0.007976
10,2001/11/5,-0.000311,-0.000631
15,2001/11/5,-0.00862,-0.007744
21,2001/11/5,-0.009258,-0.007976
31,2001/11/5,-0.00862,-0.007744
37,2001/11/5,-0.009258,-0.007976
47,2001/11/5,-0.00862,-0.007744
53,2001/11/5,-0.009258,-0.007976
63,2001/11/5,-0.00862,-0.007744
5,2001/11/6,-0.004776,-0.004964
10,2001/11/6,0.005301,0.005683
15,2001/11/6,-0.004059,-0.00463
21,2001/11/6,-0.004776,-0.004964
31,2001/11/6,-0.004059,-0.00463
37,2001/11/6,-0.004776,-0.004964
47,2001/11/6,-0.004059,-0.00463
53,2001/11/6,-0.004776,-0.004964
63,2001/11/6,-0.004059,-0.00463
5,2001/11/7,-0.050101,-0.048313
10,2001/11/7,-0.033811,-0.034357
15,2001/11/7,-0.048923,-0.047868
21,2001/11/7,-0.050101,-0.048313
31,2001/11/7,-0.048923,-0.047868
37,2001/11/7,-0.050101,-0.048313
47,2001/11/7,-0.048923,-0.047868
53,2001/11/7,-0.050101,-0.048313
63,2001/11/7,-0.048923,-0.047868
5,2001/11/8,0.009486,0.008092
10,2001/11/8,0.011145,0.011419
15,2001/11/8,0.009609,0.008199
21,2001/11/8,0.009486,0.008092
31,2001/11/8,0.009609,0.008199
37,2001/11/8,0.009486,0.008092
47,2001/11/8,0.009609,0.008199
53,2001/11/8,0.009486,0.008092
63,2001/11/8,0.009609,0.008199
5,2001/11/9,0.017737,0.016338
10,2001/11/9,-0.014774,-0.014434
15,2001/11/9,0.015321,0.015337
21,2001/11/9,0.017737,0.016338
31,2001/11/9,0.015321,0.015337
37,2001/11/9,0.017737,0.016338
47,2001/11/9,0.015321,0.015337
53,2001/11/9,0.017737,0.016338
63,2001/11/9,0.015321,0.015337
5,2001/11/12,-0.006733,-0.005704
10,2001/11/12,-0.005223,-0.005609
15,2001/11/12,-0.006626,-0.005701
21,2001/11/12,-0.006733,-0.005704
31,2001/11/12,-0.006626,-0.005701
37,2001/11/12,-0.006733,-0.005704
47,2001/11/12,-0.006626,-0.005701
53,2001/11/12,-0.006733,-0.005704
63,2001/11/12,-0.006626,-0.005701
5,2001/11/13,-0.004914,-0.003565
10,2001/11/13,-0.010766,-0.012159
15,2001/11/13,-0.005329,-0.003833
21,2001/11/13,-0.004914,-0.003565
31,2001/11/13,-0.005329,-0.003833
37,2001/11/13,-0.004914,-0.003565
47,2001/11/13,-0.005329,-0.003833
53,2001/11/13,-0.004914,-0.003565
63,2001/11/13,-0.005329,-0.003833
5,2001/11/14,0.001283,0.000713
10,2001/11/14,0.005003,0.005358
15,2001/11/14,0.001548,0.000858
21,2001/11/14,0.001283,0.000713
31,2001/11/14,0.001548,0.000858
37,2001/11/14,0.001283,0.000713
47,2001/11/14,0.001548,0.000858
53,2001/11/14,0.001283,0.000713
63,2001/11/14,0.001548,0.000858
5,2001/11/15,0.001675,0.00224
10,2001/11/15,0.000466,0.000808
15,2001/11/15,0.001589,0.002196
21,2001/11/15,0.001675,0.00224
31,2001/11/15,0.001589,0.002196
37,2001/11/15,0.001675,0.00224
47,2001/11/15,0.001589,0.002196
53,2001/11/15,0.001675,0.00224
63,2001/11/15,0.001589,0.002196
5,2001/11/16,0.016144,0.015622
10,2001/11/16,0.018445,0.018469
15,2001/11/16,0.016308,0.01571
21,2001/11/16,0.016144,0.015622
31,2001/11/16,0.016308,0.01571
37,2001/11/16,0.016144,0.015622
47,2001/11/16,0.016308,0.01571
53,2001/11/16,0.016144,0.015622
63,2001/11/16,0.016308,0.01571
5,2001/11/19,0.013471,0.013623
10,2001/11/19,0.012852,0.014408
15,2001/11/19,0.013427,0.013647
21,2001/11/19,0.013471,0.013623
31,2001/11/19,0.013427,0.013647
37,2001/11/19,0.013471,0.013623
47,2001/11/19,0.013427,0.013647
53,2001/11/19,0.013471,0.013623
63,2001/11/19,0.013427,0.013647
5,2001/11/20,0.020014,0.018643
10,2001/11/20,0.019042,0.019646
15,2001/11/20,0.019944,0.018675
21,2001/11/20,0.020014,0.018643
31,2001/11/20,0.019944,0.018675
37,2001/11/20,0.020014,0.018643
47,2001/11/20,0.019944,0.018675
53,2001/11/20,0.020014,0.018643
63,2001/11/20,0.019944,0.018675
5,2001/11/21,0.00565,0.004603
10,2001/11/21,-0.001147,-0.001058
15,2001/11/21,0.005165,0.004425
21,2001/11/21,0.00565,0.004603
31,2001/11/21,0.005165,0.004425
37,2001/11/21,0.00565,0.004603
47,2001/11/21,0.005165,0.004425
53,2001/11/21,0.00565,0.004603
63,2001/11/21,0.005165,0.004425
5,2001/11/22,0.007832,0.006776
10,2001/11/22,0.005016,0.004611
15,2001/11/22,0.007632,0.006708
21,2001/11/22,0.007832,0.006776
31,2001/11/22,0.007632,0.006708
37,2001/11/22,0.007832,0.006776
47,2001/11/22,0.007632,0.006708
53,2001/11/22,0.007832,0.006776
63,2001/11/22,0.007632,0.006708
5,2001/11/23,-0.002811,-0.001909
10,2001/11/23,0.001824,0.001034
15,2001/11/23,-0.002481,-0.001817
21,2001/11/23,-0.002811,-0.001909
31,2001/11/23,-0.002481,-0.001817
37,2001/11/23,-0.002811,-0.001909
47,2001/11/23,-0.002481,-0.001817
53,2001/11/23,-0.002811,-0.001909
63,2001/11/23,-0.002481,-0.001817
5,2001/11/26,-0.003851,-0.004317
10,2001/11/26,-0.004558,-0.005514
15,2001/11/26,-0.003901,-0.004355
21,2001/11/26,-0.003851,-0.004317
31,2001/11/26,-0.003901,-0.004355
37,2001/11/26,-0.003851,-0.004317
47,2001/11/26,-0.003901,-0.004355
53,2001/11/26,-0.003851,-0.004317
63,2001/11/26,-0.003901,-0.004355
5,2001/11/27,0.011113,0.010297
10,2001/11/27,0.008941,0.008513
15,2001/11/27,0.010959,0.010241
21,2001/11/27,0.011113,0.010297
31,2001/11/27,0.010959,0.010241
37,2001/11/27,0.011113,0.010297
47,2001/11/27,0.010959,0.010241
53,2001/11/27,0.011113,0.010297
63,2001/11/27,0.010959,0.010241
5,2001/11/28,0.008812,0.008363
10,2001/11/28,0.009326,0.008877
15,2001/11/28,0.008848,0.00838
21,2001/11/28,0.008812,0.008363
31,2001/11/28,0.008848,0.00838
37,2001/11/28,0.008812,0.008363
47,2001/11/28,0.008848,0.00838
53,2001/11/28,0.008812,0.008363
63,2001/11/28,0.008848,0.00838
5,2001/11/29,-0.000754,-0.001103
10,2001/11/29,0.002312,0.002036
15,2001/11/29,-0.000538,-0.001007
21,2001/11/29,-0.000754,-0.001103
31,2001/11/29,-0.000538,-0.001007
37,2001/11/29,-0.000754,-0.001103
47,2001/11/29,-0.000538,-0.001007
53,2001/11/29,-0.000754,-0.001103
63,2001/11/29,-0.000538,-0.001007
5,2001/11/30,0.00915,0.008883
10,2001/11/30,0.030109,0.030432
15,2001/11/30,0.010642,0.009559
21,2001/11/30,0.00915,0.008883
31,2001/11/30,0.010642,0.009559
37,2001/11/30,0.00915,0.008883
47,2001/11/30,0.010642,0.009559
53,2001/11/30,0.00915,0.008883
63,2001/11/30,0.010642,0.009559
5,2001/12/3,0.008752,0.008688
10,2001/12/3,0.027229,0.026814
15,2001/12/3,0.010096,0.009271
21,2001/12/3,0.008752,0.008688
31,2001/12/3,0.010096,0.009271
37,2001/12/3,0.008752,0.008688
47,2001/12/3,0.010096,0.009271
53,2001/12/3,0.008752,0.008688
63,2001/12/3,0.010096,0.009271
5,2001/12/4,0.004832,0.004646
10,2001/12/4,0.005819,0.005313
15,2001/12/4,0.004904,0.004667
21,2001/12/4,0.004832,0.004646
31,2001/12/4,0.004904,0.004667
37,2001/12/4,0.004832,0.004646
47,2001/12/4,0.004904,0.004667
53,2001/12/4,0.004832,0.004646
63,2001/12/4,0.004904,0.004667
5,2001/12/5,-0.016563,-0.015394
10,2001/12/5,-0.023888,-0.024963
15,2001/12/5,-0.017105,-0.015707
21,2001/12/5,-0.016563,-0.015394
31,2001/12/5,-0.017105,-0.015707
37,2001/12/5,-0.016563,-0.015394
47,2001/12/5,-0.017105,-0.015707
53,2001/12/5,-0.016563,-0.015394
63,2001/12/5,-0.017105,-0.015707
5,2001/12/6,0.005799,0.004238
10,2001/12/6,0.014112,0.014049
15,2001/12/6,0.006408,0.004555
21,2001/12/6,0.005799,0.004238
31,2001/12/6,0.006408,0.004555
37,2001/12/6,0.005799,0.004238
47,2001/12/6,0.006408,0.004555
53,2001/12/6,0.005799,0.004238
63,2001/12/6,0.006408,0.004555
5,2001/12/7,-0.001728,-0.002569
10,2001/12/7,0.017226,0.016491
15,2001/12/7,-0.000326,-0.001955
21,2001/12/7,-0.001728,-0.002569
31,2001/12/7,-0.000326,-0.001955
37,2001/12/7,-0.001728,-0.002569
47,2001/12/7,-0.000326,-0.001955
53,2001/12/7,-0.001728,-0.002569
63,2001/12/7,-0.000326,-0.001955
5,2001/12/10,0.000867,0.000371
10,2001/12/10,0.022767,0.022206
15,2001/12/10,0.002456,0.00103
21,2001/12/10,0.000867,0.000371
31,2001/12/10,0.002456,0.00103
37,2001/12/10,0.000867,0.000371
47,2001/12/10,0.002456,0.00103
53,2001/12/10,0.000867,0.000371
63,2001/12/10,0.002456,0.00103
5,2001/12/11,-0.011139,-0.011289
10,2001/12/11,-0.01785,-0.016703
15,2001/12/11,-0.011637,-0.011466
21,2001/12/11,-0.011139,-0.011289
31,2001/12/11,-0.011637,-0.011466
37,2001/12/11,-0.011139,-0.011289
47,2001/12/11,-0.011637,-0.011466
53,2001/12/11,-0.011139,-0.011289
63,2001/12/11,-0.011637,-0.011466
5,2001/12/12,-0.009481,-0.00859
10,2001/12/12,-0.005051,-0.005433
15,2001/12/12,-0.009145,-0.008485
21,2001/12/12,-0.009481,-0.00859
31,2001/12/12,-0.009145,-0.008485
37,2001/12/12,-0.009481,-0.00859
47,2001/12/12,-0.009145,-0.008485
53,2001/12/12,-0.009481,-0.00859
63,2001/12/12,-0.009145,-0.008485
5,2001/12/13,-0.016424,-0.015998
10,2001/12/13,-0.030568,-0.030008
15,2001/12/13,-0.017503,-0.016465
21,2001/12/13,-0.016424,-0.015998
31,2001/12/13,-0.017503,-0.016465
37,2001/12/13,-0.016424,-0.015998
47,2001/12/13,-0.017503,-0.016465
53,2001/12/13,-0.016424,-0.015998
63,2001/12/13,-0.017503,-0.016465
5,2001/12/14,-0.008179,-0.007891
10,2001/12/14,-0.000098,0.00001
15,2001/12/14,-0.007583,-0.007634
21,2001/12/14,-0.008179,-0.007891
31,2001/12/14,-0.007583,-0.007634
37,2001/12/14,-0.008179,-0.007891
47,2001/12/14,-0.007583,-0.007634
53,2001/12/14,-0.008179,-0.007891
63,2001/12/14,-0.007583,-0.007634
5,2001/12/17,-0.006528,-0.006334
10,2001/12/17,0.008173,0.007991
15,2001/12/17,-0.005397,-0.005854
21,2001/12/17,-0.006528,-0.006334
31,2001/12/17,-0.005397,-0.005854
37,2001/12/17,-0.006528,-0.006334
47,2001/12/17,-0.005397,-0.005854
53,2001/12/17,-0.006528,-0.006334
63,2001/12/17,-0.005397,-0.005854
5,2001/12/18,0.014952,0.013626
10,2001/12/18,0.020836,0.020508
15,2001/12/18,0.01539,0.013853
21,2001/12/18,0.014952,0.013626
31,2001/12/18,0.01539,0.013853
37,2001/12/18,0.014952,0.013626
47,2001/12/18,0.01539,0.013853
53,2001/12/18,0.014952,0.013626
63,2001/12/18,0.01539,0.013853
5,2001/12/19,-0.009738,-0.009161
10,2001/12/19,-0.015951,-0.015932
15,2001/12/19,-0.010201,-0.009384
21,2001/12/19,-0.009738,-0.009161
31,2001/12/19,-0.010201,-0.009384
37,2001/12/19,-0.009738,-0.009161
47,2001/12/19,-0.010201,-0.009384
53,2001/12/19,-0.009738,-0.009161
63,2001/12/19,-0.010201,-0.009384
5,2001/12/20,-0.02481,-0.024935
10,2001/12/20,-0.01459,-0.015316
15,2001/12/20,-0.02404,-0.024617
21,2001/12/20,-0.02481,-0.024935
31,2001/12/20,-0.02404,-0.024617
37,2001/12/20,-0.02481,-0.024935
47,2001/12/20,-0.02404,-0.024617
53,2001/12/20,-0.02481,-0.024935
63,2001/12/20,-0.02404,-0.024617
5,2001/12/21,0.005725,0.005315
10,2001/12/21,0.00802,0.008035
15,2001/12/21,0.005905,0.005408
21,2001/12/21,0.005725,0.005315
31,2001/12/21,0.005905,0.005408
37,2001/12/21,0.005725,0.005315
47,2001/12/21,0.005905,0.005408
53,2001/12/21,0.005725,0.005315
63,2001/12/21,0.005905,0.005408
5,2001/12/24,-0.020236,-0.020594
10,2001/12/24,-0.017778,-0.017821
15,2001/12/24,-0.020045,-0.020499
21,2001/12/24,-0.020236,-0.020594
31,2001/12/24,-0.020045,-0.020499
37,2001/12/24,-0.020236,-0.020594
47,2001/12/24,-0.020045,-0.020499
53,2001/12/24,-0.020236,-0.020594
63,2001/12/24,-0.020045,-0.020499
5,2001/12/25,0.002505,0.002798
10,2001/12/25,0.007059,0.006516
15,2001/12/25,0.002856,0.002924
21,2001/12/25,0.002505,0.002798
31,2001/12/25,0.002856,0.002924
37,2001/12/25,0.002505,0.002798
47,2001/12/25,0.002856,0.002924
53,2001/12/25,0.002505,0.002798
63,2001/12/25,0.002856,0.002924
5,2001/12/26,0.012715,0.013389
10,2001/12/26,0.018021,0.018157
15,2001/12/26,0.013129,0.013552
21,2001/12/26,0.012715,0.013389
31,2001/12/26,0.013129,0.013552
37,2001/12/26,0.012715,0.013389
47,2001/12/26,0.013129,0.013552
53,2001/12/26,0.012715,0.013389
63,2001/12/26,0.013129,0.013552
5,2001/12/27,-0.004843,-0.004057
10,2001/12/27,-0.00547,-0.005648
15,2001/12/27,-0.004891,-0.00411
21,2001/12/27,-0.004843,-0.004057
31,2001/12/27,-0.004891,-0.00411
37,2001/12/27,-0.004843,-0.004057
47,2001/12/27,-0.004891,-0.00411
53,2001/12/27,-0.004843,-0.004057
63,2001/12/27,-0.004891,-0.00411
5,2001/12/28,0.005218,0.006746
10,2001/12/28,0.004126,0.004505
15,2001/12/28,0.005132,0.006668
21,2001/12/28,0.005218,0.006746
31,2001/12/28,0.005132,0.006668
37,2001/12/28,0.005218,0.006746
47,2001/12/28,0.005132,0.006668
53,2001/12/28,0.005218,0.006746
63,2001/12/28,0.005132,0.006668
5,2001/12/31,0.003843,0.003553
10,2001/12/31,0.00526,0.004242
15,2001/12/31,0.003956,0.003577
21,2001/12/31,0.003843,0.003553
31,2001/12/31,0.003956,0.003577
37,2001/12/31,0.003843,0.003553
47,2001/12/31,0.003956,0.003577
53,2001/12/31,0.003843,0.003553
63,2001/12/31,0.003956,0.003577
5,2002/1/4,-0.019488,-0.020251
10,2002/1/4,-0.015051,-0.014894
15,2002/1/4,-0.019142,-0.02007
21,2002/1/4,-0.019488,-0.020251
31,2002/1/4,-0.019142,-0.02007
37,2002/1/4,-0.019488,-0.020251
47,2002/1/4,-0.019142,-0.02007
53,2002/1/4,-0.019488,-0.020251
63,2002/1/4,-0.019142,-0.02007
5,2002/1/7,-0.011444,-0.010417
10,2002/1/7,-0.000372,-0.000031
15,2002/1/7,-0.010573,-0.010059
21,2002/1/7,-0.011444,-0.010417
31,2002/1/7,-0.010573,-0.010059
37,2002/1/7,-0.011444,-0.010417
47,2002/1/7,-0.010573,-0.010059
53,2002/1/7,-0.011444,-0.010417
63,2002/1/7,-0.010573,-0.010059
5,2002/1/8,-0.008009,-0.007677
10,2002/1/8,-0.047114,-0.048452
15,2002/1/8,-0.011104,-0.009087
21,2002/1/8,-0.008009,-0.007677
31,2002/1/8,-0.011104,-0.009087
37,2002/1/8,-0.008009,-0.007677
47,2002/1/8,-0.011104,-0.009087
53,2002/1/8,-0.008009,-0.007677
63,2002/1/8,-0.011104,-0.009087
5,2002/1/9,-0.017675,-0.015844
10,2002/1/9,-0.034986,-0.035832
15,2002/1/9,-0.018992,-0.016505
21,2002/1/9,-0.017675,-0.015844
31,2002/1/9,-0.018992,-0.016505
37,2002/1/9,-0.017675,-0.015844
47,2002/1/9,-0.018992,-0.016505
53,2002/1/9,-0.017675,-0.015844
63,2002/1/9,-0.018992,-0.016505
5,2002/1/10,0.008515,0.008813
10,2002/1/10,0.021798,0.023525
15,2002/1/10,0.009509,0.009291
21,2002/1/10,0.008515,0.008813
31,2002/1/10,0.009509,0.009291
37,2002/1/10,0.008515,0.008813
47,2002/1/10,0.009509,0.009291
53,2002/1/10,0.008515,0.008813
63,2002/1/10,0.009509,0.009291
5,2002/1/11,-0.02695,-0.026687
10,2002/1/11,-0.030829,-0.031458
15,2002/1/11,-0.027244,-0.026844
21,2002/1/11,-0.02695,-0.026687
31,2002/1/11,-0.027244,-0.026844
37,2002/1/11,-0.02695,-0.026687
47,2002/1/11,-0.027244,-0.026844
53,2002/1/11,-0.02695,-0.026687
63,2002/1/11,-0.027244,-0.026844
5,2002/1/14,-0.037351,-0.035013
10,2002/1/14,-0.04076,-0.042533
15,2002/1/14,-0.037609,-0.03526
21,2002/1/14,-0.037351,-0.035013
31,2002/1/14,-0.037609,-0.03526
37,2002/1/14,-0.037351,-0.035013
47,2002/1/14,-0.037609,-0.03526
53,2002/1/14,-0.037351,-0.035013
63,2002/1/14,-0.037609,-0.03526
5,2002/1/15,-0.018921,-0.018172
10,2002/1/15,-0.009089,-0.010505
15,2002/1/15,-0.018179,-0.017923
21,2002/1/15,-0.018921,-0.018172
31,2002/1/15,-0.018179,-0.017923
37,2002/1/15,-0.018921,-0.018172
47,2002/1/15,-0.018179,-0.017923
53,2002/1/15,-0.018921,-0.018172
63,2002/1/15,-0.018179,-0.017923
5,2002/1/16,0.011857,0.012511
10,2002/1/16,0.028494,0.028959
15,2002/1/16,0.013123,0.01305
21,2002/1/16,0.011857,0.012511
31,2002/1/16,0.013123,0.01305
37,2002/1/16,0.011857,0.012511
47,2002/1/16,0.013123,0.01305
53,2002/1/16,0.011857,0.012511
63,2002/1/16,0.013123,0.01305
5,2002/1/17,-0.047133,-0.04421
10,2002/1/17,-0.041228,-0.041635
15,2002/1/17,-0.046678,-0.044124
21,2002/1/17,-0.047133,-0.04421
31,2002/1/17,-0.046678,-0.044124
37,2002/1/17,-0.047133,-0.04421
47,2002/1/17,-0.046678,-0.044124
53,2002/1/17,-0.047133,-0.04421
63,2002/1/17,-0.046678,-0.044124
5,2002/1/18,-0.006146,-0.005896
10,2002/1/18,0.005048,0.004012
15,2002/1/18,-0.005271,-0.005564
21,2002/1/18,-0.006146,-0.005896
31,2002/1/18,-0.005271,-0.005564
37,2002/1/18,-0.006146,-0.005896
47,2002/1/18,-0.005271,-0.005564
53,2002/1/18,-0.006146,-0.005896
63,2002/1/18,-0.005271,-0.005564
5,2002/1/21,-0.041723,-0.03867
10,2002/1/21,-0.051373,-0.053573
15,2002/1/21,-0.042484,-0.039174
21,2002/1/21,-0.041723,-0.03867
31,2002/1/21,-0.042484,-0.039174
37,2002/1/21,-0.041723,-0.03867
47,2002/1/21,-0.042484,-0.039174
53,2002/1/21,-0.041723,-0.03867
63,2002/1/21,-0.042484,-0.039174
5,2002/1/22,-0.005341,-0.005707
10,2002/1/22,-0.063434,-0.065287
15,2002/1/22,-0.00988,-0.007689
21,2002/1/22,-0.005341,-0.005707
31,2002/1/22,-0.00988,-0.007689
37,2002/1/22,-0.005341,-0.005707
47,2002/1/22,-0.00988,-0.007689
53,2002/1/22,-0.005341,-0.005707
63,2002/1/22,-0.00988,-0.007689
5,2002/1/23,0.067919,0.066284
10,2002/1/23,0.052654,0.054601
15,2002/1/23,0.066799,0.065919
21,2002/1/23,0.067919,0.066284
31,2002/1/23,0.066799,0.065919
37,2002/1/23,0.067919,0.066284
47,2002/1/23,0.066799,0.065919
53,2002/1/23,0.067919,0.066284
63,2002/1/23,0.066799,0.065919
5,2002/1/24,0.0084,0.009029
10,2002/1/24,0.00229,0.00303
15,2002/1/24,0.007964,0.008845
21,2002/1/24,0.0084,0.009029
31,2002/1/24,0.007964,0.008845
37,2002/1/24,0.0084,0.009029
47,2002/1/24,0.007964,0.008845
53,2002/1/24,0.0084,0.009029
63,2002/1/24,0.007964,0.008845
5,2002/1/25,0.00046,-0.000967
10,2002/1/25,-0.002085,-0.001548
15,2002/1/25,0.000277,-0.000985
21,2002/1/25,0.00046,-0.000967
31,2002/1/25,0.000277,-0.000985
37,2002/1/25,0.00046,-0.000967
47,2002/1/25,0.000277,-0.000985
53,2002/1/25,0.00046,-0.000967
63,2002/1/25,0.000277,-0.000985
5,2002/1/28,-0.066858,-0.064399
10,2002/1/28,-0.08257,-0.08322
15,2002/1/28,-0.068,-0.064983
21,2002/1/28,-0.066858,-0.064399
31,2002/1/28,-0.068,-0.064983
37,2002/1/28,-0.066858,-0.064399
47,2002/1/28,-0.068,-0.064983
53,2002/1/28,-0.066858,-0.064399
63,2002/1/28,-0.068,-0.064983
5,2002/1/29,0.027433,0.026434
10,2002/1/29,0.017729,0.017414
15,2002/1/29,0.026744,0.026161
21,2002/1/29,0.027433,0.026434
31,2002/1/29,0.026744,0.026161
37,2002/1/29,0.027433,0.026434
47,2002/1/29,0.026744,0.026161
53,2002/1/29,0.027433,0.026434
63,2002/1/29,0.026744,0.026161
5,2002/1/30,0.007369,0.005138
10,2002/1/30,0.004779,0.004752
15,2002/1/30,0.007187,0.005126
21,2002/1/30,0.007369,0.005138
31,2002/1/30,0.007187,0.005126
37,2002/1/30,0.007369,0.005138
47,2002/1/30,0.007187,0.005126
53,2002/1/30,0.007369,0.005138
63,2002/1/30,0.007187,0.005126
5,2002/1/31,0.070287,0.068766
10,2002/1/31,0.098513,0.098421
15,2002/1/31,0.072262,0.069652
21,2002/1/31,0.070287,0.068766
31,2002/1/31,0.072262,0.069652
37,2002/1/31,0.070287,0.068766
47,2002/1/31,0.072262,0.069652
53,2002/1/31,0.070287,0.068766
63,2002/1/31,0.072262,0.069652
5,2002/2/1,-0.00309,-0.003887
10,2002/2/1,0.011031,0.012653
15,2002/2/1,-0.002067,-0.003375
21,2002/2/1,-0.00309,-0.003887
31,2002/2/1,-0.002067,-0.003375
37,2002/2/1,-0.00309,-0.003887
47,2002/2/1,-0.002067,-0.003375
53,2002/2/1,-0.00309,-0.003887
63,2002/2/1,-0.002067,-0.003375
5,2002/2/4,0.019829,0.019062
10,2002/2/4,0.023139,0.024255
15,2002/2/4,0.020071,0.019227
21,2002/2/4,0.019829,0.019062
31,2002/2/4,0.020071,0.019227
37,2002/2/4,0.019829,0.019062
47,2002/2/4,0.020071,0.019227
53,2002/2/4,0.019829,0.019062
63,2002/2/4,0.020071,0.019227
5,2002/2/5,0.005422,0.005378
10,2002/2/5,-0.005023,-0.005667
15,2002/2/5,0.004659,0.005031
21,2002/2/5,0.005422,0.005378
31,2002/2/5,0.004659,0.005031
37,2002/2/5,0.005422,0.005378
47,2002/2/5,0.004659,0.005031
53,2002/2/5,0.005422,0.005378
63,2002/2/5,0.004659,0.005031
5,2002/2/6,-0.025495,-0.023704
10,2002/2/6,-0.026578,-0.028329
15,2002/2/6,-0.025573,-0.023847
21,2002/2/6,-0.025495,-0.023704
31,2002/2/6,-0.025573,-0.023847
37,2002/2/6,-0.025495,-0.023704
47,2002/2/6,-0.025573,-0.023847
53,2002/2/6,-0.025495,-0.023704
63,2002/2/6,-0.025573,-0.023847
5,2002/2/7,0.022544,0.021641
10,2002/2/7,0.023686,0.02525
15,2002/2/7,0.022626,0.021752
21,2002/2/7,0.022544,0.021641
31,2002/2/7,0.022626,0.021752
37,2002/2/7,0.022544,0.021641
47,2002/2/7,0.022626,0.021752
53,2002/2/7,0.022544,0.021641
63,2002/2/7,0.022626,0.021752
5,2002/2/8,-0.004326,-0.004524
10,2002/2/8,-0.009324,-0.008588
15,2002/2/8,-0.004687,-0.004647
21,2002/2/8,-0.004326,-0.004524
31,2002/2/8,-0.004687,-0.004647
37,2002/2/8,-0.004326,-0.004524
47,2002/2/8,-0.004687,-0.004647
53,2002/2/8,-0.004326,-0.004524
63,2002/2/8,-0.004687,-0.004647
5,2002/2/25,0.018621,0.01743
10,2002/2/25,0.010747,0.011369
15,2002/2/25,0.018055,0.017243
21,2002/2/25,0.018621,0.01743
31,2002/2/25,0.018055,0.017243
37,2002/2/25,0.018621,0.01743
47,2002/2/25,0.018055,0.017243
53,2002/2/25,0.018621,0.01743
63,2002/2/25,0.018055,0.017243
5,2002/2/26,0.00157,0.001701
10,2002/2/26,-0.009456,-0.009929
15,2002/2/26,0.000784,0.001344
21,2002/2/26,0.00157,0.001701
31,2002/2/26,0.000784,0.001344
37,2002/2/26,0.00157,0.001701
47,2002/2/26,0.000784,0.001344
53,2002/2/26,0.00157,0.001701
63,2002/2/26,0.000784,0.001344
5,2002/2/27,0.003411,0.003901
10,2002/2/27,0.002423,0.002894
15,2002/2/27,0.003342,0.003871
21,2002/2/27,0.003411,0.003901
31,2002/2/27,0.003342,0.003871
37,2002/2/27,0.003411,0.003901
47,2002/2/27,0.003342,0.003871
53,2002/2/27,0.003411,0.003901
63,2002/2/27,0.003342,0.003871
5,2002/2/28,-0.009005,-0.009236
10,2002/2/28,0.00301,0.003734
15,2002/2/28,-0.008162,-0.008844
21,2002/2/28,-0.009005,-0.009236
31,2002/2/28,-0.008162,-0.008844
37,2002/2/28,-0.009005,-0.009236
47,2002/2/28,-0.008162,-0.008844
53,2002/2/28,-0.009005,-0.009236
63,2002/2/28,-0.008162,-0.008844
5,2002/3/1,-0.015916,-0.015557
10,2002/3/1,-0.011394,-0.011998
15,2002/3/1,-0.01559,-0.015447
21,2002/3/1,-0.015916,-0.015557
31,2002/3/1,-0.01559,-0.015447
37,2002/3/1,-0.015916,-0.015557
47,2002/3/1,-0.01559,-0.015447
