IPO_date,IPO_number
2011/1/18,40000000.00 
2011/1/18,34000000.00 
2011/1/28,16800000.00 
2011/1/28,50000000.00 
2011/1/28,22000000.00 
2011/2/11,43500000.00 
2011/2/11,21000000.00 
2011/2/18,36000000.00 
2011/2/18,24000000.00 
2011/2/18,20000000.00 
2011/2/18,40000000.00 
2011/2/25,20500000.00 
2011/2/25,25000000.00 
2011/2/25,22000000.00 
2011/2/25,35000000.00 
2011/3/2,17000000.00 
2011/3/2,37500000.00 
2011/3/2,50000000.00 
2011/3/2,15000000.00 
2011/3/3,22000000.00 
2011/3/3,20000000.00 
2011/3/3,70000000.00 
2011/3/10,26700000.00 
2011/3/11,70000000.00 
2011/3/10,48000000.00 
2011/3/18,33500000.00 
2011/3/18,27600000.00 
2011/3/25,35000000.00 
2011/3/25,20000000.00 
2011/4/12,23340000.00 
2011/4/12,43000000.00 
2011/4/12,22000000.00 
2011/4/12,13500000.00 
2011/4/22,38000000.00 
2011/4/22,60000000.00 
2011/4/22,33800000.00 
2011/4/28,32000000.00 
2011/4/28,32000000.00 
2011/4/28,43000000.00 
2011/5/6,24350000.00 
2011/5/6,18800000.00 
2011/5/20,27080000.00 
2011/5/20,18600000.00 
2011/5/27,70000000.00 
2011/6/2,50000000.00 
2011/6/2,52000000.00 
2011/6/2,27000000.00 
2011/6/10,21000000.00 
2011/6/10,32500000.00 
2011/6/10,23800000.00 
2011/6/10,23340000.00 
2011/6/21,20000000.00 
2011/11/11,18900000.00 
2011/6/28,53000000.00 
2011/6/30,79000000.00 
2011/6/28,50000000.00 
2011/7/7,34000000.00 
2011/7/7,33500000.00 
2011/7/7,40000000.00 
2011/7/15,33000000.00 
2011/7/15,79500000.00 
2011/7/15,24000000.00 
2011/7/28,45000000.00 
2011/7/28,65000000.00 
2011/7/28,46600000.00 
2011/8/5,23500000.00 
2011/8/5,25000000.00 
2011/8/10,22000000.00 
2011/8/10,37000000.00 
2011/8/15,30000000.00 
2011/8/15,50000000.00 
2011/8/30,34000000.00 
2011/8/30,50000000.00 
2011/8/30,67000000.00 
2011/9/9,30000000.00 
2011/9/9,22800000.00 
2011/9/20,37000000.00 
2011/9/20,30000000.00 
2011/9/20,40000000.00 
2011/9/29,23500000.00 
2011/9/29,20000000.00 
2011/9/29,25000000.00 
2011/10/18,38000000.00 
2011/10/13,40000000.00 
2011/10/28,25000000.00 
2011/11/3,19338000.00 
2011/10/28,23000000.00 
2011/11/3,33500000.00 
2011/11/3,42000000.00 
2011/11/3,28610000.00 
2011/11/11,42000000.00 
2011/11/11,40000000.00 
2011/11/22,26670000.00 
2011/11/22,25000000.00 
2011/12/5,16700000.00 
2011/11/25,30000000.00 
2011/11/25,70000000.00 
2011/11/25,20000000.00 
2011/11/25,46835000.00 
2011/12/5,40000000.00 
2011/12/8,16670000.00 
2011/12/8,50000000.00 
2011/12/20,25000000.00 
2011/12/20,34460000.00 
2011/12/22,20200000.00 
2011/12/20,16670000.00 
2011/12/22,60000000.00 
2011/12/28,42230000.00 
2011/12/28,50000000.00 
2012/1/6,25000000.00 
2012/1/6,40000000.00 
2012/1/6,41000000.00 
2012/1/19,26680000.00 
2012/1/17,40100000.00 
2012/2/17,22000000.00 
2012/2/17,30000000.00 
2012/2/28,25000000.00 
2012/2/28,17450000.00 
2012/3/9,34380000.00 
2012/3/9,39000000.00 
2012/3/16,24280000.00 
2012/3/16,20770000.00 
2012/3/9,75000000.00 
2012/3/16,43680000.00 
2012/3/16,33340000.00 
2012/3/27,33350000.00 
2012/3/27,40000000.00 
2012/3/29,17000000.00 
2012/4/16,41350000.00 
2012/4/16,25000000.00 
2012/4/16,50000000.00 
2012/4/26,23600000.00 
2012/4/26,25000000.00 
2012/5/3,200000000.00 
2012/5/7,60000000.00 
2012/5/25,27000000.00 
2012/5/25,40000000.00 
2012/5/25,50000000.00 
2012/5/30,48000000.00 
2012/6/5,34680000.00 
2012/6/5,37500000.00 
2012/6/12,40000000.00 
2012/6/12,54760000.00 
2012/6/12,13300000.00 
2012/6/12,50000000.00 
2012/7/3,22670000.00 
2012/7/13,24650000.00 
2012/7/13,27230000.00 
2012/7/17,77500000.00 
2012/7/31,50000000.00 
2012/7/31,50000000.00 
2012/8/8,45350000.00 
2012/8/8,30000000.00 
2012/8/16,36000000.00 
2012/9/5,30980000.00 
2012/9/5,22000000.00 
2012/9/5,50000000.00 
2012/9/11,41000000.00 
2012/9/11,23500000.00 
2012/9/21,18338000.00 
2012/10/11,76670000.00 
2012/10/11,17700000.00 
2012/11/2,15000000.00 
2014/1/21,76000000.00 
2014/1/21,21540000.00 
2014/1/23,14575000.00 
2014/1/21,33200000.00 
2014/1/23,30105000.00 
2014/1/27,37527500.00 
2014/1/23,21329878.00 
2014/2/19,31210119.00 
2014/1/28,60500000.00 
2014/2/19,23000000.00 
2014/1/28,57192116.00 
2014/2/19,21430000.00 
2014/1/28,13100000.00 
2014/1/28,22900000.00 
2014/1/27,41812500.00 
2014/1/28,33600000.00 
2014/1/29,23350000.00 
2014/11/4,50000000.00 
2014/1/29,25000000.00 
2014/6/26,54590000.00 
2014/7/2,65100000.00 
2014/7/31,25000000.00 
2014/9/12,16680000.00 
2014/10/9,36670000.00 
2014/11/4,37680000.00 
2014/12/5,39350000.00 
2014/12/3,34000000.00 
2015/1/27,25000000.00 
2014/12/3,20000000.00 
2014/12/29,1200000000.00 
2014/12/30,36500000.00 
2014/12/30,30000000.00 
2015/1/22,60000000.00 
2015/1/22,25000000.00 
2015/2/16,30000000.00 
2015/2/17,24000000.00 
2015/2/17,30340000.00 
2015/2/17,44500000.00 
2015/2/16,39850000.00 
2015/3/20,30000000.00 
2015/3/19,30000000.00 
2015/3/20,18750000.00 
2015/3/24,16750000.00 
2015/4/24,17560000.00 
2015/4/22,60000000.00 
2015/5/19,24700000.00 
2015/5/15,25340000.00 
2015/5/15,50000000.00 
2015/5/27,27340000.00 
2015/5/27,14000000.00 
2015/5/28,24000000.00 
2015/6/11,22000000.00 
2015/6/10,30000000.00 
2015/6/10,17000000.00 
2015/6/10,54000000.00 
2015/6/12,52000000.00 
2015/6/11,45800000.00 
2015/6/12,25000000.00 
2015/6/30,20000000.00 
2015/6/29,18500000.00 
2015/6/30,68400000.00 
2015/6/29,20000000.00 
2015/6/26,37250000.00 
2015/6/26,45600000.00 
2017/3/24,83700000.00 
2015/6/29,30000000.00 
2015/6/26,26220000.00 
2015/12/31,20000000.00 
2016/1/6,22300000.00 
2015/12/9,22000000.00 
2015/12/9,17000000.00 
2015/12/22,56250000.00 
2015/12/22,42600000.00 
2015/12/9,20870000.00 
2015/12/23,50000000.00 
2015/12/23,31780000.00 
2015/12/31,35200000.00 
2016/2/18,32050000.00 
2016/3/11,20300000.00 
2016/3/8,40000000.00 
2016/3/29,53590000.00 
2016/3/28,37500000.00 
2016/4/15,25000000.00 
2016/4/28,25000000.00 
2016/5/10,20000000.00 
2016/5/11,219000000.00 
2016/5/25,21600000.00 
2016/6/8,25000000.00 
2016/5/30,18680000.00 
2016/6/22,14720000.00 
2016/6/29,27000000.00 
2016/7/12,29000000.00 
2016/7/7,24229000.00 
2016/7/26,20000000.00 
2016/9/2,209445500.00 
2016/8/12,30000000.00 
2016/8/23,20000000.00 
2016/8/26,23980000.00 
2016/9/8,45000000.00 
2016/9/14,33480000.00 
2016/10/12,30000000.00 
2016/10/12,50000000.00 
2016/10/25,25000000.00 
2016/10/25,21670000.00 
2016/11/9,44000000.00 
2016/11/11,28340000.00 
2016/11/18,32000000.00 
2016/11/18,28215875.00 
2016/11/29,75000000.00 
2016/11/24,36000000.00 
2017/1/12,30000000.00 
2016/11/29,25000000.00 
2016/12/9,47430000.00 
2016/12/9,46000000.00 
2016/12/8,29300000.00 
2016/12/13,19000000.00 
2016/12/13,16670000.00 
2016/12/16,40010000.00 
2016/12/23,26670000.00 
2016/12/28,33360000.00 
2016/12/28,27000000.00 
2016/12/29,20000000.00 
2016/12/29,20000000.00 
2017/1/6,21000000.00 
2017/1/24,180760000.00 
2017/1/10,44666700.00 
2017/1/19,40500000.00 
2017/1/19,25000000.00 
2017/1/20,35000000.00 
2017/1/25,24000000.00 
2017/2/7,30000000.00 
2017/2/8,31000000.00 
2017/2/13,41800000.00 
2017/2/17,21666700.00 
2017/3/2,35000000.00 
2017/3/6,44500000.00 
2017/3/10,25000000.00 
2017/3/10,15600000.00 
2017/3/21,60000000.00 
2017/3/20,25340000.00 
2017/3/23,20000000.00 
2017/3/24,15800000.00 
2017/4/7,25570000.00 
2017/4/12,18994670.00 
2017/4/13,30680000.00 
2017/4/11,20000000.00 
2017/4/18,55500000.00 
2017/11/16,21670000.00 
2017/4/25,30000000.00 
2017/4/26,35906700.00 
2017/4/27,76850000.00 
2017/5/3,30000000.00 
2017/5/15,29520000.00 
2017/5/15,27670000.00 
2017/5/11,17000000.00 
2017/5/19,53000000.00 
2017/5/19,17220000.00 
2017/6/1,25000000.00 
2017/5/25,20000000.00 
2017/6/5,30560000.00 
2017/6/6,18840000.00 
2017/7/7,35000000.00 
2017/6/16,27000000.00 
2017/6/22,26670000.00 
2017/7/17,80000000.00 
2017/6/20,13333500.00 
2017/7/11,19370000.00 
2017/6/27,20000000.00 
2017/6/27,19608000.00 
2017/8/1,20000000.00 
2017/7/21,20780000.00 
2017/7/31,34530000.00 
2017/8/2,16670000.00 
2017/8/21,25000000.00 
2017/8/17,20900000.00 
2017/9/15,30000000.00 
2017/8/25,40010000.00 
2017/8/29,20000000.00 
2017/9/7,26670000.00 
2017/9/12,40000000.00 
2017/9/15,30000000.00 
2017/9/22,52766700.00 
2017/9/22,40100000.00 
2017/9/29,35000000.00 
2017/10/13,25000000.00 
2017/10/16,42000000.00 
2017/10/13,73100000.00 
2017/10/20,40060000.00 
2017/10/20,33340000.00 
2017/10/26,30000000.00 
2017/10/31,46840000.00 
2017/11/22,56000000.00 
2017/11/21,16700000.00 
2017/12/1,36013000.00 
2017/12/5,28000000.00 
2017/12/13,70000000.00 
2017/12/8,28270000.00 
2017/12/19,39430000.00 
2017/12/18,20360000.00 
2017/12/26,100000000.00 
2017/12/27,20000000.00 
2017/12/29,33000000.00 
2018/1/5,25000000.00 
2018/1/15,75000000.00 
2018/2/5,525000000.00 
2018/2/23,23450000.00 
2018/3/2,40500000.00 
2018/3/1,55186600.00 
2018/3/28,60830000.00 
2018/4/3,22220000.00 
2018/7/10,16646287.00 
2018/8/28,29350000.00 
2018/9/3,26670000.00 
2018/9/19,600000000.00 
2018/9/26,46000000.00 
2018/9/18,231143082.00 
2018/10/26,310340536.00 
2018/10/23,22500000.00 
2018/11/28,65000000.00 
2018/12/5,30000000.00 
2018/11/29,25000000.00 
2019/1/17,270000000.00 
2019/1/25,85371067.00 
2019/2/1,30378003.00 
2019/1/16,450977251.00 
2019/2/26,49030000.00 
2019/3/11,48000000.00 
2019/3/15,45000000.00 
2019/3/28,18260000.00 
2019/5/9,43020000.00 
2019/5/23,34310000.00 
2019/6/19,20000000.00 
2019/7/26,41000000.00 
2019/3/26,555555556.00 
2019/8/23,30000000.00 
2019/8/9,60000000.00 
2019/9/5,45000000.00 
2019/9/17,50400000.00 
2019/10/28,37590000.00 
2019/10/25,37680000.00 
2019/8/2,333333334.00 
2019/11/8,82670000.00 
2019/12/3,17910667.00 
2019/12/2,95263100.00 
2019/12/17,21600000.00 
2019/12/27,44080000.00 
2020/1/6,40890000.00 
2019/8/26,5049861100.00 
2009/10/30,33600000.00 
2009/10/30,31600000.00 
2009/10/30,41000000.00 
2009/10/30,24000000.00 
2009/10/30,17000000.00 
2009/10/30,23000000.00 
2009/10/30,15000000.00 
2009/10/30,12600000.00 
2009/10/30,21000000.00 
2009/10/30,26500000.00 
2009/10/30,13000000.00 
2009/10/30,21000000.00 
2009/10/30,15000000.00 
2009/10/30,22000000.00 
2009/10/30,33500000.00 
2009/10/30,17000000.00 
2009/10/30,23000000.00 
2009/10/30,16350000.00 
2009/10/30,13000000.00 
2009/10/30,20000000.00 
2009/10/30,18000000.00 
2009/10/30,22400000.00 
2009/10/30,15000000.00 
2009/10/30,15500000.00 
2009/10/30,10000000.00 
2009/10/30,12590000.00 
2009/10/30,42000000.00 
2009/10/30,37000000.00 
2009/12/25,50000000.00 
2009/12/25,18600000.00 
2009/12/25,12500000.00 
2009/12/25,35700000.00 
2009/12/25,16800000.00 
2009/12/25,30000000.00 
2009/12/25,15500000.00 
2009/12/25,19000000.00 
2010/1/8,27000000.00 
2010/1/8,23000000.00 
2010/1/8,27400000.00 
2010/1/8,18000000.00 
2010/1/8,17000000.00 
2010/1/8,16800000.00 
2010/1/20,13200000.00 
2010/1/20,20000000.00 
2010/1/20,17000000.00 
2010/1/20,15000000.00 
2010/1/20,27000000.00 
2010/1/20,30000000.00 
2010/1/20,19000000.00 
2010/1/20,14000000.00 
2010/2/11,13500000.00 
2010/2/11,25000000.00 
2010/2/11,25000000.00 
2010/2/11,15000000.00 
2010/2/26,22000000.00 
2010/2/26,13000000.00 
2010/2/26,53000000.00 
2010/2/26,20000000.00 
2010/3/19,35000000.00 
2010/3/19,15000000.00 
2010/3/19,20000000.00 
2010/3/26,17000000.00 
2010/3/26,38000000.00 
2010/3/26,13850000.00 
2010/3/26,13000000.00 
2010/4/21,27000000.00 
2010/4/21,62000000.00 
2010/4/21,15000000.00 
2010/4/21,37000000.00 
2010/4/21,13000000.00 
2010/4/27,25000000.00 
2010/4/27,20000000.00 
2010/4/27,10000000.00 
2010/4/27,14000000.00 
2010/4/30,13640000.00 
2010/4/30,27200000.00 
2010/4/30,17000000.00 
2010/4/30,28000000.00 
2010/6/25,35000000.00 
2010/5/20,17000000.00 
2010/5/20,27000000.00 
2010/5/20,25000000.00 
2010/5/20,16000000.00 
2010/5/26,15000000.00 
2010/5/26,25000000.00 
2010/5/26,13200000.00 
2010/5/26,31500000.00 
2010/6/25,25000000.00 
2010/6/25,32000000.00 
2010/6/25,21000000.00 
2010/7/8,23000000.00 
2010/7/8,30000000.00 
2010/7/8,80000000.00 
2010/7/28,19500000.00 
2010/7/28,22000000.00 
2010/7/28,15000000.00 
2010/7/28,17100000.00 
2010/8/6,10340000.00 
2010/8/6,23500000.00 
2010/8/6,17500000.00 
2010/8/12,29500000.00 
2010/8/12,16350000.00 
2010/8/12,25000000.00 
2010/8/20,22000000.00 
2010/8/20,30000000.00 
2010/8/20,16900000.00 
2010/8/25,13000000.00 
2010/8/25,9000000.00 
2010/8/25,53600000.00 
2010/8/27,51000000.00 
2010/8/27,18000000.00 
2010/8/27,15000000.00 
2010/8/27,20000000.00 
2010/9/2,21500000.00 
2010/9/2,20000000.00 
2010/9/2,28000000.00 
2010/9/2,45000000.00 
2010/9/17,18600000.00 
2010/9/17,22000000.00 
2010/9/17,15000000.00 
2010/9/28,40000000.00 
2010/9/28,22000000.00 
2010/9/28,27000000.00 
2010/10/13,15000000.00 
2010/10/13,21050000.00 
2010/10/13,41000000.00 
2010/10/13,25000000.00 
2010/10/19,30000000.00 
2010/10/19,16000000.00 
2010/10/19,11900000.00 
2010/10/26,17000000.00 
2010/10/26,14120000.00 
2010/10/26,40000000.00 
2010/10/26,20000000.00 
2010/11/5,16670000.00 
2010/11/5,30000000.00 
2010/11/5,23000000.00 
2010/11/12,13700000.00 
2010/11/12,15500000.00 
2010/11/12,14000000.00 
2010/11/12,25000000.00 
2010/12/9,17000000.00 
2010/12/9,42000000.00 
2010/12/9,20000000.00 
2010/12/15,13680000.00 
2010/12/15,31000000.00 
2010/12/15,19000000.00 
2010/12/22,17000000.00 
2010/12/22,35000000.00 
2010/12/22,17000000.00 
2010/12/29,28000000.00 
2010/12/29,20000000.00 
2010/12/29,28000000.00 
2011/1/7,18000000.00 
2011/1/7,20050000.00 
2011/1/7,22220000.00 
2011/1/7,36000000.00 
2011/1/7,10600000.00 
2011/1/13,23400000.00 
2011/1/13,27000000.00 
2011/1/13,16800000.00 
2011/1/13,20000000.00 
2011/1/13,17000000.00 
2011/1/25,18500000.00 
2011/1/25,10176000.00 
2011/1/25,11120000.00 
2011/1/25,30000000.00 
2011/1/25,23500000.00 
2011/2/1,30000000.00 
2011/2/1,20000000.00 
2011/2/1,25000000.00 
2011/2/1,17000000.00 
2011/2/1,17000000.00 
2011/2/15,27000000.00 
2011/2/15,22400000.00 
2011/2/15,12500000.00 
2011/2/15,30000000.00 
2011/2/15,20000000.00 
2011/2/22,40000000.00 
2011/2/22,20000000.00 
2011/2/22,14000000.00 
2011/2/22,25000000.00 
2011/2/22,16700000.00 
2011/3/8,90000000.00 
2011/3/8,16700000.00 
2011/3/16,13500000.00 
2011/3/16,40000000.00 
2011/3/16,13300000.00 
2011/3/16,20000000.00 
2011/3/22,18500000.00 
2011/3/22,55500000.00 
2011/3/22,33400000.00 
2011/3/29,25000000.00 
2011/3/29,30000000.00 
2011/3/29,15500000.00 
2011/4/7,23000000.00 
2011/4/7,25000000.00 
2011/4/7,26800000.00 
2011/4/7,20000000.00 
2011/4/15,21200000.00 
2011/4/15,45000000.00 
2011/4/15,16700000.00 
2011/4/21,19910000.00 
2011/4/21,25000000.00 
2011/4/21,47000000.00 
2011/4/26,17500000.00 
2011/4/26,20000000.00 
2011/4/26,19000000.00 
2011/5/5,12500000.00 
2011/5/5,17000000.00 
2011/5/5,21000000.00 
2011/5/11,35000000.00 
2011/5/11,11500000.00 
2011/5/11,17000000.00 
2011/5/18,23000000.00 
2011/5/18,26400000.00 
2011/5/18,31000000.00 
2011/5/25,9000000.00 
2011/5/25,25000000.00 
2011/5/25,15000000.00 
2011/5/31,20000000.00 
2011/5/31,40000000.00 
2011/5/31,17000000.00 
2011/6/8,10000000.00 
2011/6/8,17000000.00 
2011/6/8,17000000.00 
2011/6/15,30000000.00 
2011/6/15,22500000.00 
2011/6/15,10000000.00 
2011/6/22,20000000.00 
2011/6/22,31000000.00 
2011/6/22,20000000.00 
2011/6/29,11000000.00 
2011/6/29,21500000.00 
2011/6/29,14300000.00 
2011/7/6,15300000.00 
2011/7/6,19000000.00 
2011/7/6,27000000.00 
2011/7/12,27000000.00 
2011/7/12,19000000.00 
2011/7/12,13500000.00 
2011/7/19,12800000.00 
2011/7/19,17000000.00 
2011/7/19,10500000.00 
2011/7/29,20500000.00 
2011/7/29,11200000.00 
2011/8/3,19600000.00 
2011/8/3,10000000.00 
2011/8/3,27400000.00 
2011/8/18,27000000.00 
2011/8/18,13500000.00 
2011/8/19,33800000.00 
2011/8/19,27000000.00 
2011/8/19,25000000.00 
2011/8/19,36000000.00 
2011/8/26,25000000.00 
2011/8/31,19000000.00 
2011/9/6,16700000.00 
2011/9/6,22700000.00 
2011/9/16,16700000.00 
2011/9/16,20000000.00 
2011/9/16,26000000.00 
2011/9/16,35000000.00 
2011/9/27,14000000.00 
2011/9/27,46000000.00 
2011/9/27,17000000.00 
2011/10/12,18400000.00 
2011/10/12,10000000.00 
2011/10/26,18500000.00 
2011/11/2,27500000.00 
2011/10/26,33350000.00 
2011/11/2,44800000.00 
2011/11/2,14670000.00 
2011/11/15,15000000.00 
2011/11/23,17000000.00 
2011/12/16,21700000.00 
2011/12/29,15500000.00 
2011/12/29,32000000.00 
2011/12/29,15000000.00 
2011/12/29,11510000.00 
2012/1/10,17710000.00 
2012/1/10,60000000.00 
2012/1/13,15600000.00 
2012/1/13,8670000.00 
2012/2/1,21000000.00 
2012/2/16,13400000.00 
2012/2/16,38400000.00 
2012/2/16,17000000.00 
2012/2/9,15000000.00 
2012/2/29,16700000.00 
2012/3/8,15000000.00 
2012/3/8,19020311.00 
2012/3/15,13350000.00 
2012/3/15,25000000.00 
2012/3/15,24500000.00 
2012/3/19,22000000.00 
2012/3/19,17000000.00 
2012/3/19,22000000.00 
2012/3/21,27000000.00 
2012/3/21,15000000.00 
2012/3/19,20460000.00 
2012/3/21,25000000.00 
2012/3/29,20000000.00 
2012/3/29,15000000.00 
2012/3/29,61000000.00 
2012/4/10,16670000.00 
2012/4/10,28000000.00 
2012/4/25,22000000.00 
2012/4/25,17700000.00 
2012/5/8,26680000.00 
2012/4/25,22730000.00 
2012/5/8,20000000.00 
2012/5/11,40915000.00 
2012/5/11,33350000.00 
2012/5/11,35000000.00 
2012/5/23,25600000.00 
2012/5/23,13340000.00 
2012/6/1,16670000.00 
2012/5/23,11100000.00 
2012/6/8,23345000.00 
2012/6/1,50000000.00 
2012/6/8,14000000.00 
2012/6/1,20000000.00 
2012/6/13,13000000.00 
2012/6/13,32000000.00 
2012/6/19,28000000.00 
2012/6/19,16770000.00 
2012/6/19,20000000.00 
2012/6/28,15500000.00 
2012/6/28,80000000.00 
2012/6/28,28000000.00 
2012/7/5,29000000.00 
2012/7/10,34880000.00 
2012/7/10,24000000.00 
2012/7/18,46800000.00 
2012/7/26,15000000.00 
2012/7/18,19190000.00 
2012/7/26,12500000.00 
2012/7/26,23000000.00 
2012/7/26,25000000.00 
2012/8/1,10000000.00 
2012/8/1,25130000.00 
2012/8/1,24000000.00 
2012/8/7,12570000.00 
2012/8/17,13400000.00 
2012/8/17,13000000.00 
2012/8/17,15000000.00 
2012/8/21,21670000.00 
2012/9/20,20000000.00 
2012/9/12,16700000.00 
2012/9/27,13400000.00 
2012/9/20,11090000.00 
2012/9/27,34360000.00 
2012/10/9,21670000.00 
2014/1/21,25250000.00 
2014/1/21,18249813.00 
2014/1/21,16300000.00 
2014/1/21,19880000.00 
2014/1/21,25700000.00 
2014/1/29,27250000.00 
2015/1/21,30000000.00 
2014/1/23,12080000.00 
2014/1/27,14287500.00 
2014/1/29,14702500.00 
2014/1/23,15475000.00 
2014/1/29,21150000.00 
2014/1/23,13450000.00 
2014/1/23,12000000.00 
2014/1/23,20600000.00 
2015/3/19,24340000.00 
2014/1/27,22200000.00 
2014/1/27,22390000.00 
2014/1/27,13850000.00 
2014/1/27,30000000.00 
2014/1/28,12858296.00 
2014/1/28,17180000.00 
2014/1/28,11450000.00 
2014/1/29,13309247.00 
2014/1/29,13645000.00 
2014/8/1,13340000.00 
2014/6/26,20000000.00 
2014/6/26,23760000.00 
2014/7/2,15250000.00 
2014/8/1,22060000.00 
2014/8/1,19660000.00 
2014/7/31,19500000.00 
2014/8/1,16670000.00 
2014/9/10,16000000.00 
2014/9/12,29880000.00 
2015/2/17,18590000.00 
2014/9/10,16200000.00 
2014/9/10,15340000.00 
2014/9/10,30000000.00 
2014/10/9,20000000.00 
2014/10/9,20000000.00 
2014/10/10,20000000.00 
2014/10/9,22700000.00 
2014/10/10,51000000.00 
2014/10/30,34000000.00 
2015/4/24,16670000.00 
2014/10/30,17000000.00 
2014/10/30,31110000.00 
2014/12/3,17000000.00 
2014/12/3,46000000.00 
2014/12/3,16250000.00 
2014/12/31,15000000.00 
2014/12/31,20000000.00 
2014/12/31,13400000.00 
2015/1/21,70000000.00 
2015/5/13,21070000.00 
2015/1/23,30000000.00 
2015/1/22,15700000.00 
2015/1/23,10200000.00 
2015/1/21,70000000.00 
2015/1/22,10300000.00 
2015/2/17,20000000.00 
2015/2/17,28000000.00 
2015/2/17,15500000.00 
2015/2/17,22000000.00 
2015/4/22,33270000.00 
2015/2/16,18000000.00 
2015/2/17,20000000.00 
2015/2/17,22170000.00 
2015/3/19,20200000.00 
2015/3/24,20000000.00 
2015/3/19,15200000.00 
2015/3/24,30000000.00 
2015/3/19,30000000.00 
2015/3/18,67360000.00 
2015/4/24,17000000.00 
2015/3/26,20000000.00 
2015/4/22,17500000.00 
2015/4/23,16700000.00 
2015/4/24,21000000.00 
2015/4/22,28340000.00 
2015/4/23,28000000.00 
2015/4/23,21120000.00 
2015/4/24,25000000.00 
2015/4/22,14070000.00 
2015/4/23,34486400.00 
2015/4/24,10200000.00 
2015/4/23,15400000.00 
2015/4/22,20250000.00 
2015/4/24,20000000.00 
2015/4/22,17700000.00 
2015/5/18,17000000.00 
2015/5/14,17000000.00 
2015/5/15,11600000.00 
2015/5/15,19860000.00 
2018/5/16,40010000.00 
2015/5/15,35000000.00 
2015/5/14,21000000.00 
2015/5/14,19500000.00 
2015/5/15,40000000.00 
2015/5/15,26500000.00 
2015/5/15,42080000.00 
2015/5/19,16680000.00 
2015/5/27,17220000.00 
2015/5/28,46500000.00 
2015/6/10,20670000.00 
2015/5/28,33340000.00 
2015/5/28,20000000.00 
2015/5/27,10000000.00 
2015/5/27,25000000.00 
2015/6/11,16700000.00 
2015/6/12,13340000.00 
2015/6/11,17800000.00 
2015/6/11,16670000.00 
2015/6/12,25000000.00 
2016/3/31,33500000.00 
2015/6/10,50000000.00 
2015/6/11,36670000.00 
2015/6/10,27045000.00 
2015/6/10,16670000.00 
2015/6/12,20000000.00 
2015/7/2,23000000.00 
2015/6/30,20000000.00 
2015/6/30,22000000.00 
2015/6/30,15500000.00 
2016/3/22,13000000.00 
2015/6/26,30000000.00 
2015/6/30,34720000.00 
2015/7/2,20000000.00 
2015/7/1,15630000.00 
2015/7/1,11350000.00 
2015/12/31,25000000.00 
2015/12/31,20000000.00 
2015/12/23,20800000.00 
2015/12/10,30000000.00 
2015/12/31,30000000.00 
2015/12/22,16700000.00 
2015/12/10,25000000.00 
2015/12/22,18000000.00 
2015/11/2,435247380.00 
2016/2/2,16670000.00 
2016/2/4,15000000.00 
2016/2/4,13380000.00 
2016/3/3,19400000.00 
2016/3/9,25000000.00 
2018/3/30,66852000.00 
2016/3/15,23350000.00 
2016/3/24,30000000.00 
2016/4/29,16670000.00 
2016/4/19,14210000.00 
2016/4/25,20000000.00 
2016/5/6,21800000.00 
2016/5/4,37500000.00 
2016/5/26,33750000.00 
2016/5/30,19060000.00 
2017/4/26,25000000.00 
2016/6/8,25000000.00 
2016/6/2,30000000.00 
2016/7/19,25600000.00 
2016/6/24,23340000.00 
2016/6/24,20000000.00 
2016/7/8,23000000.00 
2016/7/5,20000000.00 
2016/7/5,16670000.00 
2016/7/26,20000000.00 
2016/7/26,17100000.00 
2016/8/2,21250000.00 
2016/8/5,115700000.00 
2016/8/8,77630000.00 
2016/8/2,42000000.00 
2016/8/9,17500000.00 
2016/8/9,20000000.00 
2016/8/18,21000000.00 
2016/8/18,25000000.00 
2016/9/13,21670000.00 
2016/8/12,14940000.00 
2016/9/20,23276836.00 
2016/8/30,25000000.00 
2016/8/26,14000000.00 
2016/8/30,23750000.00 
2016/8/23,20000000.00 
2016/9/13,30000000.00 
2016/9/20,22550000.00 
2016/9/8,15000000.00 
2016/9/28,17830000.00 
2016/9/28,13340000.00 
2016/9/30,14950000.00 
2016/10/12,20670000.00 
2016/9/30,16670000.00 
2016/10/18,20000000.00 
2016/10/18,18360000.00 
2016/10/21,26700000.00 
2016/10/21,12000000.00 
2017/4/21,13000000.00 
2016/10/18,20000000.00 
2016/11/4,27800000.00 
2016/11/1,14000000.00 
2016/11/7,41000000.00 
2016/11/1,18000000.00 
2016/11/1,17530000.00 
2016/11/17,14000000.00 
2016/11/16,14800000.00 
2016/11/14,20000000.00 
2019/11/8,25000000.00 
2016/11/22,40000000.00 
2016/11/15,19900000.00 
2016/11/22,20000000.00 
2016/12/1,30000000.00 
2016/11/25,20840000.00 
2016/12/6,31944000.00 
2016/12/13,10000000.00 
2016/12/6,16670000.00 
2016/12/8,20000000.00 
2016/12/20,18350000.00 
2016/12/20,20000000.00 
2016/12/21,16670000.00 
2017/1/25,18000000.00 
2016/12/23,20000000.00 
2017/1/11,50000000.00 
2016/12/20,11300000.00 
2016/12/28,33000000.00 
2017/1/6,26666667.00 
2017/1/12,20000000.00 
2016/12/29,20000000.00 
2017/1/4,24000000.00 
2017/1/5,26000000.00 
2017/1/5,25000000.00 
2017/1/13,21670000.00 
2017/1/11,20000000.00 
2017/1/10,60000000.00 
2017/1/20,30600000.00 
2017/1/13,28890000.00 
2019/6/21,22226700.00 
2017/1/17,17000000.00 
