,R_square,CW-test
KitchenSink,-0.017543926042344005,1.5953864269900622
ridge,0.023310624673010816,1.8805357251537704
lasso,0.03121857845917675,2.0261986887937304
elastic net,0.031833945951245,2.033603846901035
lars,0.009428249722378768,1.2099193309049832
OMP,0.026620330007498305,2.0669637893201482
FC,0.02942526493994191,2.02591530865491
